Environment,trait,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15,Comp.16,Comp.17,Comp.18,Comp.19,Comp.20
,,,,,,,,,,,,,,,,,,,,,
mokwa,LODG,-0.985706333122247,0.0510198438396742,-0.322960778223594,-0.255107263630319,-0.196813742431222,0.102881180765715,-0.133265960101527,-0.373258815655599,1,-0.658508467902843,0.0263366214060522,-0.385683220906562,0.87089047028752,0.00805093139964187,-0.396329548986656,0.14678501649305,-0.00296902102067968,0.000536550692495265,-0.0537996417551095,0.424139507382749
mokwa,BRNLEV9,-0.784790383890294,0.443439198389951,0.592133945124246,-0.267520582327382,-0.317442741857507,-0.406972524571112,0.520180599996304,1,-0.657454863777381,-0.119486291224381,0.00659196720636159,0.116366284080394,0.908271702412045,-0.217608821622001,-0.10559757625525,0.123781697106158,-0.00194466902735266,0.000283748422640126,-0.0312191420042055,0.246108192272593
mokwa,PLTHT9,-0.839822876475742,-0.680081661583533,-0.274946978762354,-0.333770705009093,-0.203131937793802,-0.364930239905887,0.338548102555361,0.432338589880956,0.685261103129427,0.336659550819445,0.0225156844308546,0.103775124787203,-1,-0.0947964202694487,0.247170042670298,0.792772653219935,-0.00232598488633278,0.000755497169127468,-0.0180324987471455,0.140714959741612
mokwa,NOHAV,0.788166484623067,-0.334323888023012,0.556762127678012,-0.890774395241966,-0.00562006123080879,-0.159897501902931,-0.310985602579891,0.468609384534851,0.0778825123212735,-1,0.0294018616810868,-0.0953545810243968,-0.816088952696196,-0.191082185864116,0.252606490591363,-0.274286719015176,0.00123489203382805,-0.000202957201221881,0.00443949588433114,-0.0343883617373011
mokwa,RTNO,0.91295397589506,-0.603623430790013,0.390284337545162,-0.177643413552286,0.0437403692686953,-0.0650868735457519,-0.0252240189296661,0.067241085849728,-0.0929858165163985,-0.182617440694975,0.260738929441882,0.427031834724615,0.287563083338343,1,-0.240743942087029,0.51253970196215,-0.00177602475946256,0.000954109074365463,-0.0163901681908322,0.129389839704303
mokwa,STARCH,0.545152302732324,0.880567816023525,-0.292151828640835,-0.999977253193753,0.0433073944401751,-0.490170373120362,0.24878918698813,-0.442826626062952,-0.0773937849848144,0.144387698649606,0.146932280238016,-0.193342037658577,-0.0230779475479145,0.0274619632421856,-0.075783355196605,0.0314838866797063,1,-0.000316013662874371,0.00166599935537187,-0.020101059154318
mokwa,BRNHB9,-0.177453047590784,-0.3217514129904,-0.641500294250395,-0.778734048226473,1,0.495815194404023,0.162984691974498,0.556943186220515,0.0297739567531012,0.00216350544283396,0.0824033454294655,0.214280192829954,0.42669166297076,-0.154189560732311,0.076901082054575,0.0708872989144516,-0.000618915933886567,0.000110626461843166,-0.0103836353425303,0.0818578977994951
mokwa,ANGBR9,-0.684125797598735,0.194106422430316,0.500060047613307,0.275701969500343,0.513689887377495,-1,-1,0.0835119667364625,0.197861659515703,0.240377371656245,0.0187097363399942,0.055493229843639,0.204879952297184,-0.0350522335495832,-0.00320594278783948,0.0367111587818399,-0.000651492053186254,0.0000916822411910932,-0.00936058452344135,0.0739939451039055
mokwa,STMDI9,-0.88937604879508,-0.683618829634022,-0.169419541376033,-0.0685564843697787,0.237663045456853,-0.134740970641707,0.0947434055932741,0.0202455413706367,-0.730062123190091,-0.0850634316963279,-0.41226265779889,-1,-0.496014646618028,0.357446028490713,-0.47757967012507,0.0202543186912339,-0.000750992712927351,0.000184919440542581,-0.0155979535049431,0.123186798190657
mokwa,PPSTD9,0.724028123077138,-0.165833196564672,-0.199537556911484,-0.962093986612699,-0.458644677977202,0.446903881067736,-0.870499363296569,0.578291520589094,-0.000360773064534967,0.629499787391166,-0.171637173750559,-0.255813154323569,0.248524776230905,-0.013680846779358,-0.227976334234636,0.00801766742313176,-0.0013965910558204,0.000140239722053277,-0.0190235875578076,0.149964297037065
mokwa,SHTWT,-0.530217364162617,-1,0.585223939414525,-0.592401017606065,-0.0304905844705886,0.0938442530942127,0.0293270343747636,-0.664997040907993,-0.232137378552789,0.182939593478323,0.0922889624269861,0.117684594665095,0.161597168623212,-0.149922906205627,0.239174791382448,-0.106990082976009,-0.00106978228928915,1,-0.0306522805307561,0.235601850345115
