Environment,trait,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8,Comp.9,Comp.10,Comp.11,Comp.12,Comp.13,Comp.14,Comp.15,Comp.16,Comp.17,Comp.18,Comp.19,Comp.20
,,,,,,,,,,,,,,,,,,,,,
onne,LODG,-0.0366250005600025,-0.034463543795524,-1,-0.298111132821474,0.124409897528609,0.118248657550735,0.601373175942974,0.0151762212257636,1,0.322214223210574,0.868234774937832,0.262096902023761,0.230063305496671,0.603439691538439,0.0210921082051731,-0.130388576014182,-0.0521226831782542,0,0,0.204184723159598
onne,BRNLEV9,0.543540927097339,-0.177937051300912,0.0142877580300731,-0.115910695872756,0.729970703170688,1,0.391062740871229,1,-0.22969834881847,-0.0629631985056559,-0.0180438897945135,0.0278392674594598,-0.143530185948839,-0.43702223220116,-0.0392413339737387,0.0688306581953231,0.0261926645133316,0.0000000000104439565203179,0.000000000000309853572956336,-0.10317934827594
onne,PLTHT9,-0.18018100866961,-0.873953170862248,0.607917849172228,-0.069664737772434,0.114514385702651,-0.168901494403553,-0.127641236213726,0.144016361282262,0.270883436650313,0.0397526134145811,0.338706341322796,-0.0857770956955134,0.815438505135003,-0.0640418636555393,1,-0.235580306973895,0.127220262031982,0.0000000000756296310649568,0.00000000000228247333570091,-0.502521400419684
onne,NOHAV,-0.916772063461678,0.451293115986351,0.0833535390577501,-0.2537309997318,0.0251973278391758,-0.114081034501471,0.330091546963745,-0.0295710566666366,0.0313861941686872,-0.737057267836576,0.299947818826522,0.0085320075625826,0.603247699905706,-0.785335851537294,-0.545602434664452,-0.818734837497177,0.116174479979303,0.0000000000649567881346391,0.00000000000203595424071781,-0.458662430745977
onne,RTNO,-0.94389540285235,0.397530724794723,0.190927595690894,-0.191375976654636,-0.0350034435242217,0.057201943395576,0.173925494810057,0.209177315788928,-0.213925395970197,-0.593400715551477,0.423160031728635,-0.762777825981361,0.47713087615252,0.617825988969729,0.0763275204494582,1,-0.133177869800461,-0.000000000124616745151228,-0.00000000000383383480843836,0.528543685753335
onne,STARCH,-0.47184347884302,0.0682118856554735,-0.195841811818409,1,0.162567311486262,-0.185845229491115,0.171821512081522,0.124286882316268,-0.00257036286677388,-0.11724730242829,0.271417916706588,0.243459417163703,-0.0300201233975638,-0.0861335176449434,0.0973910556774234,0.0570785923649012,-0.993604624438702,0.0000000795690863902091,0.00000000236513913761906,-0.4712143092044
onne,BRNHB9,-0.543960185643253,-0.40066268245552,-0.50767726598073,0.0469231942712012,0.352348229541622,0.746877252527653,-1,-0.171762457440897,-0.244503680889581,-0.142255543235836,0.952540504638623,-0.536968937944659,-0.324677383576019,0.210997273855861,-0.0178234029832222,-0.49346168557484,-0.0151588698211127,0.0000000000289953183646802,0.000000000000907739778252116,0.0577927870816458
onne,ANGBR9,0.329956522750312,0.0101766750994514,-0.396227378991216,-0.054068218735901,-1,-0.813669609621665,-0.338750779207477,0.900467679937653,-0.0326490606034738,-0.0772414813607377,0.493161006852071,-0.312347988480554,-0.235948964053052,-0.0479147661304846,-0.022710867966167,-0.215117612570886,0.026389649045066,0.0000000000359168424201758,0.00000000000109557509442955,-0.105348453034947
onne,STMDI9,-0.192814235345608,-1,-0.239581123929711,0.0251774051416,-0.0786543494422226,-0.0269569582275158,-0.493748644108939,0.155646834183561,-0.177268386337058,0.318851481678523,-0.102609060684217,0.725048906731765,1,-0.220094158866975,-0.636277274655827,0.447816090772315,-0.0799183681416061,-0.0000000000942534440825442,-0.00000000000286213468666396,0.318242243766146
onne,PPSTD9,0.117706352949679,0.620933379342725,0.283200951329261,-0.212033233475488,0.824177346356259,-0.966862024163226,-0.00871125883555135,0.0419468194493511,-0.597610055219929,0.792067220355376,1,0.0285619848818282,0.0718041163261121,-0.0589478243599903,-0.0830622808765217,-0.0721860147576618,-0.0322346562308837,0.00000000000504831988033017,0.000000000000149875382797656,0.125999287492622
