trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0180_1255,TMS18F1278P0180,1255,11,,1,11,5,0,,134.4,8,51,18.49,1,,15.672,2,18.5,21.05,,111,28.07,9.02,24.67,0.53,32.14,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0088_1256,TMS18F1348P0088,1256,11,,1,11,6,0,,88,8,53,15.23,1,,15.792,3,15.1,21.08,,77,28.11,8.34,20.13,0.58,29.69,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0126_1257,TMS18F1280P0126,1257,11,,1,11,7,5,2,102,7,38,15.29,3,82.99,19.344,2,25.83,17.2,57,90,22.93,6.82,34.44,0.4,29.74,58
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1028P0030_1258,TMS18F1028P0030,1258,11,,1,11,8,1,,,,,,,,,1,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0014_1259,TMS18F1414P0014,1259,11,,1,11,9,3,2,118,3,20,14.6,,,,2,16.8,20.56,71,105,27.41,8.01,22.4,0.55,29.22,70
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0103_1260,TMS18F1076P0103,1260,11,,1,11,10,0,,,2,14,13.1,,,,1,15.7,9.55,,,12.73,3.58,20.93,0.38,28.09,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1261,IITA-TMS-IBA000070,1261,11,1,1,11,11,1,2,137,8,75,13.64,3,82.9,20.4,2,28.59,30.7,63.4,115,40.93,11.66,38.12,0.52,28.5,60
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0007_1262,TMS18F1318P0007,1262,11,,1,11,12,2,2,141,5,34,,3,55.28,20.39,1,20.74,14.82,60,119,19.76,,27.65,0.42,,60
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0051_1263,TMS18F1348P0051,1263,11,,1,11,13,0,2,104,5,34,21.38,3,76.9,18.824,2,17.52,20.76,45,96,27.68,9.5,23.36,0.54,34.31,44.2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1325P0032_1264,TMS18F1325P0032,1264,11,,1,11,14,0,,,4,28,21.04,,,,2,12.07,15.6,,,20.8,7.08,16.09,0.56,34.05,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0148_1265,TMS18F1310P0148,1265,11,,1,11,15,0,2,166,7,46,20.88,3,79.16,22.374,1,33.17,26.07,98.4,149,34.76,11.8,44.23,0.44,33.93,87
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0101_1266,TMS18F1320P0101,1266,11,,1,11,16,0,3,134,7,44,18.66,3,91.8,22.194,1,29.9,16.7,46,123,22.27,7.18,39.87,0.36,32.27,45.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0168_1267,TMS18F1310P0168,1267,11,,1,11,17,0,,144,8,33,19.5,1,,19.982,2,25.79,12.3,,122,16.4,5.39,34.39,0.32,32.9,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1347P0029_1268,TMS18F1347P0029,1268,11,,1,11,18,0,2,149.4,9,64,17.52,3,81.2,21.388,2,30.75,25.6,74,135,34.13,10.72,41,0.45,31.41,75.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1336P0014_1269,TMS18F1336P0014,1269,11,,1,11,19,0,,147,6,35,19.36,3,63.93,20.298,1,23.22,15.85,,130,21.13,6.93,30.96,0.41,32.79,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1298P0044_1270,TMS18F1298P0044,1270,11,,1,11,20,0,2,169,8,86,23.21,3,73.33,21.884,2,30.1,23.42,114,163,31.23,11.14,40.13,0.44,35.68,108
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1331P0016_1271,TMS18F1331P0016,1271,11,,1,11,21,1,3,157,8,78,15.83,2,73.54,21.026,2,27.45,33.25,39,140,44.33,13.36,36.6,0.55,30.14,40
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1372P0041_1272,TMS18F1372P0041,1272,11,,1,11,22,1,,161,9,110,19.08,2,75.33,17.832,5,31.33,33.15,,145,44.2,14.4,41.77,0.51,32.58,112.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1371P0011_1273,TMS18F1371P0011,1273,11,,1,11,23,2,2,141,5,46,14.19,3,80.97,21.486,1,29.48,24.55,46,134,32.73,9.46,39.31,0.45,28.91,44
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0086_1274,TMS18F1280P0086,1274,11,,1,11,24,0,,203.4,9,34,19.13,2,26.21,23.008,2,31.54,20.25,,170.6,27,8.81,42.05,0.39,32.62,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0107_1275,TMS18F1280P0107,1275,11,,1,11,25,1,,131,8,42,19.86,3,72.1,19.758,2,27.8,29.53,,125,39.37,13.06,37.07,0.52,33.17,108
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1421P0005_1276,TMS18F1421P0005,1276,12,,1,12,25,0,2,148,5,43,8.25,3,81.48,21.128,2,35.75,28.55,92,136,38.07,9.31,47.67,0.44,24.45,84
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0014_1277,TMS18F1001P0014,1277,12,,1,12,24,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0062_1278,TMS18F1447P0062,1278,12,,1,12,23,0,4,158,7,37,17.84,2,86.74,21.602,2,29.2,16.73,25.4,136,22.31,7.06,38.93,0.36,31.65,18
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1020P0027_1279,TMS18F1020P0027,1279,12,,1,12,22,1,,,4,16,12.01,,,,1,23.2,13,,,17.33,4.73,30.93,0.36,27.27,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324p0026_1280,TMS18F1324p0026,1280,12,,1,12,21,2,,179,2,13,16.69,1,11.59,22.094,1,21.56,10.75,,147,14.33,4.41,28.75,0.33,30.79,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0087_1281,TMS18F1038P0087,1281,12,,1,12,20,0,3,172,3,36,18.43,2,83.48,23.358,1,27.55,19.32,34.4,147,25.76,8.27,36.73,0.41,32.09,31
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1291P0026_1282,TMS18F1291P0026,1282,12,,1,12,19,0,3,188,7,46,17.51,3,67.28,21.528,2,32.8,20.25,69,182.4,27,8.48,43.73,0.38,31.4,70.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1283,IITA-TMS-IBA980581,1283,12,1,1,12,18,0,1,182,7,52,10.88,3,79.4,26.926,2,33.38,20.25,116,166.8,27,7.13,44.51,0.38,26.42,114
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0159_1284,TMS18F1344P0159,1284,12,,1,12,17,0,3,134,7,45,18.32,3,97.46,20.848,1,20.59,19.25,61,126,25.67,8.22,27.45,0.48,32.01,54
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1480P0023_1285,TMS18F1480P0023,1285,12,,1,12,16,0,1,137,5,35,16.61,2,79.44,18.364,2,14.7,23,83.4,119,30.67,9.42,19.6,0.61,30.73,81.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1286,TMEB419,1286,12,1,1,12,15,1,,165.4,4,19,17.81,1,,22.734,2,20.05,12.4,,136,16.53,5.23,26.73,0.38,31.63,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0153_1287,TMS18F1343P0153,1287,12,,1,12,14,4,2,110,4,21,15.61,3,75.14,20.414,1,20.42,8.65,64,96.4,11.53,3.46,27.23,0.3,29.97,59.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1056P0019_1288,TMS18F1056P0019,1288,12,,1,12,13,0,,,,,,,,,2,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0016_1289,TMS18F1352P0016,1289,12,,1,12,12,2,2,124,7,35,18.72,3,85.49,20.232,3,35.25,13.35,53,110,17.8,5.75,47,0.27,32.31,52.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1436P0053_1290,TMS18F1436P0053,1290,12,,1,12,11,1,,,3,14,17.9,,,,1,12.15,5.82,,103,7.76,2.46,16.2,0.32,31.7,41.2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1069P0033_1291,TMS18F1069P0033,1291,12,,1,12,10,4,2,150,6,26,21.07,2,83.21,19.922,3,24.35,6.15,87,139,8.2,2.79,32.47,0.2,34.08,80
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1484P0036_1292,TMS18F1484P0036,1292,12,,1,12,9,0,2,103,8,28,18.19,2,68.35,16.788,2,15.6,10,37,102.4,13.33,4.26,20.8,0.39,31.92,31
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1274P0020_1293,TMS18F1274P0020,1293,12,,1,12,8,1,2,91,5,55,16.83,3,77.24,20.176,2,21.2,13.6,31,82.4,18.13,5.6,28.27,0.39,30.89,27
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1060P0067_1294,TMS18F1060P0067,1294,12,,1,12,7,0,1,101,6,36,17.23,3,73.78,20.172,3,14.65,15.4,73,89,20.53,6.41,19.53,0.51,31.19,69
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1113P0002_1295,TMS18F1113P0002,1295,12,,1,12,6,0,,,3,24,15.61,,,,2,15.75,8.6,,,11.47,3.44,21,0.35,29.97,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0002_1296,TMS18F1323P0002,1296,12,,1,12,5,1,2,104,6,30,20.99,3,77.03,18.402,2,16.45,9.3,45,90,12.4,4.22,21.93,0.36,34.01,39.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0024_1297,TMS18F1365P0024,1297,12,,1,12,4,0,2,114,5,40,22.97,3,70.03,17.198,2,24.09,12.51,63,101,16.68,5.92,32.12,0.34,35.51,66
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1240P0024_1298,TMS18F1240P0024,1298,12,,1,12,3,0,,,3,46,17.41,,,,2,32.52,21.85,,,29.13,9.13,43.36,0.4,31.33,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0031_1299,TMS18F1305P0031,1299,12,,1,12,2,2,3,139,6,46,17.54,3,76.68,22.182,1,25.45,16.24,68,127,21.65,6.8,33.93,0.39,31.42,74
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1289P0014_1300,TMS18F1289P0014,1300,12,,1,12,1,0,2,111,6,25,17.34,3,64.93,20.246,1,27.75,16.4,45,92,21.87,6.84,37,0.37,31.28,46
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1359P0001_1301,TMS18F1359P0001,1301,13,,1,13,1,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1085P0012_1302,TMS18F1085P0012,1302,13,,1,13,2,1,4,126,6,46,13.49,2,76.16,18.882,1,29.82,13.65,16,113,18.2,5.17,39.76,0.31,28.38,18.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0023_1303,TMS18F1369P0023,1303,13,,1,13,3,,,,,,,,,,2,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1010P0011_1304,TMS18F1010P0011,1304,13,,1,13,4,0,,,1,15,13.34,,,,1,14.25,8.3,,,11.07,3.13,19,0.37,28.27,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1305,IITA-TMS-IBA982101,1305,13,1,1,13,5,0,2,116,5,56,12.37,3,85.73,22.636,2,27.83,23.36,31,102,31.15,8.58,37.11,0.46,27.54,19.2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0121_1306,TMS18F1319P0121,1306,13,,1,13,6,4,2,121,4,24,18.96,3,71.83,20.488,2,21.7,7.07,46,109.4,9.43,3.06,28.93,0.25,32.49,42.2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0017_1307,TMS18F1414P0017,1307,13,,1,13,7,1,2,114,7,57,14.74,3,63.28,16.848,2,25.67,17.25,46,103,23,6.74,34.23,0.4,29.32,32
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0085_1308,TMS18F1338P0085,1308,13,,1,13,8,3,2,131,9,46,18.01,2,82.94,15.386,2,34.45,16.1,32,116,21.47,6.82,45.93,0.32,31.77,29
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0019_1309,TMS18F1343P0019,1309,13,,1,13,9,1,1,110,8,48,13.75,3,83.98,20.316,2,21.97,16.29,79,102,21.72,6.21,29.29,0.43,28.58,74
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0098_1310,TMS18F1348P0098,1310,13,,1,13,10,2,3,132,8,38,17.69,2,81.25,22.106,1,37.87,14,33,124,18.67,5.89,50.49,0.27,31.54,27
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1149P0024_1311,TMS18F1149P0024,1311,13,,1,13,11,5,3,116,4,18,14.13,3,85.96,21.078,1,28.98,3.6,40,109.6,4.8,1.39,38.64,0.11,28.86,39
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0020_1312,TMS18F1001P0020,1312,13,,1,13,12,3,2,127,4,28,10.12,3,77.18,22.234,3,19.15,7,72,115,9.33,2.41,25.53,0.27,25.85,78
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0024_1313,TMS18F1348P0024,1313,13,,1,13,13,6,2,126,6,35,18.08,3,70.41,22.844,3,26.05,2.6,85,109,3.47,1.1,34.73,0.09,31.83,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1231P0011_1314,TMS18F1231P0011,1314,13,,1,13,14,0,2,122,7,53,19.72,3,79.66,25.344,1,41.06,27.28,62,107,36.37,12.03,54.75,0.4,33.06,58
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0088_1315,TMS18F1310P0088,1315,13,,1,13,15,0,2,122,9,50,15.16,2,79.26,20.158,2,18.65,25.1,38.6,104,33.47,9.92,24.87,0.57,29.64,43
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0039_1316,TMS18F1305P0039,1316,13,,1,13,16,2,,,3,34,15.2,2,96.93,25.48,2,27.37,22.25,,133,29.67,8.8,36.49,0.45,29.66,37
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0033_1317,TMS18F1312P0033,1317,13,,1,13,17,0,3,151,7,62,21.98,2,76.29,18.946,3,36.05,29.9,42,150,39.87,13.86,48.07,0.45,34.76,43
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1191P0002_1318,TMS18F1191P0002,1318,13,,1,13,18,0,3,179,6,30,17.45,3,69.58,22.242,3,19.75,14.9,66,166,19.87,6.23,26.33,0.43,31.36,42
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0082_1319,TMS18F1350P0082,1319,13,,1,13,19,0,3,187,8,45,15.31,2,83.45,22.584,2,35.98,19.35,36,172,25.8,7.68,47.97,0.35,29.75,34
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0110_1320,TMS18F1076P0110,1320,13,,1,13,20,0,,209,9,120,16.89,3,70.14,24.178,3,45.28,45.13,,187.4,60.17,18.61,60.37,0.5,30.93,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0117_1321,TMS18F1348P0117,1321,13,,1,13,21,9,3,205,8,43,15.4,3,83.17,18.41,2,56.93,15.21,72,187,20.28,6.05,75.91,0.21,29.81,75
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0176_1322,TMS18F1344P0176,1322,13,,1,13,22,0,,,2,12,17.82,,,,1,16.75,7.87,,,10.49,3.32,22.33,0.32,31.64,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0100_1323,TMS18F1319P0100,1323,13,,1,13,23,0,2,156,6,43,15.79,3,69.69,24.768,2,29.6,12.6,56,145,16.8,5.06,39.47,0.3,30.11,57
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1324,IITA-TMS-IBA980581,1324,13,1,1,13,24,2,,132,8,38,6.29,3,66.66,22.988,3,34.96,9.65,,129,12.87,2.96,46.61,0.22,22.97,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0039_1325,TMS18F1312P0039,1325,13,,1,13,25,0,1,174,7,64,14.58,3,77.42,23.492,3,54.8,22.79,115,148,30.39,8.87,73.07,0.29,29.2,114
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1068P0077_1326,TMS18F1068P0077,1326,14,,1,14,25,2,3,174,7,58,16.2,3,86.26,25.436,1,43.03,14.21,90,155,18.95,5.76,57.37,0.25,30.42,87
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1327,IITA-TMS-IBA30572,1327,14,1,1,14,24,3,,,4,20,13.96,,,,1,20.4,4.35,,147,5.8,1.67,27.2,0.18,28.74,49
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1165P0008_1328,TMS18F1165P0008,1328,14,,1,14,23,2,3,194,6,54,17.35,3,75.37,18.574,3,38.85,18.96,60,185,25.28,7.91,51.8,0.33,31.28,63
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1367P0030_1329,TMS18F1367P0030,1329,14,,1,14,22,2,2,164,4,23,7.84,3,73.01,22.08,2,17.35,10.05,65,148,13.4,3.24,23.13,0.37,24.14,61.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1539P0073_1330,TMS18F1539P0073,1330,14,,1,14,21,0,,88,4,18,18.07,1,,14.854,3,12.3,7.85,,80,10.47,3.33,16.4,0.39,31.83,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0041_1331,TMS18F1319P0041,1331,14,,1,14,20,0,3,142,7,43,18.88,3,84.09,21.6,1,33.88,13.9,45,125,18.53,6.01,45.17,0.29,32.43,45
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1345P0012_1332,TMS18F1345P0012,1332,14,,1,14,19,0,4,156,7,45,21.46,2,74.47,20.108,2,34.65,16.05,26,135,21.4,7.35,46.2,0.32,34.37,24
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1333,TMEB419,1333,14,1,1,14,18,0,,168,8,47,18.92,1,,21.314,1,21.75,23.25,,151.6,31,10.06,29,0.52,32.46,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323p0025_1334,TMS18F1323p0025,1334,14,,1,14,17,1,3,142,9,67,23.11,2,87.66,17.264,2,24.7,24,31,132,32,11.39,32.93,0.49,35.61,31
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1308P0084_1335,TMS18F1308P0084,1335,14,,1,14,16,1,,,3,25,16.43,,,,4,13.4,13.25,,,17.67,5.4,17.87,0.5,30.59,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0002_1336,TMS18F1352P0002,1336,14,,1,14,15,0,2,122,8,75,20.9,3,80.47,21.416,3,32.95,24.86,63,113.4,33.15,11.25,43.93,0.43,33.95,57.8
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0153_1337,TMS18F1344P0153,1337,14,,1,14,14,0,,130,5,50,16.01,3,80.77,22.432,2,36.55,20.3,,114.4,27.07,8.2,48.73,0.36,30.28,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0095_1338,TMS18F1217P0095,1338,14,,1,14,13,1,2,115,5,44,16.37,3,66.3,18.636,1,19.57,15.15,68.4,103,20.2,6.17,26.09,0.44,30.54,65
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1082P0024_1339,TMS18F1082P0024,1339,14,,1,14,12,2,2,117,4,40,19,2,75.54,20.064,1,38.09,12.4,45,102,16.53,5.38,50.79,0.25,32.52,41
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1339P0015_1340,TMS18F1339P0015,1340,14,,1,14,11,3,,119,5,28,9.89,3,62.95,19.164,2,22.91,5.1,,106,6.8,1.75,30.55,0.18,25.68,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0077_1341,TMS18F1076P0077,1341,14,,1,14,10,0,1,111,3,15,18.18,3,56.03,18.41,2,15.55,7.2,62,99,9.6,3.06,20.73,0.32,31.9,62.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1265P0030_1342,TMS18F1265P0030,1342,14,,1,14,9,0,,,3,17,,1,,12.96,2,6.85,4.45,,66,5.93,,9.13,0.39,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0131_1343,TMS18F1348P0131,1343,14,,1,14,8,1,2,141,4,17,18.03,2,75.04,17.976,3,15.45,5.59,63,133,7.45,2.37,20.6,0.27,31.79,64
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1058P0020_1344,TMS18F1058P0020,1344,14,,1,14,7,,,,,,,,,,,,,,100,,,,,,70
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1139P0076_1345,TMS18F1139P0076,1345,14,,1,14,6,1,2,116,9,87,19.54,3,78.71,21.902,2,20.15,23.5,62,106,31.33,10.32,26.87,0.54,32.93,59
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1341P0044_1346,TMS18F1341P0044,1346,14,,1,14,5,1,3,113,7,25,7.36,2,66.31,22.82,2,20.85,10.93,51,104,14.57,3.47,27.8,0.34,23.78,51.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0026_1347,TMS18F1350P0026,1347,14,,1,14,4,0,,98,9,38,18.06,2,48.54,18.344,2,25.05,13.78,,89,18.37,5.85,33.4,0.35,31.82,
