trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,BRNHTIII,BRNLEVIII,PLTHTVI,BRNHTVI,BRNLEVVI,PLTHTIX,BRNHTIX,BRNLEVIX,CHL3,CHL6,CHL9,ANGBR9,STMDI9,PPSTD9
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0007_1262,TMS18F1318P0007,1262,11,,1,11,12,5,34,20.74,14.82,,,19.76,,27.65,0.42,0.76,0.69,0.66,2,78,,,119,60,2,141,60,2,45.97,49.83,43,55.28,20.39,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0051_1263,TMS18F1348P0051,1263,11,,1,11,13,5,34,17.52,20.76,34.31,21.38,27.68,9.5,23.36,0.54,0.77,0.41,0.4,0,76,43.4,1,96,44.2,2,104,45,2,46.57,45.63,43.07,76.9,18.824,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1325P0032_1264,TMS18F1325P0032,1264,11,,1,11,14,4,28,12.07,15.6,34.05,21.04,20.8,7.08,16.09,0.56,0.75,0.54,0.54,0,,,,,,,,,,48.57,47.8,46.63,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0148_1265,TMS18F1310P0148,1265,11,,1,11,15,7,46,33.17,26.07,33.93,20.88,34.76,11.8,44.23,0.44,0.8,0.53,0.6,0,124,,,149,87,1,166,98.4,2,51.73,49.3,44.87,79.16,22.374,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0101_1266,TMS18F1320P0101,1266,11,,1,11,16,7,44,29.9,16.7,32.27,18.66,22.27,7.18,39.87,0.36,0.79,0.6,0.59,0,100,46.6,1,123,45.6,2,134,46,3,46.9,45.83,46.93,91.8,22.194,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0168_1267,TMS18F1310P0168,1267,11,,1,11,17,8,33,25.79,12.3,32.9,19.5,16.4,5.39,34.39,0.32,0.79,0.62,0.63,0,108,,,122,,,144,,,56.4,50.8,43.27,0,19.982,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1347P0029_1268,TMS18F1347P0029,1268,11,,1,11,18,9,64,30.75,25.6,31.41,17.52,34.13,10.72,41,0.45,0.84,0.63,0.64,0,119,75,1,135,75.4,2,149.4,74,2,49.77,49.67,46.83,81.2,21.388,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1336P0014_1269,TMS18F1336P0014,1269,11,,1,11,19,6,35,23.22,15.85,32.79,19.36,21.13,6.93,30.96,0.41,0.73,0.62,0.66,0,120,,,130,,,147,,,50.63,53.03,47.43,63.93,20.298,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1298P0044_1270,TMS18F1298P0044,1270,11,,1,11,20,8,86,30.1,23.42,35.68,23.21,31.23,11.14,40.13,0.44,0.73,0.61,0.53,0,145.6,109,1,163,108,1,169,114,2,50.4,51.27,47.7,73.33,21.884,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1331P0016_1271,TMS18F1331P0016,1271,11,,1,11,21,8,78,27.45,33.25,30.14,15.83,44.33,13.36,36.6,0.55,0.78,0.54,0.66,1,136,43,2,140,40,2,157,39,3,56.33,55.07,46.3,73.54,21.026,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1372P0041_1272,TMS18F1372P0041,1272,11,,1,11,22,9,110,31.33,33.15,32.58,19.08,44.2,14.4,41.77,0.51,0.84,0.65,0.67,1,138,109.4,1,145,112.4,1,161,,,50.23,49.3,44.3,75.33,17.832,5
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1371P0011_1273,TMS18F1371P0011,1273,11,,1,11,23,5,46,29.48,24.55,28.91,14.19,32.73,9.46,39.31,0.45,0.8,0.69,0.64,2,112,62,1,134,44,2,141,46,2,51.57,50.4,44.57,80.97,21.486,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0086_1274,TMS18F1280P0086,1274,11,,1,11,24,9,34,31.54,20.25,32.62,19.13,27,8.81,42.05,0.39,0.81,0.69,0.65,0,131,,,170.6,,,203.4,,,53.9,52.1,46.23,26.21,23.008,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0107_1275,TMS18F1280P0107,1275,11,,1,11,25,8,42,27.8,29.53,33.17,19.86,39.37,13.06,37.07,0.52,0.73,0.58,0.71,1,115,,,125,108,1,131,,,47.43,45.67,46.73,72.1,19.758,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1421P0005_1276,TMS18F1421P0005,1276,12,,1,12,25,5,43,35.75,28.55,24.45,8.25,38.07,9.31,47.67,0.44,0.77,0.49,0.67,0,123,,,136,84,2,148,92,2,54.27,49.53,49.23,81.48,21.128,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0014_1277,TMS18F1001P0014,1277,12,,1,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0062_1278,TMS18F1447P0062,1278,12,,1,12,23,7,37,29.2,16.73,31.65,17.84,22.31,7.06,38.93,0.36,0.84,0.49,0.65,0,133,31.4,2,136,18,3,158,25.4,4,51.77,53.17,45.1,86.74,21.602,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1020P0027_1279,TMS18F1020P0027,1279,12,,1,12,22,4,16,23.2,13,27.27,12.01,17.33,4.73,30.93,0.36,0.81,0.59,0.5,1,,,,,,,,,,52.33,52.5,43.2,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324p0026_1280,TMS18F1324p0026,1280,12,,1,12,21,2,13,21.56,10.75,30.79,16.69,14.33,4.41,28.75,0.33,0.81,0.72,0.67,2,116,,,147,,,179,,,54.13,56.87,44.1,11.59,22.094,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0087_1281,TMS18F1038P0087,1281,12,,1,12,20,3,36,27.55,19.32,32.09,18.43,25.76,8.27,36.73,0.41,0.74,0.46,0.51,0,148,33,2,147,31,2,172,34.4,3,50.8,49.3,44.03,83.48,23.358,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1291P0026_1282,TMS18F1291P0026,1282,12,,1,12,19,7,46,32.8,20.25,31.4,17.51,27,8.48,43.73,0.38,0.79,0.48,0.71,0,174,64,2,182.4,70.4,2,188,69,3,57.2,50.37,47.83,67.28,21.528,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1283,IITA-TMS-IBA980581,1283,12,1,1,12,18,7,52,33.38,20.25,26.42,10.88,27,7.13,44.51,0.38,0.79,0.58,0.6,0,134,,,166.8,114,1,182,116,1,43.4,42.7,38.03,79.4,26.926,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0159_1284,TMS18F1344P0159,1284,12,,1,12,17,7,45,20.59,19.25,32.01,18.32,25.67,8.22,27.45,0.48,0.85,0.45,0.54,0,105,65,1,126,54,2,134,61,3,49.63,48.97,47.3,97.46,20.848,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1480P0023_1285,TMS18F1480P0023,1285,12,,1,12,16,5,35,14.7,23,30.73,16.61,30.67,9.42,19.6,0.61,0.72,0.57,0.66,0,104,79.4,1,119,81.6,1,137,83.4,1,45.23,45.83,36.57,79.44,18.364,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1286,TMEB419,1286,12,1,1,12,15,4,19,20.05,12.4,31.63,17.81,16.53,5.23,26.73,0.38,0.79,0.71,0.63,1,114,,,136,,,165.4,,,53.67,55.53,46.93,0,22.734,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0153_1287,TMS18F1343P0153,1287,12,,1,12,14,4,21,20.42,8.65,29.97,15.61,11.53,3.46,27.23,0.3,0.84,0.45,0.44,4,94,68,1,96.4,59.4,1,110,64,2,46.87,47.9,42.53,75.14,20.414,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1056P0019_1288,TMS18F1056P0019,1288,12,,1,12,13,,,,,,,,,,,0.76,0.58,0.43,0,,,,,,,,,,51.13,52.47,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0016_1289,TMS18F1352P0016,1289,12,,1,12,12,7,35,35.25,13.35,32.31,18.72,17.8,5.75,47,0.27,0.84,0.58,0.66,2,79,49.2,1,110,52.4,2,124,53,2,52.07,48.5,41.07,85.49,20.232,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1436P0053_1290,TMS18F1436P0053,1290,12,,1,12,11,3,14,12.15,5.82,31.7,17.9,7.76,2.46,16.2,0.32,0.86,0.75,0.63,1,73,,,103,41.2,2,,,,54.1,51.17,26.3,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1069P0033_1291,TMS18F1069P0033,1291,12,,1,12,10,6,26,24.35,6.15,34.08,21.07,8.2,2.79,32.47,0.2,0.86,0.45,0.66,4,123,83,1,139,80,2,150,87,2,51.67,50.17,45.9,83.21,19.922,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1484P0036_1292,TMS18F1484P0036,1292,12,,1,12,9,8,28,15.6,10,31.92,18.19,13.33,4.26,20.8,0.39,0.83,0.52,0.53,0,83,33,1,102.4,31,2,103,37,2,43.9,47.9,42.33,68.35,16.788,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1274P0020_1293,TMS18F1274P0020,1293,12,,1,12,8,5,55,21.2,13.6,30.89,16.83,18.13,5.6,28.27,0.39,0.86,0.53,0.59,1,75,31,1,82.4,27,2,91,31,2,47.5,47.83,41.3,77.24,20.176,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1060P0067_1294,TMS18F1060P0067,1294,12,,1,12,7,6,36,14.65,15.4,31.19,17.23,20.53,6.41,19.53,0.51,0.81,0.51,0.57,0,80,,,89,69,1,101,73,1,50.37,49,45.1,73.78,20.172,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1113P0002_1295,TMS18F1113P0002,1295,12,,1,12,6,3,24,15.75,8.6,29.97,15.61,11.47,3.44,21,0.35,0.85,0.57,0.65,0,,,,,,,,,,51.77,47.1,32.87,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0002_1296,TMS18F1323P0002,1296,12,,1,12,5,6,30,16.45,9.3,34.01,20.99,12.4,4.22,21.93,0.36,0.84,0.43,0.51,1,75,,,90,39.4,2,104,45,2,49.57,49.47,39.27,77.03,18.402,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0024_1297,TMS18F1365P0024,1297,12,,1,12,4,5,40,24.09,12.51,35.51,22.97,16.68,5.92,32.12,0.34,0.82,0.54,0.7,0,75,,,101,66,1,114,63,2,44.8,51.33,43.03,70.03,17.198,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1240P0024_1298,TMS18F1240P0024,1298,12,,1,12,3,3,46,32.52,21.85,31.33,17.41,29.13,9.13,43.36,0.4,0.87,0.63,0.69,0,,,,,,,,,,47.97,53.07,45.07,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0031_1299,TMS18F1305P0031,1299,12,,1,12,2,6,46,25.45,16.24,31.42,17.54,21.65,6.8,33.93,0.39,0.83,0.58,0.57,2,91,,,127,74,2,139,68,3,51.27,51.3,45.4,76.68,22.182,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1289P0014_1300,TMS18F1289P0014,1300,12,,1,12,1,6,25,27.75,16.4,31.28,17.34,21.87,6.84,37,0.37,0.87,0.73,0.77,0,59.4,,,92,46,2,111,45,2,46.57,49.33,44.83,64.93,20.246,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1359P0001_1301,TMS18F1359P0001,1301,13,,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1085P0012_1302,TMS18F1085P0012,1302,13,,1,13,2,6,46,29.82,13.65,28.38,13.49,18.2,5.17,39.76,0.31,0.82,0.59,0.52,1,91,30,2,113,18.4,3,126,16,4,47.17,48.17,43.63,76.16,18.882,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0023_1303,TMS18F1369P0023,1303,13,,1,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1010P0011_1304,TMS18F1010P0011,1304,13,,1,13,4,1,15,14.25,8.3,28.27,13.34,11.07,3.13,19,0.37,0.83,0.59,0.49,0,,,,,,,,,,44.77,49.8,43.73,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1305,IITA-TMS-IBA982101,1305,13,1,1,13,5,5,56,27.83,23.36,27.54,12.37,31.15,8.58,37.11,0.46,0.8,0.69,0.64,0,75,20.2,2,102,19.2,2,116,31,2,42.57,43,39.43,85.73,22.636,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0121_1306,TMS18F1319P0121,1306,13,,1,13,6,4,24,21.7,7.07,32.49,18.96,9.43,3.06,28.93,0.25,0.84,0.65,0.69,4,73,,,109.4,42.2,2,121,46,2,46.87,49,47.4,71.83,20.488,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0017_1307,TMS18F1414P0017,1307,13,,1,13,7,7,57,25.67,17.25,29.32,14.74,23,6.74,34.23,0.4,0.87,0.69,0.55,1,85,36.4,1,103,32,2,114,46,2,46.03,44.13,41.8,63.28,16.848,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0085_1308,TMS18F1338P0085,1308,13,,1,13,8,9,46,34.45,16.1,31.77,18.01,21.47,6.82,45.93,0.32,0.85,0.7,0.65,3,89,28.8,2,116,29,3,131,32,2,52.17,51.3,41.03,82.94,15.386,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0019_1309,TMS18F1343P0019,1309,13,,1,13,9,8,48,21.97,16.29,28.58,13.75,21.72,6.21,29.29,0.43,0.78,0.62,0.64,1,88,73.6,1,102,74,1,110,79,1,52.97,47.63,43.83,83.98,20.316,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0098_1310,TMS18F1348P0098,1310,13,,1,13,10,8,38,37.87,14,31.54,17.69,18.67,5.89,50.49,0.27,0.87,0.72,0.66,2,106,23.4,2,124,27,4,132,33,3,56.73,53.13,46.77,81.25,22.106,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1149P0024_1311,TMS18F1149P0024,1311,13,,1,13,11,4,18,28.98,3.6,28.86,14.13,4.8,1.39,38.64,0.11,0.86,0.55,0.53,5,98,37.4,2,109.6,39,2,116,40,3,53.33,49.17,39.67,85.96,21.078,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0020_1312,TMS18F1001P0020,1312,13,,1,13,12,4,28,19.15,7,25.85,10.12,9.33,2.41,25.53,0.27,0.85,0.51,0.61,3,98,75.4,1,115,78,1,127,72,2,50.37,48.97,28.43,77.18,22.234,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0024_1313,TMS18F1348P0024,1313,13,,1,13,13,6,35,26.05,2.6,31.83,18.08,3.47,1.1,34.73,0.09,0.87,0.63,0.51,6,96,,,109,,,126,85,2,44.87,50.37,44.4,70.41,22.844,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1231P0011_1314,TMS18F1231P0011,1314,13,,1,13,14,7,53,41.06,27.28,33.06,19.72,36.37,12.03,54.75,0.4,0.82,0.57,0.61,0,105,64.4,1,107,58,1,122,62,2,48.83,49,45.37,79.66,25.344,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0088_1315,TMS18F1310P0088,1315,13,,1,13,15,9,50,18.65,25.1,29.64,15.16,33.47,9.92,24.87,0.57,0.84,0.67,0.53,0,89,39,1,104,43,2,122,38.6,2,57.67,54.8,44,79.26,20.158,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0039_1316,TMS18F1305P0039,1316,13,,1,13,16,3,34,27.37,22.25,29.66,15.2,29.67,8.8,36.49,0.45,0.84,0.67,0.61,2,107,31,2,133,37,3,,,,56.47,54,42.33,96.93,25.48,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0033_1317,TMS18F1312P0033,1317,13,,1,13,17,7,62,36.05,29.9,34.76,21.98,39.87,13.86,48.07,0.45,0.84,0.64,0.54,0,135,41,2,150,43,3,151,42,3,53.07,51.2,38.57,76.29,18.946,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1191P0002_1318,TMS18F1191P0002,1318,13,,1,13,18,6,30,19.75,14.9,31.36,17.45,19.87,6.23,26.33,0.43,0.79,0.67,0.6,0,119.8,,,166,42,3,179,66,3,43.2,45.2,37.57,69.58,22.242,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0082_1319,TMS18F1350P0082,1319,13,,1,13,19,8,45,35.98,19.35,29.75,15.31,25.8,7.68,47.97,0.35,0.87,0.62,0.63,0,158,33,2,172,34,3,187,36,3,51.63,45.73,40.4,83.45,22.584,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0110_1320,TMS18F1076P0110,1320,13,,1,13,20,9,120,45.28,45.13,30.93,16.89,60.17,18.61,60.37,0.5,0.85,0.62,0.71,0,163,,,187.4,,,209,,,53.13,48.2,47.2,70.14,24.178,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0117_1321,TMS18F1348P0117,1321,13,,1,13,21,8,43,56.93,15.21,29.81,15.4,20.28,6.05,75.91,0.21,0.84,0.56,0.68,9,165,78,2,187,75,2,205,72,3,50.3,46.83,44.37,83.17,18.41,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0176_1322,TMS18F1344P0176,1322,13,,1,13,22,2,12,16.75,7.87,31.64,17.82,10.49,3.32,22.33,0.32,0.82,0.67,0.58,0,,,,,,,,,,49.03,47,41.3,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0100_1323,TMS18F1319P0100,1323,13,,1,13,23,6,43,29.6,12.6,30.11,15.79,16.8,5.06,39.47,0.3,0.82,0.74,0.66,0,131,54,1,145,57,2,156,56,2,51.47,49.13,44.9,69.69,24.768,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1324,IITA-TMS-IBA980581,1324,13,1,1,13,24,8,38,34.96,9.65,22.97,6.29,12.87,2.96,46.61,0.22,0.8,0.74,0.64,2,105.8,,,129,,,132,,,45.7,45.2,34.67,66.66,22.988,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0039_1325,TMS18F1312P0039,1325,13,,1,13,25,7,64,54.8,22.79,29.2,14.58,30.39,8.87,73.07,0.29,0.87,0.74,0.75,0,126.2,,,148,114,1,174,115,1,48.97,51.67,49.27,77.42,23.492,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1068P0077_1326,TMS18F1068P0077,1326,14,,1,14,25,7,58,43.03,14.21,30.42,16.2,18.95,5.76,57.37,0.25,0.86,0.63,0.63,2,120,,,155,87,2,174,90,3,47.2,45.93,40.37,86.26,25.436,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1327,IITA-TMS-IBA30572,1327,14,1,1,14,24,4,20,20.4,4.35,28.74,13.96,5.8,1.67,27.2,0.18,0.81,0.64,0.6,3,124,57,1,147,49,3,,,,45.97,48.9,37.5,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1165P0008_1328,TMS18F1165P0008,1328,14,,1,14,23,6,54,38.85,18.96,31.28,17.35,25.28,7.91,51.8,0.33,0.8,0.64,0.76,2,156,48.2,2,185,63,2,194,60,3,52.67,53.87,45.67,75.37,18.574,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1367P0030_1329,TMS18F1367P0030,1329,14,,1,14,22,4,23,17.35,10.05,24.14,7.84,13.4,3.24,23.13,0.37,0.84,0.5,0.71,2,130,63.2,1,148,61.4,3,164,65,2,51.37,49,42.93,73.01,22.08,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1539P0073_1330,TMS18F1539P0073,1330,14,,1,14,21,4,18,12.3,7.85,31.83,18.07,10.47,3.33,16.4,0.39,0.85,0.62,0.5,0,65,,,80,,,88,,,44.77,47.43,41.1,0,14.854,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0041_1331,TMS18F1319P0041,1331,14,,1,14,20,7,43,33.88,13.9,32.43,18.88,18.53,6.01,45.17,0.29,0.87,0.63,0.54,0,114,38,2,125,45,3,142,45,3,46.43,44.87,30.57,84.09,21.6,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1345P0012_1332,TMS18F1345P0012,1332,14,,1,14,19,7,45,34.65,16.05,34.37,21.46,21.4,7.35,46.2,0.32,0.85,0.72,0.71,0,122,23,2,135,24,3,156,26,4,42.43,42.87,34.33,74.47,20.108,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1333,TMEB419,1333,14,1,1,14,18,8,47,21.75,23.25,32.46,18.92,31,10.06,29,0.52,0.86,0.64,0.74,0,127,,,151.6,,,168,,,56.13,52.37,45.27,0,21.314,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323p0025_1334,TMS18F1323p0025,1334,14,,1,14,17,9,67,24.7,24,35.61,23.11,32,11.39,32.93,0.49,0.82,0.5,0.57,1,124,33,2,132,31,3,142,31,3,48.9,49.73,44.17,87.66,17.264,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1308P0084_1335,TMS18F1308P0084,1335,14,,1,14,16,3,25,13.4,13.25,30.59,16.43,17.67,5.4,17.87,0.5,0.87,0.6,0.67,1,132,,,,,,,,,53.57,46.9,43.13,,,4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0002_1336,TMS18F1352P0002,1336,14,,1,14,15,8,75,32.95,24.86,33.95,20.9,33.15,11.25,43.93,0.43,0.84,0.56,0.54,0,91,61,1,113.4,57.8,2,122,63,2,45.6,46.53,45.23,80.47,21.416,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0153_1337,TMS18F1344P0153,1337,14,,1,14,14,5,50,36.55,20.3,30.28,16.01,27.07,8.2,48.73,0.36,0.83,0.54,0.56,0,90,,,114.4,,,130,,,50.47,50,42.53,80.77,22.432,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0095_1338,TMS18F1217P0095,1338,14,,1,14,13,5,44,19.57,15.15,30.54,16.37,20.2,6.17,26.09,0.44,0.88,0.45,0.52,1,93,,,103,65,1,115,68.4,2,46.87,47.07,47.3,66.3,18.636,1
