trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,BRNHTIII,BRNLEVIII,PLTHTVI,BRNHTVI,BRNLEVVI,PLTHTIX,BRNHTIX,BRNLEVIX,CHL3,CHL6,CHL9,ANGBR9,STMDI9,PPSTD9
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0053_2008,TMS18F1338P0053,2008,21,,2,21,8,8,63,29.91,27.28,31.27,17.34,36.37,11.37,39.88,0.48,0.86,0.57,0.59,3,104,,,122,82,2,134,82,2,43.57,44.43,44.87,72.56,21.936,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0082_2009,TMS18F1320P0082,2009,21,,2,21,9,4,21,12,11,30.51,16.32,14.67,4.47,16,0.48,0.88,0.65,0.59,0,,,,,,,,,,41.33,46.07,44.87,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1366P0014_2010,TMS18F1366P0014,2010,21,,2,21,10,6,65,48.89,26.55,29.41,14.86,35.4,10.41,65.19,0.35,0.88,0.51,0.58,1,86,45,1,118,44,2,134,43,3,47.6,51.4,43.67,82.35,23.222,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1355P0081_2011,TMS18F1355P0081,2011,21,,2,21,11,9,53,28.32,27,30.84,16.76,36,11.1,37.76,0.49,0.89,0.46,0.56,1,77,45,1,94,45,2,108,48,2,50.17,48.97,49.7,74.28,18.378,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1056P0016_2012,TMS18F1056P0016,2012,21,,2,21,12,6,26,17.4,9.55,29.86,15.46,12.73,3.8,23.2,0.35,0.89,0.49,0.61,4,116,41,2,126.4,40,3,138,40,3,46.03,47.57,41.43,76.79,20.606,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1271P0001_2013,TMS18F1271P0001,2013,21,,2,21,13,5,23,26.35,14.3,24.05,7.73,19.07,4.59,35.13,0.35,0.85,0.65,0.51,4,105,31,2,124,28,3,135,27,3,47.33,53.57,43.73,77.4,19.462,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1337P0049_2014,TMS18F1337P0049,2014,21,,2,21,14,2,12,33.2,10.45,24.61,8.46,13.93,3.43,44.27,0.24,0.86,0.57,0.5,0,,,,,,,,,,44.43,40.87,48.43,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1361P0041_2015,TMS18F1361P0041,2015,21,,2,21,15,5,15,14.15,5.15,28.15,13.18,6.87,1.93,18.87,0.27,0.88,0.72,0.61,3,84.4,,,127,,,145,,,46.97,49.5,41.97,30.7,18.982,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1028P0003_2016,TMS18F1028P0003,2016,21,,2,21,16,9,64,45.06,37.85,31.95,18.24,50.47,16.12,60.08,0.46,0.88,0.69,0.64,3,168,100,1,182,105,2,198,103,2,51.5,53.93,45.23,83.66,26.876,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1305P0017_2017,TMS18F1305P0017,2017,21,,2,21,17,7,24,13.65,7.56,30.8,16.71,10.08,3.1,18.2,0.36,0.9,0.62,0.58,5,126,34,2,137,40,2,150,30,3,49.03,47.7,40.57,79.22,21.398,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0091_2018,TMS18F1280P0091,2018,21,,2,21,18,9,92,40.5,35.2,33.54,20.36,46.93,15.74,54,0.46,0.9,0.6,0.62,0,133,65,1,148,63.4,2,157,65,3,47,50.73,34.77,70.88,20.55,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1059P0015_2019,TMS18F1059P0015,2019,21,,2,21,19,9,50,38.84,20.2,29.69,15.23,26.93,8,51.79,0.34,0.9,0.69,0.63,3,138,46,1,170,44,2,184,46,2,50.9,54.6,44.87,89.94,26.554,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0092_2020,TMS18F1348P0092,2020,21,,2,21,20,6,21,10.65,8.05,29.05,14.38,10.73,3.12,14.2,0.43,0.89,0.67,0.41,1,75,,,76.4,46,2,86,48,2,47.73,50.3,40.07,81.97,20.192,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2021,IITA-TMS-IBA982101,2021,21,1,2,21,21,2,24,13.47,6.4,23.53,7.03,8.53,2.01,17.96,0.32,0.86,0.67,0.42,0,,,,,,,,,,42,39.37,26.3,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1134P0010_2022,TMS18F1134P0010,2022,21,,2,21,22,6,51,43.95,16.3,27.93,12.89,21.73,6.07,58.6,0.27,0.9,0.36,0.53,0,139,30,2,126,28,3,142,26,3,49.3,42.63,44.27,69.37,21.912,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1210P0021_2023,TMS18F1210P0021,2023,21,,2,21,23,8,36,31.17,15.95,37.99,26.28,21.27,8.08,41.56,0.34,0.85,0.6,0.62,0,136,37,2,137,32.4,2,149,40,3,44.53,48.33,46.63,84.42,21.074,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0003_2024,TMS18F1324P0003,2024,21,,2,21,24,9,38,21.5,18.15,35.07,22.4,24.2,8.49,28.67,0.46,0.86,0.6,0.59,0,119,,,127,,,133,,,48.13,47.3,43,33.62,15.622,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0003_2025,TMS18F1344P0003,2025,21,,2,21,25,9,66,31.03,30.25,30.39,16.17,40.33,12.26,41.37,0.49,0.86,0.66,0.69,0,144,,,174,,,202,,,50.63,49.47,40.8,49.11,23.798,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0051_2026,TMS18F1348P0051,2026,22,,2,22,25,8,58,37.25,22.85,34.99,22.28,30.47,10.66,49.67,0.38,0.87,0.44,0.6,0,135,35,2,141,36,2,149,35.4,3,43.4,44.3,42.93,87.76,24.09,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0200_2027,TMS18F1324P0200,2027,22,,2,22,24,7,45,43.5,15.15,35.82,23.4,20.2,7.24,58,0.26,0.89,0.59,0.68,0,154,44,2,179,38,3,185,41,3,46.93,50.17,35.1,97.92,24.88,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0070_2028,TMS18F1324P0070,2028,22,,2,22,23,7,40,26.44,13,34.16,21.18,17.33,5.92,35.25,0.33,0.89,0.45,0.62,0,128.4,50,1,138,48,3,142,48,3,46.07,43.87,41.17,85.27,23.596,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1484P0036_2029,TMS18F1484P0036,2029,22,,2,22,22,4,30,19.23,7.4,30.28,16.02,9.87,2.99,25.64,0.28,0.9,0.56,0.51,0,109,48,1,114,50,2,117,46,2,47.67,44.83,37.67,76.85,21.464,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0149_2030,TMS18F1349P0149,2030,22,,2,22,21,4,30,45.05,12.75,25.24,9.3,17,4.29,60.07,0.22,0.86,0.53,0.66,0,116.4,,,125,,,,,,49.83,49.17,37.6,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1068P0077_2031,TMS18F1068P0077,2031,22,,2,22,20,2,10,14.6,2.5,,,3.33,,19.47,0.15,0.88,0.56,0.55,2,,,,,,,,,,,,,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1268P0019_2032,TMS18F1268P0019,2032,22,,2,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.498,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1132P0144_2033,TMS18F1132P0144,2033,22,,2,22,18,6,21,8.13,4.6,,,6.13,,10.84,0.36,0.84,0.67,0.54,1,70,,,91,63,1,102,66,1,38.13,37.73,31.57,71.03,17.634,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0121_2034,TMS18F1076P0121,2034,22,,2,22,17,5,36,23.95,10.05,33.07,19.73,13.4,4.43,31.93,0.3,0.85,0.52,0.66,0,118,,,122,,,140,,,50.03,49.37,43.33,63.54,21.144,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1299P0005_2035,TMS18F1299P0005,2035,22,,2,22,16,7,52,32.1,25.25,33.37,20.13,33.67,11.23,42.8,0.44,0.89,0.57,0.66,1,133,50,2,162,44.6,3,165,44,3,51.57,55.9,44.93,73.94,21.59,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0171_2036,TMS18F1324P0171,2036,22,,2,22,15,6,48,25.58,18,36.21,23.91,24,8.69,34.11,0.41,0.83,0.53,0.71,1,121,88,1,149.4,87,1,166,90.4,2,45.4,47.93,38.8,70.43,22.142,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1207P0008_2037,TMS18F1207P0008,2037,22,,2,22,14,2,13,8.42,4.65,29.96,15.59,6.2,1.86,11.23,0.36,0.85,0.6,0.61,1,,,,,,,,,,46,45.9,,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1309P0062_2038,TMS18F1309P0062,2038,22,,2,22,13,4,47,25.99,25.15,28.33,13.43,33.53,9.5,34.65,0.49,0.77,0.53,0.65,0,80,,,100,,,125,85,2,41.33,46.03,38.83,72.53,19.624,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1069P0023_2039,TMS18F1069P0023,2039,22,,2,22,12,7,52,22.37,20.7,29.53,15.01,27.6,8.15,29.83,0.48,0.88,0.54,0.7,1,88,,,103.4,60,2,116,69,1,50.13,50.2,44.6,69.16,20.046,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1326P0007_2040,TMS18F1326P0007,2040,22,,2,22,11,8,47,16.3,17.5,35.3,22.7,23.33,8.24,21.73,0.52,0.82,0.39,0.57,0,79,,,90,,,101.4,,,40.1,42.8,38.83,0,16.232,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1343P0012_2041,TMS18F1343P0012,2041,22,,2,22,10,5,54,17.15,25.45,30.19,15.89,33.93,10.24,22.87,0.6,0.84,0.6,0.68,0,105,,,122,90,1,128.4,,,48.3,48.77,45.6,41.28,20.336,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0089_2042,TMS18F1324P0089,2042,22,,2,22,9,2,12,8.15,4.45,,,5.93,,10.87,0.35,0.86,0.59,0.67,0,,,,,,,,,,46.13,46.57,46.37,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS13F1160P0004_2043,TMS13F1160P0004,2043,22,,2,22,8,4,18,21.98,7.85,31.87,18.13,10.47,3.34,29.31,0.26,0.83,0.72,0.74,2,68.4,,,95,49,2,110,52,2,42.47,52.6,36.83,,,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1007P0004_2044,TMS18F1007P0004,2044,22,,2,22,7,7,63,42.63,23.25,30.77,16.66,31,9.54,56.84,0.35,0.86,0.58,0.69,1,114,,,150,87,2,156,81,2,46.37,50,42.83,78.68,23.698,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1306P0129_2045,TMS18F1306P0129,2045,22,,2,22,6,3,24,12.5,13.5,26.79,11.36,18,4.82,16.67,0.52,0.82,0.67,0.65,1,,,,,,,,,,44.2,46.8,35.47,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1217P0121_2046,TMS18F1217P0121,2046,22,,2,22,5,7,43,19.45,17.2,28.89,14.17,22.93,6.63,25.93,0.47,0.9,0.63,0.57,3,75,50.8,1,90,49,2,114,64,1,51.43,55.6,43.97,73.39,21.266,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2047,IITA-TMS-IBA000070,2047,22,1,2,22,4,6,37,26.7,20.9,28.64,13.83,27.87,7.98,35.6,0.44,0.85,0.51,0.61,0,98,,,111,48,1,120,,,51.2,50.2,49.6,80.8,20.394,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1144P0010_2048,TMS18F1144P0010,2048,22,,2,22,3,5,21,14.35,14.7,31.82,18.06,19.6,6.24,19.13,0.51,0.83,0.46,0.55,0,91.6,,,105,,,101,,,35.87,34.13,33.2,0,18.638,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1150P0011_2049,TMS18F1150P0011,2049,22,,2,22,2,9,48,41.91,28.25,27.79,12.7,37.67,10.47,55.88,0.4,0.86,0.77,0.75,1,110,81,1,147,77,1,178,84,2,52.23,55.07,41.87,74.78,23.76,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1318P0036_2050,TMS18F1318P0036,2050,22,,2,22,1,4,31,18.9,21.6,32.63,19.15,28.8,9.4,25.2,0.53,0.86,0.64,0.53,4,79,25,1,106,30,3,111,36,3,45.57,55.07,43.77,88.57,17.98,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1389P0031_2051,TMS18F1389P0031,2051,23,,2,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.302,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1274P0020_2052,TMS18F1274P0020,2052,23,,2,23,2,7,55,24.9,26.7,34.06,21.05,35.6,12.13,33.2,0.52,0.89,0.57,0.48,0,88,46,1,92,48,1,97,44,2,43.57,45.53,40.9,77.64,18.418,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1250P0050_2053,TMS18F1250P0050,2053,23,,2,23,3,2,11,5.1,8.15,,,10.87,,6.8,0.62,0.84,0.38,0.43,0,71,,,85.4,55,2,,,,39.17,42.83,7.7,74.76,19.368,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1073P0038_2054,TMS18F1073P0038,2054,23,,2,23,4,4,16,17.1,11.5,30.56,16.39,15.33,4.69,22.8,0.4,0.9,0.73,0.73,2,,,,,,,,,,45.33,46.37,45.7,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1313P0013_2055,TMS18F1313P0013,2055,23,,2,23,5,9,78,51.73,35.2,33.63,20.48,46.93,15.78,68.97,0.4,0.88,0.67,0.68,0,120,65,1,154,63,2,169,77,2,46.43,49.93,42.03,82.41,26.236,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1323P0002_2056,TMS18F1323P0002,2056,23,,2,23,6,5,36,18.7,14.95,31.14,17.16,19.93,6.21,24.93,0.44,0.87,0.53,0.46,2,85,43,1,99,34,2,112,37,3,42.2,45,42,79.35,20.59,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1485P0022_2057,TMS18F1485P0022,2057,23,,2,23,7,5,28,39.85,17.45,29.62,15.14,23.27,6.89,53.13,0.3,0.86,0.68,0.67,5,116,41.6,2,155,45,3,156,45,3,44.3,48.03,45.53,86.57,24.078,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2058,TMEB419,2058,23,1,2,23,8,9,57,27.7,24.9,32.11,18.46,33.2,10.66,36.93,0.47,0.84,0.67,0.69,3,110.4,,,140,,,168,,,52.6,54.43,41.97,0,20.6,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1278P0180_2059,TMS18F1278P0180,2059,23,,2,23,9,9,57,20.85,23.25,31.77,18,31,9.85,27.8,0.53,0.82,0.54,0.63,0,96,,,122,,,134,,,49.47,44.27,43.5,0,17.28,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1040P0032_2060,TMS18F1040P0032,2060,23,,2,23,10,5,43,30.42,21.25,30.94,16.89,28.33,8.77,40.56,0.41,0.84,0.53,0.55,1,111,33,2,124,24.4,3,132,29,3,49.87,46.9,35.17,92.49,21.186,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0113_2061,TMS18F1348P0113,2061,23,,2,23,11,7,42,16.75,23.45,29.84,15.43,31.27,9.33,22.33,0.58,0.83,0.5,0.64,2,113,,,124,84.4,1,134,,,46.9,47.97,36.07,70.86,22.694,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1318P0054_2062,TMS18F1318P0054,2062,23,,2,23,12,8,52,28.5,22.8,33.03,19.68,30.4,10.04,38,0.44,0.78,0.49,0.67,0,100,,,113,,,123,,,50.6,53.57,47.23,0,19.354,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2063,IITA-TMS-IBA982101,2063,23,1,2,23,13,3,24,20.8,16.35,27.52,12.34,21.8,6,27.73,0.44,0.83,0.54,0.57,0,,,,,,,,,,41.3,44.3,35.73,,,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1319P0061_2064,TMS18F1319P0061,2064,23,,2,23,14,4,30,23.1,16.9,27.05,11.71,22.53,6.09,30.8,0.42,0.87,0.61,0.71,3,83,51.4,1,106,50,2,119,55,2,46.37,52.87,44.17,73.72,19.538,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2065,IITA-TMS-IBA30572,2065,23,1,2,23,15,8,72,38.22,25.85,30.39,16.16,34.47,10.47,50.96,0.4,0.88,0.6,0.65,2,114.6,67,1,129,67,2,145,66,2,45.73,50.37,42.33,87.51,23.132,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1007P0005_2066,TMS18F1007P0005,2066,23,,2,23,16,9,60,28.99,21.4,35.62,23.13,28.53,10.16,38.65,0.42,0.87,0.65,0.62,3,131,82,1,143,75,2,153,80,2,45.57,47.23,43.9,82.65,21.678,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1314P0007_2067,TMS18F1314P0007,2067,23,,2,23,17,5,25,21.35,6.8,33.43,20.22,9.07,3.03,28.47,0.24,0.89,0.62,0.55,2,96.2,32,2,148,29,2,140,36,3,47.2,54,42.33,74.32,22.744,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0087_2068,TMS18F1320P0087,2068,23,,2,23,18,8,65,39.35,26.5,30.14,15.83,35.33,10.65,52.47,0.4,0.86,0.47,0.67,1,145.4,47,2,148,45,2,157,46,3,46.73,42.37,43.93,84.16,23.086,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1364P0018_2069,TMS18F1364P0018,2069,23,,2,23,19,9,79,30.34,30,32.22,18.6,40,12.89,40.45,0.5,0.85,0.65,0.61,0,150,40,2,159,,,176,63,2,35.52,49.6,41.97,74.97,24.106,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2070,IITA-TMS-IBA980581,2070,23,1,2,23,20,9,60,31.67,19.25,24.08,7.77,25.67,6.18,42.23,0.38,0.83,0.64,0.43,0,131,,,147,104,1,157,106,1,48.53,45.8,39.23,77.28,25.196,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0099_2071,TMS18F1338P0099,2071,23,,2,23,21,7,62,26.13,18.5,34.56,21.72,24.67,8.52,34.84,0.41,0.87,0.63,0.57,0,118,,,130.4,89,1,137,87,2,49.07,48.73,40.47,82.31,26.406,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1328P0032_2072,TMS18F1328P0032,2072,23,,2,23,22,8,50,36.9,10.55,30.94,16.89,14.07,4.35,49.2,0.22,0.86,0.53,0.59,6,108,,,123,,,142,,,49.27,46.47,47.53,0,16.798,4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1120P0006_2073,TMS18F1120P0006,2073,23,,2,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1092P0016_2074,TMS18F1092P0016,2074,23,,2,23,24,7,25,26.65,8.9,27.87,12.81,11.87,3.31,35.53,0.25,0.88,0.66,0.49,6,102,37,2,134,32,3,134,30,3,44.63,46.33,42.63,97.61,26.442,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1424P0021_2075,TMS18F1424P0021,2075,23,,2,23,25,9,56,56.57,20.95,31.07,17.07,27.93,8.68,75.43,0.27,0.9,0.59,0.56,4,157.6,33.4,2,170,35,3,174,36,3,47.43,,45.87,72.07,24.654,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1364P0027_2076,TMS18F1364P0027,2076,24,,2,24,25,9,67,33.15,18.35,26.49,10.97,24.47,6.48,44.2,0.36,0.89,0.68,0.62,3,145.4,83,1,153.4,84.8,2,162,87,2,48.2,47.3,48.17,84.62,24.252,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1209P0015_2077,TMS18F1209P0015,2077,24,,2,24,24,9,97,38.5,34.65,28.03,13.02,46.2,12.95,51.33,0.47,0.9,0.65,0.64,0,157,41,2,163,38,3,182,31,4,50.33,50.4,46.13,89.4,26.206,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1287P0039_2078,TMS18F1287P0039,2078,24,,2,24,23,9,82,51.7,33.3,33.48,20.28,44.4,14.87,68.93,0.39,0.87,0.67,0.72,0,167,64.6,2,184,68,3,183,74,3,45.3,48.03,42.73,81.03,29.636,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1265P0030_2079,TMS18F1265P0030,2079,24,,2,24,22,8,51,12.2,18.1,33.03,19.68,24.13,7.97,16.27,0.6,0.81,0.55,0.62,0,93,,,93.6,,,100,,,49.2,50.47,43.27,0,15.264,3
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0153_2080,TMS18F1344P0153,2080,24,,2,24,21,9,96,42.87,25.95,31.9,18.18,34.6,11.04,57.16,0.38,0.85,0.6,0.67,0,156,,,174,,,188,,,48.73,50.73,46.1,76.97,32.484,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0131_2081,TMS18F1348P0131,2081,24,,2,24,20,8,36,21.01,11.8,32.19,18.56,15.73,5.06,28.01,0.36,0.87,0.65,0.68,5,166,71,1,189,68,3,189,70,3,49.3,50.07,40.37,91.1,27.884,1
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0157_2082,TMS18F1349P0157,2082,24,,2,24,19,9,89,48.15,30.65,31.34,17.43,40.87,12.81,64.2,0.39,0.88,0.69,0.7,4,158,60.8,1,163,72.2,2,171,62,2,49.27,48.77,42.43,77.07,29.726,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1347P0029_2083,TMS18F1347P0029,2083,24,,2,24,18,9,58,26.33,24.5,31.32,17.4,32.67,10.23,35.11,0.48,0.88,0.59,0.65,1,120,78.4,1,128,83,1,142,77.4,2,49.9,53.3,43.2,80.34,26.944,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0100_2084,TMS18F1344P0100,2084,24,,2,24,17,8,45,20.37,19.15,28.63,13.83,25.53,7.31,27.16,0.48,0.89,0.56,0.62,0,89,,,119.4,33.6,2,122,35,3,47.33,51.57,41.23,71.97,22.006,2
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1469P0062_2085,TMS18F1469P0062,2085,24,,2,24,16,8,58,28.68,33.35,29.03,14.35,44.47,12.91,38.24,0.54,0.87,0.67,0.7,1,139,,,161.4,,,174,,,50.5,51.1,44.77,0,20.442,2
