trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,PLTHTVI,PLTHTIX,ANGBR9,STMDI9,time
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1179P0029_1232,TMS18F1179P0029,1232,10,,1,10,19,17.54,23.85,35.8,23.37,23.85,8.54,0.58,0.79,0.81,0.82,1,109,151,206,96.29,18.68,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1114P0039_1233,TMS18F1114P0039,1233,10,,1,10,18,8.06,18.2,33.46,20.25,18.2,6.09,0.69,0.81,0.88,0.85,1,81,115,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1222P0012_1234,TMS18F1222P0012,1234,10,,1,10,17,31.5,34.45,30.98,16.95,34.45,10.67,0.52,0.77,0.88,0.85,,108,144,235,88.85,32.86,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0014_1235,TMS18F1369P0014,1235,10,,1,10,16,16.85,14.5,36.56,24.38,14.5,5.3,0.46,0.82,0.85,0.84,,127,211,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1282P0049_1236,TMS18F1282P0049,1236,10,,1,10,15,12.9,10.45,32.6,19.11,10.45,3.41,0.45,0.71,0.84,0.84,2,102,158,214,101.95,24.72,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0117_1237,TMS18F1076P0117,1237,10,,1,10,14,2,2.15,,,2.15,,0.52,0.71,0.78,0.88,,72,119,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1238,TMEB419,1238,10,1,1,10,13,11.9,9.35,33.99,20.96,9.35,3.18,0.44,0.82,0.86,0.86,,124,187,252,0,23.08,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1090P0031_1239,TMS18F1090P0031,1239,10,,1,10,12,36.54,17.55,36.76,24.65,17.55,6.45,0.32,0.8,0.88,0.85,9,144,199,228,93.54,32.51,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1361P0041_1240,TMS18F1361P0041,1240,10,,1,10,11,10.55,10.85,30.7,16.57,10.85,3.33,0.51,0.83,0.86,0.88,6,143,167,189,87.53,21.97,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1007P0005_1241,TMS18F1007P0005,1241,10,,1,10,10,8.6,12.65,33.62,20.47,12.65,4.25,0.6,0.79,0.85,0.81,,90,124,152,87.41,25.18,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1096P0024_1242,TMS18F1096P0024,1242,10,,1,10,9,16.75,11.45,38.6,27.1,11.45,4.42,0.41,0.83,0.88,0.89,4,104,133,155,99.69,32.71,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1243,IITA-TMS-IBA000070,1243,10,1,1,10,8,17.6,30.25,33.22,19.93,30.25,10.05,0.63,0.82,0.82,0.84,1,125,179,209,78.57,22.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1018P0001_1244,TMS18F1018P0001,1244,10,,1,10,7,12.4,23.04,32.7,19.24,23.04,7.53,0.65,0.74,0.84,0.81,,96,128,163,97.61,20.05,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1138P0037_1245,TMS18F1138P0037,1245,10,,1,10,6,24.25,16.8,30.54,16.36,16.8,5.13,0.41,0.78,0.84,0.86,3,90,139,184,100.4,32.2,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0112_1246,TMS18F1280P0112,1246,10,,1,10,5,16.29,27.64,35.72,23.26,27.64,9.87,0.63,0.82,0.81,0.88,1,135,173,232,85.03,20.12,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1042P0009_1247,TMS18F1042P0009,1247,10,,1,10,4,16.55,13.92,37.18,25.2,13.92,5.18,0.46,0.76,0.85,0.85,2,117,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1332P0002_1248,TMS18F1332P0002,1248,10,,1,10,3,12.8,19.45,29.86,15.46,19.45,5.81,0.6,0.82,0.81,0.85,2,107,146,169,0,22.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1003P0003_1249,TMS18F1003P0003,1249,10,,1,10,2,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1322P0019_1250,TMS18F1322P0019,1250,10,,1,10,1,11.3,13.65,30.11,15.8,13.65,4.11,0.55,0.81,0.83,0.81,,91,140,192,91.72,22.09,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1251,IITA-TMS-IBA30572,1251,11,1,1,11,1,37.35,26.45,37.71,25.92,26.45,9.98,0.41,0.79,0.86,0.86,,114,187,251,105.43,30.78,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1083P0028_1252,TMS18F1083P0028,1252,11,,1,11,2,20.3,29.55,35.4,22.84,29.55,10.46,0.59,0.82,0.87,0.84,,118,185,228,87,21.86,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0005_1253,TMS18F1365P0005,1253,11,,1,11,3,17.05,25.35,35.03,22.34,25.35,8.88,0.6,0.84,0.84,0.86,4,164,209,195,0,24.2,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1254,IITA-TMS-IBA982101,1254,11,1,1,11,4,22.18,25.05,30.76,16.66,25.05,7.71,0.53,0.8,0.81,0.85,2,104,,193,99.76,33.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0180_1255,TMS18F1278P0180,1255,11,,1,11,5,6.4,10.65,31.34,17.43,10.65,3.34,0.62,0.74,0.85,0.83,,118,,201,0,21.38,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0088_1256,TMS18F1348P0088,1256,11,,1,11,6,19.65,22.3,30.2,15.91,22.3,6.73,0.53,0.82,0.8,0.86,1,91,136,154,0,21.24,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0126_1257,TMS18F1280P0126,1257,11,,1,11,7,7.6,19.45,34.92,22.2,19.45,6.79,0.72,0.78,0.85,0.87,1,90,120,147,88.17,21.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1028P0030_1258,TMS18F1028P0030,1258,11,,1,11,8,17.56,19.85,34.55,21.7,19.85,6.86,0.53,0.76,0.81,0.81,4,140,204,212,102.75,24,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0014_1259,TMS18F1414P0014,1259,11,,1,11,9,18.45,30.45,36.3,24.04,30.45,11.05,0.62,0.85,0.87,0.86,,94,143,195,88.16,22.15,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0103_1260,TMS18F1076P0103,1260,11,,1,11,10,27.2,22.15,33.32,20.06,22.15,7.38,0.45,0.82,0.85,0.85,2,105,165,211,94.33,33.49,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1261,IITA-TMS-IBA000070,1261,11,1,1,11,11,28.4,42.35,35.84,23.42,42.35,15.18,0.6,0.79,0.84,0.87,,126,176,238,98.33,22.96,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0007_1262,TMS18F1318P0007,1262,11,,1,11,12,12.5,15.84,35.63,23.15,15.84,5.64,0.56,0.83,0.87,0.82,1,95,165,199,75.42,20.8,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0051_1263,TMS18F1348P0051,1263,11,,1,11,13,14.2,30.15,31.46,17.58,30.15,9.48,0.68,0.78,0.84,0.87,5,103,150,177,84.04,21.31,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1325P0032_1264,TMS18F1325P0032,1264,11,,1,11,14,5.8,15.45,32.21,18.59,15.45,4.98,0.73,0.78,0.84,0.86,,80,105,132,94.37,15.58,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0148_1265,TMS18F1310P0148,1265,11,,1,11,15,30.5,32.55,32.46,18.92,32.55,10.57,0.52,0.82,0.82,0.86,,160,207,272,79.48,27.03,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0101_1266,TMS18F1320P0101,1266,11,,1,11,16,30.51,19.4,35.01,22.31,19.4,6.79,0.39,0.83,0.89,0.9,,108,174,245,83.27,24.06,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0168_1267,TMS18F1310P0168,1267,11,,1,11,17,34.6,26.3,33.99,20.95,26.3,8.94,0.43,0.82,0.85,0.88,,120,181,264,0,24.78,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1347P0029_1268,TMS18F1347P0029,1268,11,,1,11,18,20.36,27.85,37.74,25.94,27.85,10.51,0.58,0.82,0.86,0.89,1,114,172,233,91.55,24.45,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1336P0014_1269,TMS18F1336P0014,1269,11,,1,11,19,14.9,21.8,36.28,24.01,21.8,7.91,0.59,0.84,0.86,0.87,,94,132,191,0,20.84,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1298P0044_1270,TMS18F1298P0044,1270,11,,1,11,20,9.65,15.1,36.85,24.77,15.1,5.56,0.61,0.8,0.81,0.88,,113,145,216,0,19.48,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1331P0016_1271,TMS18F1331P0016,1271,11,,1,11,21,13.96,30.25,32.2,18.58,30.25,9.74,0.68,0.83,0.83,0.86,3,120,166,209,93.94,26.42,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1372P0041_1272,TMS18F1372P0041,1272,11,,1,11,22,8.6,17.96,37.67,25.85,17.96,6.76,0.68,0.81,0.83,0.86,,103,160,184.6,74.57,21.09,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1371P0011_1273,TMS18F1371P0011,1273,11,,1,11,23,14.3,23.3,33.6,20.44,23.3,7.83,0.62,0.79,0.84,0.87,1,85,125,194,89.96,28.24,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0086_1274,TMS18F1280P0086,1274,11,,1,11,24,32.56,33.95,37.37,25.46,33.95,12.69,0.51,0.83,0.86,0.9,1,144,202,218,19.77,30.74,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0107_1275,TMS18F1280P0107,1275,11,,1,11,25,18.4,23.95,36.6,24.44,23.95,8.77,0.57,0.8,0.86,0.85,1,105,141,175,0,20.07,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1421P0005_1276,TMS18F1421P0005,1276,12,,1,12,25,17.56,22.5,27.55,12.38,22.5,6.2,0.56,0.81,0.87,0.89,,129,190,258,100.05,30.51,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0014_1277,TMS18F1001P0014,1277,12,,1,12,24,12.76,27.3,35.43,22.87,27.3,9.67,0.68,0.81,0.84,0.83,1,87,142,176,95.49,27.12,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1447P0062_1278,TMS18F1447P0062,1278,12,,1,12,23,24.8,23.45,37.99,26.28,23.45,8.91,0.49,0.82,0.88,0.85,,119,186,247,87.99,30.65,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1020P0027_1279,TMS18F1020P0027,1279,12,,1,12,22,15.55,16.97,33.81,20.72,16.97,5.74,0.52,0.83,0.79,0.85,1,99,,188,96.89,30.18,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324p0026_1280,TMS18F1324p0026,1280,12,,1,12,21,12.45,9.45,,,9.45,,0.43,0.79,0.84,0.8,,138,229,282,78.67,28.77,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1038P0087_1281,TMS18F1038P0087,1281,12,,1,12,20,7.4,9.25,34.33,21.41,9.25,3.18,0.56,0.84,0.87,0.85,1,91,153.6,231,88.11,21.25,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1291P0026_1282,TMS18F1291P0026,1282,12,,1,12,19,21.9,15.9,31.83,18.09,15.9,5.06,0.42,0.77,0.82,0.86,2,174,225,233,0,22.59,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1283,IITA-TMS-IBA980581,1283,12,1,1,12,18,22.8,25.4,30.3,16.05,25.4,7.7,0.53,0.82,0.84,0.83,,129,174,180,0,24.52,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0159_1284,TMS18F1344P0159,1284,12,,1,12,17,24.55,38.09,39.08,27.73,38.09,14.88,0.61,0.83,0.86,0.83,,106,148,198,96.2,25.38,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1480P0023_1285,TMS18F1480P0023,1285,12,,1,12,16,14.1,20.23,34.64,21.83,20.23,7.01,0.59,0.78,0.84,0.85,,106,144,224,85.86,22.51,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1286,TMEB419,1286,12,1,1,12,15,7.1,10.15,33.8,20.71,10.15,3.43,0.59,0.82,0.85,0.91,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0153_1287,TMS18F1343P0153,1287,12,,1,12,14,17.25,23.15,35.09,22.42,23.15,8.12,0.57,0.75,0.86,0.86,1,92,,202,90.3,23.93,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1056P0019_1288,TMS18F1056P0019,1288,12,,1,12,13,15.86,14.65,,,14.65,,0.48,0.8,0.8,0.86,2,115,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1352P0016_1289,TMS18F1352P0016,1289,12,,1,12,12,17.47,14.45,36.87,24.79,14.45,5.33,0.45,0.8,0.85,0.86,4,117,,208,94.68,34.35,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1436P0053_1290,TMS18F1436P0053,1290,12,,1,12,11,22.8,15.5,37.76,25.98,15.5,5.85,0.4,0.79,0.85,0.9,6,103,153,185,95.16,24.97,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1069P0033_1291,TMS18F1069P0033,1291,12,,1,12,10,22.08,24.48,35.74,23.28,24.48,8.75,0.53,0.85,0.84,0.83,,111,153,222,86.8,20.01,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1484P0036_1292,TMS18F1484P0036,1292,12,,1,12,9,14.45,23.3,35.21,22.58,23.3,8.2,0.62,0.79,0.88,0.83,,103,143,163,89.2,22.65,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1274P0020_1293,TMS18F1274P0020,1293,12,,1,12,8,9.95,23.65,34.42,21.53,23.65,8.14,0.7,0.82,0.85,0.87,,85,131,154,0,19.56,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1060P0067_1294,TMS18F1060P0067,1294,12,,1,12,7,8.8,16.65,33.82,20.73,16.65,5.63,0.65,0.73,0.79,0.83,,93,135,143,0,21.59,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1113P0002_1295,TMS18F1113P0002,1295,12,,1,12,6,10.85,10.85,33.39,20.16,10.85,3.62,0.5,0.77,0.77,0.86,1,105,161,190,86.87,23.36,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1323P0002_1296,TMS18F1323P0002,1296,12,,1,12,5,5.45,10.42,33.87,20.8,10.42,3.53,0.66,0.77,0.87,0.91,2,88,133,168,86.37,21.85,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0024_1297,TMS18F1365P0024,1297,12,,1,12,4,10.5,10.42,26.49,10.97,10.42,2.76,0.5,0.77,0.85,0.81,,98,152,202,89.01,26.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1240P0024_1298,TMS18F1240P0024,1298,12,,1,12,3,32.25,34.6,35.39,22.82,34.6,12.25,0.52,0.81,0.85,0.85,1,121,167,220,88.17,25.78,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0031_1299,TMS18F1305P0031,1299,12,,1,12,2,18.1,27.75,35.99,23.62,27.75,9.99,0.61,0.83,0.87,0.85,,113,172,214,84.05,22.18,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1289P0014_1300,TMS18F1289P0014,1300,12,,1,12,1,21.5,23.35,37.78,26.01,23.35,8.82,0.52,0.8,0.87,0.9,1,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1359P0001_1301,TMS18F1359P0001,1301,13,,1,13,1,9.3,19.25,34.42,21.53,19.25,6.63,0.67,0.76,0.87,0.84,,99,138,193,84.47,20.32,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1085P0012_1302,TMS18F1085P0012,1302,13,,1,13,2,35.42,37.8,32.87,19.47,37.8,12.43,0.52,0.83,0.88,0.89,,118,183,213,90.73,33.46,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1369P0023_1303,TMS18F1369P0023,1303,13,,1,13,3,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1010P0011_1304,TMS18F1010P0011,1304,13,,1,13,4,25.96,35.46,37.04,25.02,35.46,13.13,0.58,0.76,0.87,0.83,,107,162,209,89.06,25.17,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1305,IITA-TMS-IBA982101,1305,13,1,1,13,5,21.9,28.1,35.22,22.59,28.1,9.9,0.56,0.8,0.86,0.8,,89,144,193,93.62,27.26,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0121_1306,TMS18F1319P0121,1306,13,,1,13,6,35.3,18.5,35.35,22.76,18.5,6.54,0.34,0.78,0.86,0.89,9,125,182,195,79.29,24.26,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1414P0017_1307,TMS18F1414P0017,1307,13,,1,13,7,26.45,26.65,27.79,12.7,26.65,7.41,0.5,0.86,0.88,0.82,,99,163,204,85.13,24.17,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0085_1308,TMS18F1338P0085,1308,13,,1,13,8,13.44,19.45,32.06,18.39,19.45,6.24,0.59,0.8,0.88,0.8,,104,151,169,95.04,26.64,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0019_1309,TMS18F1343P0019,1309,13,,1,13,9,13.9,13.5,32.02,18.33,13.5,4.32,0.49,0.81,0.86,0.85,,107,147,184,0,19.07,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0098_1310,TMS18F1348P0098,1310,13,,1,13,10,28.9,20.65,27.4,12.18,20.65,5.66,0.42,0.86,0.91,0.87,,109,156,194,99.28,30.56,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1149P0024_1311,TMS18F1149P0024,1311,13,,1,13,11,11,13.75,29.16,14.53,13.75,4.01,0.56,0.82,0.87,0.5,,94,146,,95.52,24.82,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1001P0020_1312,TMS18F1001P0020,1312,13,,1,13,12,23.4,26.5,32.68,19.21,26.5,8.66,0.53,0.8,0.87,0.84,2,113,173,164,104.05,28.71,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0024_1313,TMS18F1348P0024,1313,13,,1,13,13,11.65,16.25,35.34,22.75,16.25,5.74,0.58,0.79,0.86,0.83,,93,168,192,98.05,18.05,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1231P0011_1314,TMS18F1231P0011,1314,13,,1,13,14,10.25,29.8,37.67,25.85,29.8,11.22,0.74,0.8,0.87,0.86,,99,124,206,92.5,20.2,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1310P0088_1315,TMS18F1310P0088,1315,13,,1,13,15,19.8,37.25,34.03,21.01,37.25,12.68,0.65,0.86,0.86,0.93,1,100,147,164,92.19,22.8,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0039_1316,TMS18F1305P0039,1316,13,,1,13,16,23.8,31.3,33.25,19.97,31.3,10.41,0.57,0.82,0.88,0.88,,108,160,196,106.93,28.62,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1312P0033_1317,TMS18F1312P0033,1317,13,,1,13,17,39.6,47.65,30.54,16.36,47.65,14.55,0.55,0.84,0.87,0.86,2,122,168,237,93.98,25.63,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1191P0002_1318,TMS18F1191P0002,1318,13,,1,13,18,13.85,17.18,33.87,20.79,17.18,5.82,0.55,0.84,0.88,0.82,1,106,168,227,97.8,25.44,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1350P0082_1319,TMS18F1350P0082,1319,13,,1,13,19,25.4,29.1,30.2,15.91,29.1,8.79,0.53,0.8,0.88,0.79,4,120,205,185,98.13,29.68,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0110_1320,TMS18F1076P0110,1320,13,,1,13,20,21.55,31.26,31.93,18.22,31.26,9.98,0.59,0.81,0.85,0.86,,138,179,190,0,21.58,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0117_1321,TMS18F1348P0117,1321,13,,1,13,21,24.63,24.15,33.75,20.64,24.15,8.15,0.5,0.8,0.83,0.84,7,148,214,214,97.17,22.21,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0176_1322,TMS18F1344P0176,1322,13,,1,13,22,19.96,28.1,35.77,23.33,28.1,10.05,0.58,0.82,0.88,0.83,,102,166,188,85.45,24.71,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0100_1323,TMS18F1319P0100,1323,13,,1,13,23,11.5,14.9,33,19.64,14.9,4.92,0.56,0.8,0.87,0.9,,101,153,185,84.51,21.77,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1324,IITA-TMS-IBA980581,1324,13,1,1,13,24,20.14,22.85,27.21,11.93,22.85,6.22,0.53,0.79,0.83,0.83,,127,163,191,0,28.39,3map
