ENV,ENTRY,BLK,REP,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,BRNHTIII,BRNLEVIII,PLTHTVI,BRNHTVI,BRNLEVVI,PLTHTIX,BRNHTIX,BRNLEVIX,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
mokwa,TMS18F1056P0016,21,2,6,26,17.4,9.55,29.86,15.46,12.73,3.8,23.2,0.35,0.89,0.49,0.61,4,116,41,2,126.4,40,3,138,40,3,46.03,47.57,41.43,42.2,76.79,20.606,2
mokwa,TMS18F1271P0001,21,2,5,23,26.35,14.3,24.05,7.73,19.07,4.59,35.13,0.35,0.85,0.65,0.51,4,105,31,2,124,28,3,135,27,3,47.33,53.57,43.73,36.7,77.4,19.462,1
mokwa,TMS18F1337P0049,21,2,2,12,33.2,10.45,24.61,8.46,13.93,3.43,44.27,0.24,0.86,0.57,0.5,0,,,,,,,,,,44.43,40.87,48.43,39.5,,,2
mokwa,TMS18F1361P0041,21,2,5,15,14.15,5.15,28.15,13.18,6.87,1.93,18.87,0.27,0.88,0.72,0.61,3,84.4,,,127,,,145,,,46.97,49.5,41.97,38.63,30.7,18.982,1
mokwa,TMS18F1028P0003,21,2,9,64,45.06,37.85,31.95,18.24,50.47,16.12,60.08,0.46,0.88,0.69,0.64,3,168,100,1,182,105,2,198,103,2,51.5,53.93,45.23,42.47,83.66,26.876,3
mokwa,TMS18F1305P0017,21,2,7,24,13.65,7.56,30.8,16.71,10.08,3.1,18.2,0.36,0.9,0.62,0.58,5,126,34,2,137,40,2,150,30,3,49.03,47.7,40.57,44.73,79.22,21.398,2
mokwa,TMS18F1280P0091,21,2,9,92,40.5,35.2,33.54,20.36,46.93,15.74,54,0.46,0.9,0.6,0.62,0,133,65,1,148,63.4,2,157,65,3,47,50.73,34.77,40.53,70.88,20.55,2
mokwa,TMS18F1059P0015,21,2,9,50,38.84,20.2,29.69,15.23,26.93,8,51.79,0.34,0.9,0.69,0.63,3,138,46,1,170,44,2,184,46,2,50.9,54.6,44.87,50.27,89.94,26.554,2
mokwa,TMS18F1348P0092,21,2,6,21,10.65,8.05,29.05,14.38,10.73,3.12,14.2,0.43,0.89,0.67,0.41,1,75,,,76.4,46,2,86,48,2,47.73,50.3,40.07,45.6,81.97,20.192,2
mokwa,IITA-TMS-IBA982101,21,2,2,24,13.47,6.4,23.53,7.03,8.53,2.01,17.96,0.32,0.86,0.67,0.42,0,,,,,,,,,,42,39.37,26.3,,,,1
mokwa,TMS18F1134P0010,21,2,6,51,43.95,16.3,27.93,12.89,21.73,6.07,58.6,0.27,0.9,0.36,0.53,0,139,30,2,126,28,3,142,26,3,49.3,42.63,44.27,50.1,69.37,21.912,3
mokwa,TMS18F1210P0021,21,2,8,36,31.17,15.95,37.99,26.28,21.27,8.08,41.56,0.34,0.85,0.6,0.62,0,136,37,2,137,32.4,2,149,40,3,44.53,48.33,46.63,44.9,84.42,21.074,2
mokwa,TMS18F1324P0003,21,2,9,38,21.5,18.15,35.07,22.4,24.2,8.49,28.67,0.46,0.86,0.6,0.59,0,119,,,127,,,133,,,48.13,47.3,43,45.5,33.62,15.622,3
mokwa,TMS18F1344P0003,21,2,9,66,31.03,30.25,30.39,16.17,40.33,12.26,41.37,0.49,0.86,0.66,0.69,0,144,,,174,,,202,,,50.63,49.47,40.8,48.97,49.11,23.798,1
mokwa,TMS18F1348P0051,22,2,8,58,37.25,22.85,34.99,22.28,30.47,10.66,49.67,0.38,0.87,0.44,0.6,0,135,35,2,141,36,2,149,35.4,3,43.4,44.3,42.93,34.1,87.76,24.09,2
mokwa,TMS18F1324P0200,22,2,7,45,43.5,15.15,35.82,23.4,20.2,7.24,58,0.26,0.89,0.59,0.68,0,154,44,2,179,38,3,185,41,3,46.93,50.17,35.1,41.67,97.92,24.88,2
mokwa,TMS18F1324P0070,22,2,7,40,26.44,13,34.16,21.18,17.33,5.92,35.25,0.33,0.89,0.45,0.62,0,128.4,50,1,138,48,3,142,48,3,46.07,43.87,41.17,44.7,85.27,23.596,1
mokwa,TMS18F1484P0036,22,2,4,30,19.23,7.4,30.28,16.02,9.87,2.99,25.64,0.28,0.9,0.56,0.51,0,109,48,1,114,50,2,117,46,2,47.67,44.83,37.67,38.43,76.85,21.464,2
mokwa,TMS18F1349P0149,22,2,4,30,45.05,12.75,25.24,9.3,17,4.29,60.07,0.22,0.86,0.53,0.66,0,116.4,,,125,,,,,,49.83,49.17,37.6,37.97,,,2
mokwa,TMS18F1068P0077,22,2,2,10,14.6,2.5,,,3.33,,19.47,0.15,0.88,0.56,0.55,2,,,,,,,,,,,,,36.97,,,1
mokwa,TMS18F1268P0019,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.498,2
mokwa,TMS18F1132P0144,22,2,6,21,8.13,4.6,,,6.13,,10.84,0.36,0.84,0.67,0.54,1,70,,,91,63,1,102,66,1,38.13,37.73,31.57,38.77,71.03,17.634,2
mokwa,TMS18F1076P0121,22,2,5,36,23.95,10.05,33.07,19.73,13.4,4.43,31.93,0.3,0.85,0.52,0.66,0,118,,,122,,,140,,,50.03,49.37,43.33,40.83,63.54,21.144,1
mokwa,TMS18F1299P0005,22,2,7,52,32.1,25.25,33.37,20.13,33.67,11.23,42.8,0.44,0.89,0.57,0.66,1,133,50,2,162,44.6,3,165,44,3,51.57,55.9,44.93,47.8,73.94,21.59,2
mokwa,TMS18F1324P0171,22,2,6,48,25.58,18,36.21,23.91,24,8.69,34.11,0.41,0.83,0.53,0.71,1,121,88,1,149.4,87,1,166,90.4,2,45.4,47.93,38.8,37.5,70.43,22.142,2
mokwa,TMS18F1207P0008,22,2,2,13,8.42,4.65,29.96,15.59,6.2,1.86,11.23,0.36,0.85,0.6,0.61,1,,,,,,,,,,46,45.9,,,,,2
mokwa,TMS18F1309P0062,22,2,4,47,25.99,25.15,28.33,13.43,33.53,9.5,34.65,0.49,0.77,0.53,0.65,0,80,,,100,,,125,85,2,41.33,46.03,38.83,36.83,72.53,19.624,2
mokwa,TMS18F1069P0023,22,2,7,52,22.37,20.7,29.53,15.01,27.6,8.15,29.83,0.48,0.88,0.54,0.7,1,88,,,103.4,60,2,116,69,1,50.13,50.2,44.6,40.4,69.16,20.046,2
mokwa,TMS18F1326P0007,22,2,8,47,16.3,17.5,35.3,22.7,23.33,8.24,21.73,0.52,0.82,0.39,0.57,0,79,,,90,,,101.4,,,40.1,42.8,38.83,34.6,0,16.232,2
mokwa,TMS18F1343P0012,22,2,5,54,17.15,25.45,30.19,15.89,33.93,10.24,22.87,0.6,0.84,0.6,0.68,0,105,,,122,90,1,128.4,,,48.3,48.77,45.6,38.9,41.28,20.336,1
mokwa,TMS18F1324P0089,22,2,2,12,8.15,4.45,,,5.93,,10.87,0.35,0.86,0.59,0.67,0,,,,,,,,,,46.13,46.57,46.37,,,,2
mokwa,TMS13F1160P0004,22,2,4,18,21.98,7.85,31.87,18.13,10.47,3.34,29.31,0.26,0.83,0.72,0.74,2,68.4,,,95,49,2,110,52,2,42.47,52.6,36.83,36.4,,,1
mokwa,TMS18F1007P0004,22,2,7,63,42.63,23.25,30.77,16.66,31,9.54,56.84,0.35,0.86,0.58,0.69,1,114,,,150,87,2,156,81,2,46.37,50,42.83,39.27,78.68,23.698,2
mokwa,TMS18F1306P0129,22,2,3,24,12.5,13.5,26.79,11.36,18,4.82,16.67,0.52,0.82,0.67,0.65,1,,,,,,,,,,44.2,46.8,35.47,35.37,,,2
mokwa,TMS18F1217P0121,22,2,7,43,19.45,17.2,28.89,14.17,22.93,6.63,25.93,0.47,0.9,0.63,0.57,3,75,50.8,1,90,49,2,114,64,1,51.43,55.6,43.97,28.73,73.39,21.266,1
mokwa,IITA-TMS-IBA000070,22,2,6,37,26.7,20.9,28.64,13.83,27.87,7.98,35.6,0.44,0.85,0.51,0.61,0,98,,,111,48,1,120,,,51.2,50.2,49.6,45.27,80.8,20.394,2
mokwa,TMS18F1144P0010,22,2,5,21,14.35,14.7,31.82,18.06,19.6,6.24,19.13,0.51,0.83,0.46,0.55,0,91.6,,,105,,,101,,,35.87,34.13,33.2,48.33,0,18.638,2
mokwa,TMS18F1150P0011,22,2,9,48,41.91,28.25,27.79,12.7,37.67,10.47,55.88,0.4,0.86,0.77,0.75,1,110,81,1,147,77,1,178,84,2,52.23,55.07,41.87,49.07,74.78,23.76,2
mokwa,TMS18F1318P0036,22,2,4,31,18.9,21.6,32.63,19.15,28.8,9.4,25.2,0.53,0.86,0.64,0.53,4,79,25,1,106,30,3,111,36,3,45.57,55.07,43.77,39,88.57,17.98,2
mokwa,TMS18F1389P0031,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.302,2
mokwa,TMS18F1274P0020,23,2,7,55,24.9,26.7,34.06,21.05,35.6,12.13,33.2,0.52,0.89,0.57,0.48,0,88,46,1,92,48,1,97,44,2,43.57,45.53,40.9,38.03,77.64,18.418,2
mokwa,TMS18F1250P0050,23,2,2,11,5.1,8.15,,,10.87,,6.8,0.62,0.84,0.38,0.43,0,71,,,85.4,55,2,,,,39.17,42.83,7.7,,74.76,19.368,2
mokwa,TMS18F1073P0038,23,2,4,16,17.1,11.5,30.56,16.39,15.33,4.69,22.8,0.4,0.9,0.73,0.73,2,,,,,,,,,,45.33,46.37,45.7,40.67,,,2
mokwa,TMS18F1313P0013,23,2,9,78,51.73,35.2,33.63,20.48,46.93,15.78,68.97,0.4,0.88,0.67,0.68,0,120,65,1,154,63,2,169,77,2,46.43,49.93,42.03,44.2,82.41,26.236,2
mokwa,TMS18F1323P0002,23,2,5,36,18.7,14.95,31.14,17.16,19.93,6.21,24.93,0.44,0.87,0.53,0.46,2,85,43,1,99,34,2,112,37,3,42.2,45,42,40.63,79.35,20.59,2
mokwa,TMS18F1485P0022,23,2,5,28,39.85,17.45,29.62,15.14,23.27,6.89,53.13,0.3,0.86,0.68,0.67,5,116,41.6,2,155,45,3,156,45,3,44.3,48.03,45.53,41.63,86.57,24.078,2
mokwa,TMEB419,23,2,9,57,27.7,24.9,32.11,18.46,33.2,10.66,36.93,0.47,0.84,0.67,0.69,3,110.4,,,140,,,168,,,52.6,54.43,41.97,44.7,0,20.6,2
mokwa,TMS18F1278P0180,23,2,9,57,20.85,23.25,31.77,18,31,9.85,27.8,0.53,0.82,0.54,0.63,0,96,,,122,,,134,,,49.47,44.27,43.5,41.67,0,17.28,3
mokwa,TMS18F1040P0032,23,2,5,43,30.42,21.25,30.94,16.89,28.33,8.77,40.56,0.41,0.84,0.53,0.55,1,111,33,2,124,24.4,3,132,29,3,49.87,46.9,35.17,40.67,92.49,21.186,1
mokwa,TMS18F1348P0113,23,2,7,42,16.75,23.45,29.84,15.43,31.27,9.33,22.33,0.58,0.83,0.5,0.64,2,113,,,124,84.4,1,134,,,46.9,47.97,36.07,37.43,70.86,22.694,1
mokwa,TMS18F1318P0054,23,2,8,52,28.5,22.8,33.03,19.68,30.4,10.04,38,0.44,0.78,0.49,0.67,0,100,,,113,,,123,,,50.6,53.57,47.23,40.93,0,19.354,2
mokwa,IITA-TMS-IBA982101,23,2,3,24,20.8,16.35,27.52,12.34,21.8,6,27.73,0.44,0.83,0.54,0.57,0,,,,,,,,,,41.3,44.3,35.73,34.87,,,2
mokwa,TMS18F1319P0061,23,2,4,30,23.1,16.9,27.05,11.71,22.53,6.09,30.8,0.42,0.87,0.61,0.71,3,83,51.4,1,106,50,2,119,55,2,46.37,52.87,44.17,38.2,73.72,19.538,3
mokwa,IITA-TMS-IBA30572,23,2,8,72,38.22,25.85,30.39,16.16,34.47,10.47,50.96,0.4,0.88,0.6,0.65,2,114.6,67,1,129,67,2,145,66,2,45.73,50.37,42.33,38.43,87.51,23.132,2
mokwa,TMS18F1007P0005,23,2,9,60,28.99,21.4,35.62,23.13,28.53,10.16,38.65,0.42,0.87,0.65,0.62,3,131,82,1,143,75,2,153,80,2,45.57,47.23,43.9,43.17,82.65,21.678,3
mokwa,TMS18F1314P0007,23,2,5,25,21.35,6.8,33.43,20.22,9.07,3.03,28.47,0.24,0.89,0.62,0.55,2,96.2,32,2,148,29,2,140,36,3,47.2,54,42.33,44.5,74.32,22.744,2
mokwa,TMS18F1320P0087,23,2,8,65,39.35,26.5,30.14,15.83,35.33,10.65,52.47,0.4,0.86,0.47,0.67,1,145.4,47,2,148,45,2,157,46,3,46.73,42.37,43.93,38.13,84.16,23.086,2
mokwa,TMS18F1364P0018,23,2,9,79,30.34,30,32.22,18.6,40,12.89,40.45,0.5,0.85,0.65,0.61,0,150,40,2,159,,,176,63,2,35.52,49.6,41.97,46.63,74.97,24.106,1
mokwa,IITA-TMS-IBA980581,23,2,9,60,31.67,19.25,24.08,7.77,25.67,6.18,42.23,0.38,0.83,0.64,0.43,0,131,,,147,104,1,157,106,1,48.53,45.8,39.23,36.3,77.28,25.196,2
mokwa,TMS18F1338P0099,23,2,7,62,26.13,18.5,34.56,21.72,24.67,8.52,34.84,0.41,0.87,0.63,0.57,0,118,,,130.4,89,1,137,87,2,49.07,48.73,40.47,38.77,82.31,26.406,2
mokwa,TMS18F1328P0032,23,2,8,50,36.9,10.55,30.94,16.89,14.07,4.35,49.2,0.22,0.86,0.53,0.59,6,108,,,123,,,142,,,49.27,46.47,47.53,37.83,0,16.798,4
mokwa,TMS18F1120P0006,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
mokwa,TMS18F1092P0016,23,2,7,25,26.65,8.9,27.87,12.81,11.87,3.31,35.53,0.25,0.88,0.66,0.49,6,102,37,2,134,32,3,134,30,3,44.63,46.33,42.63,37.7,97.61,26.442,1
mokwa,TMS18F1424P0021,23,2,9,56,56.57,20.95,31.07,17.07,27.93,8.68,75.43,0.27,0.9,0.59,0.56,4,157.6,33.4,2,170,35,3,174,36,3,47.43,,45.87,43.67,72.07,24.654,3
mokwa,TMS18F1364P0027,24,2,9,67,33.15,18.35,26.49,10.97,24.47,6.48,44.2,0.36,0.89,0.68,0.62,3,145.4,83,1,153.4,84.8,2,162,87,2,48.2,47.3,48.17,43.23,84.62,24.252,3
mokwa,TMS18F1209P0015,24,2,9,97,38.5,34.65,28.03,13.02,46.2,12.95,51.33,0.47,0.9,0.65,0.64,0,157,41,2,163,38,3,182,31,4,50.33,50.4,46.13,52.27,89.4,26.206,2
mokwa,TMS18F1287P0039,24,2,9,82,51.7,33.3,33.48,20.28,44.4,14.87,68.93,0.39,0.87,0.67,0.72,0,167,64.6,2,184,68,3,183,74,3,45.3,48.03,42.73,39.7,81.03,29.636,2
mokwa,TMS18F1265P0030,24,2,8,51,12.2,18.1,33.03,19.68,24.13,7.97,16.27,0.6,0.81,0.55,0.62,0,93,,,93.6,,,100,,,49.2,50.47,43.27,41.6,0,15.264,3
mokwa,TMS18F1344P0153,24,2,9,96,42.87,25.95,31.9,18.18,34.6,11.04,57.16,0.38,0.85,0.6,0.67,0,156,,,174,,,188,,,48.73,50.73,46.1,51.63,76.97,32.484,2
mokwa,TMS18F1348P0131,24,2,8,36,21.01,11.8,32.19,18.56,15.73,5.06,28.01,0.36,0.87,0.65,0.68,5,166,71,1,189,68,3,189,70,3,49.3,50.07,40.37,41.4,91.1,27.884,1
mokwa,TMS18F1349P0157,24,2,9,89,48.15,30.65,31.34,17.43,40.87,12.81,64.2,0.39,0.88,0.69,0.7,4,158,60.8,1,163,72.2,2,171,62,2,49.27,48.77,42.43,45.2,77.07,29.726,2
mokwa,TMS18F1347P0029,24,2,9,58,26.33,24.5,31.32,17.4,32.67,10.23,35.11,0.48,0.88,0.59,0.65,1,120,78.4,1,128,83,1,142,77.4,2,49.9,53.3,43.2,42.43,80.34,26.944,2
mokwa,TMS18F1344P0100,24,2,8,45,20.37,19.15,28.63,13.83,25.53,7.31,27.16,0.48,0.89,0.56,0.62,0,89,,,119.4,33.6,2,122,35,3,47.33,51.57,41.23,35.87,71.97,22.006,2
mokwa,TMS18F1469P0062,24,2,8,58,28.68,33.35,29.03,14.35,44.47,12.91,38.24,0.54,0.87,0.67,0.7,1,139,,,161.4,,,174,,,50.5,51.1,44.77,40.93,0,20.442,2
mokwa,TMS18F1341P0037,24,2,8,75,29.62,29.4,29.03,14.35,39.2,11.38,39.49,0.5,0.84,0.64,0.63,1,121,37,2,139,38.4,2,158,51,2,48.63,50.67,44.8,39.57,82.34,24.3,2
mokwa,TMS18F1350P0065,24,2,9,66,20.62,21.9,25.92,10.21,29.2,7.57,27.49,0.52,0.85,0.69,0.56,3,106,67.4,1,121,62,2,127.8,68.4,2,46.67,48.4,35.9,38.97,73.18,20.074,3
mokwa,IITA-TMS-IBA000070,24,2,9,63,33.08,35.8,25.96,10.27,47.73,12.39,44.11,0.52,0.88,0.72,0.74,2,100,52,1,116,53.4,2,124.4,65,1,51.07,51.33,46.3,50.47,75.62,19.396,2
mokwa,TMS18F1138P0028,24,2,6,49,17.74,17.7,27.79,12.7,23.6,6.56,23.65,0.5,0.83,0.71,0.62,3,74,41,1,88,42.6,2,97,45,2,46.3,48.5,40.57,44.97,83.78,20.38,1
mokwa,TMS18F1047P0049,24,2,9,57,25.57,20.87,31.21,17.26,27.83,8.69,34.09,0.45,0.81,0.55,0.62,1,79,,,87,,,94,,,48.9,53.4,49.33,43.47,0,18.886,3
mokwa,TMS18F1348P0157,24,2,9,84,21.09,31.75,35.24,22.62,42.33,14.92,28.12,0.6,0.87,0.5,0.69,0,93.4,,,112,74,2,124.4,81,2,48,47.07,41.83,39.07,69.36,19.564,2
mokwa,TMS18F1180P0033,24,2,7,57,30.17,16.15,25.91,10.19,21.53,5.58,40.23,0.35,0.86,0.64,0.59,0,92,56.6,1,101.4,55.4,2,115,56,2,46.53,48.63,47.13,37.13,80.36,22.826,2
mokwa,TMS18F1319P0033,24,2,6,45,28.55,20,31.44,17.57,26.67,8.39,38.07,0.41,0.86,0.67,0.66,5,93.4,59,1,114,62,2,124.4,58,2,50.13,50.97,49.5,46.33,75.12,21.242,2
mokwa,TMS18F1042P0009,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mokwa,TMS18F1306P0135,24,2,4,21,16.6,13.15,26.22,10.61,17.53,4.6,22.13,0.44,0.82,0.61,0.63,2,,,,,,,,,,43.23,45.47,44.57,41.33,,,1
mokwa,TMS18F1056P0019,24,2,,,,,,,,,,,0.86,0.66,0.27,0,,,,,,,,,,,53.1,,,,,1
mokwa,TMS18F1217P0095,24,2,6,43,31.01,20.4,32.59,19.09,27.2,8.86,41.35,0.4,0.87,0.67,0.55,1,78,15.4,2,98,17.4,3,108,21,3,48.33,52.6,39.73,40.43,55.54,20.626,1
mokwa,TMS18F1060P0067,24,2,7,54,25.75,21.05,27.89,12.84,28.07,7.83,34.33,0.45,0.87,0.57,0.65,2,80,,,81,,,96,73,1,46.97,49.5,46,41.87,59.69,19.06,2
mokwa,TMS18F1163P0035,24,2,4,36,16.4,16.7,30.04,15.7,22.27,6.69,21.87,0.5,0.85,0.65,0.66,2,81.4,34,1,96,34,2,107,34,3,50.07,52.53,43.23,43.73,98.28,20.236,3
mokwa,TMS18F1047p0012,24,2,4,31,18.95,22.8,29.81,15.39,30.4,9.06,25.27,0.55,0.78,0.64,0.7,0,77,,,96,,,,,,49.83,52.9,46.2,44.23,,,1
mokwa,TMS18F1069P0033,25,2,1,6,15.5,4.8,,,6.4,,20.67,0.24,0.89,0.6,0.74,1,,,,,,,,,,,,,,,,1
mokwa,TMS18F1282P0049,25,2,1,11,5.05,3.8,,,5.07,,6.73,0.43,0.84,0.47,0.24,1,64,,,72,,,,,,43.73,45.97,37.07,,,,2
mokwa,TMS18F1083P0028,25,2,1,8,6.18,1.9,,,2.53,,8.24,0.24,0.87,0.47,0.62,2,,,,,,,,,,48.3,51.3,40.07,41.73,,,2
mokwa,TMS18F1262P0015,25,2,2,18,8.85,7.5,31.98,18.27,10,3.2,11.8,0.46,0.85,0.65,0.52,1,,,,,,,,,,46.43,45.13,27.5,,,,1
mokwa,TMS18F1343P0019,25,2,8,58,31.76,25.45,29.93,15.55,33.93,10.16,42.35,0.44,0.86,0.47,0.57,0,103,,,112,,,117,,,49,47.33,42.37,42.2,88.29,22.388,2
mokwa,TMS18F1333P0012,25,2,7,56,33.05,29.25,31.66,17.86,39,12.35,44.07,0.47,0.89,0.45,0.54,2,107,,,122,89.4,1,138,86,1,47.67,49.47,45.23,40.53,80.76,22.252,2
mokwa,TMS18F1344P0133,25,2,9,78,43.67,28.4,31.43,17.54,37.87,11.9,58.23,0.39,0.86,0.7,0.69,0,123,,,147.6,,,155,,,49.77,51.17,45.33,50.07,71.41,20.984,2
mokwa,TMS18F1338P0116,25,2,6,53,33.1,21.35,29.88,15.48,28.47,8.5,44.13,0.39,0.88,0.66,0.64,0,108,,,129,76,2,146,82,2,51.3,52.1,46.43,45.43,97.33,25.632,2
mokwa,TMS18F1562P0055,25,2,4,28,20,12.7,28.68,13.89,16.93,4.86,26.67,0.39,0.87,0.48,0.53,5,100,49.6,1,103,48.4,1,127,49,2,48.1,48.27,46.5,39.9,70.83,17.566,2
mokwa,TMEB419,25,2,7,61,32.41,20.45,29.18,14.55,27.27,7.96,43.21,0.39,0.88,0.76,0.72,6,124.6,,,156,,,188,,,50.3,51.3,47.5,43.73,0,21.47,2
mokwa,TMS18F1287P0029,25,2,9,90,23.54,22.55,35.08,22.41,30.07,10.55,31.39,0.49,0.9,0.63,0.5,2,105,,,119,47.4,1,120,52,2,48.03,49.5,46.6,41.27,67.58,16.03,3
mokwa,TMS18F1179P0008,25,2,8,69,30.16,22.1,28.56,13.73,29.47,8.42,40.21,0.42,0.89,0.6,0.64,1,92,,,125,68,1,131,65,2,46.97,50,47.13,37.13,72.66,22.138,2
mokwa,TMS18F1377P0007,25,2,7,42,20.73,21.85,35.2,22.57,29.13,10.26,27.64,0.51,0.86,0.52,0.6,3,107,67.2,1,124,64,1,135,81,2,49.13,51.13,45.47,42.97,71.66,20.816,1
mokwa,IITA-TMS-IBA980581,25,2,7,55,43.55,24.15,24.3,8.05,32.2,7.82,58.07,0.36,0.84,0.61,0.72,1,116,,,139,93,1,159,104,1,44,41,39.13,35.07,83.17,24.312,2
mokwa,TMS18F1165P0008,25,2,8,36,34.11,7.05,32.93,19.55,9.4,3.1,45.48,0.17,0.88,0.53,0.69,2,148,76.4,1,182,62,3,194,62,3,50.13,52.1,49.7,45.73,77.07,21.69,2
mokwa,TMS18F1489P0038,25,2,6,50,26.27,10.75,30.4,16.17,14.33,4.36,35.03,0.29,0.89,0.61,0.55,2,107,21.6,2,158,29.4,3,159,38,4,47.2,49.8,43.93,42.67,76.75,22.628,1
mokwa,TMS18F1308P0077,25,2,9,75,33.34,23.8,34.03,21.01,31.73,10.8,44.45,0.42,0.89,0.45,0.66,2,138,21,3,142,24,3,155,31,4,43.23,39.2,40,33.7,74.78,19.088,1
mokwa,TMS18F1280P0126,25,2,8,55,31.46,14.35,30.03,15.68,19.13,5.74,41.95,0.31,0.88,0.56,0.66,2,128,54,1,142,51,2,156,55,3,46.2,47.3,42.13,41.77,80.2,24.3,2
mokwa,TMS18F1278P0068,25,2,8,55,44.35,17.25,30.24,15.97,23,6.96,59.13,0.28,0.88,0.6,0.63,1,148,103.6,1,182.4,103,1,205,111,2,48.83,49.67,44.53,42.8,93.48,26.118,3
mokwa,TMS18F1343P0153,25,2,8,53,31.53,18.55,32.55,19.05,24.73,8.05,42.04,0.37,0.88,0.6,0.6,4,143.4,72,1,149,65,2,156,85.4,2,49.1,47.2,43.03,37.8,73.81,22.396,3
mokwa,IITA-TMS-IBA30572,25,2,6,34,22.8,7.6,26.87,11.48,10.13,2.72,30.4,0.25,0.85,0.57,0.59,2,129,82,1,149,78,2,157,86,2,49,50.3,42.97,34.43,90.04,23.702,2
mokwa,TMS18F1065P0037,25,2,8,81,30.12,33.25,33.52,20.34,44.33,14.86,40.16,0.52,0.87,0.63,0.57,0,141,104,1,150,106.8,1,161,107,1,51.47,48.77,43.23,39.57,69.95,21.496,2
mokwa,TMS18F1302P0018,25,2,7,42,20.5,15.45,33.16,19.85,20.6,6.83,27.33,0.43,0.89,0.58,0.64,1,131,42,2,134,40,2,139,38,2,50.5,51.5,47.6,48.2,74.54,22.062,2
mokwa,TMS18F1280P0136,25,2,7,32,18.85,11.7,31.57,17.74,15.6,4.93,25.13,0.38,0.84,0.46,0.54,2,142,54.4,2,145.4,58,2,149,57,3,45.37,41.9,43.5,45.07,91.7,19.172,2
mokwa,TMS18F1127P0011,25,2,9,80,40.5,34.35,31.58,17.75,45.8,14.46,54,0.46,0.91,0.62,0.63,0,127,51,2,137.4,45,3,147,58,3,49.57,45.77,44.57,43.77,78.33,22.746,2
mokwa,TMS18F1076P0106,26,2,8,68,26.12,27.2,31.68,17.88,36.27,11.49,34.83,0.51,0.8,0.46,0.68,0,132,,,144,,,151,,,52.53,51.9,50.83,42.8,86.47,21.168,1
mokwa,TMS18F1003P0009,26,2,7,53,34.88,19.3,32.76,19.31,25.73,8.43,46.51,0.36,0.79,0.6,0.7,0,147,37,2,158,27.2,3,166,54,3,48.67,46.37,43.97,37.77,69.5,22.274,2
mokwa,TMS18F1323p0025,26,2,9,69,34.15,27.1,36.32,24.07,36.13,13.13,45.53,0.44,0.83,0.56,0.74,0,148,44.4,2,165,43,3,169,41,3,48.8,45.83,46.1,44.27,72.02,17.854,3
mokwa,TMS18F1353P0023,26,2,9,55,31.51,17,30.51,16.32,22.67,6.91,42.01,0.35,0.8,0.57,0.58,4,138,65,2,149,67,2,165,70,3,50.63,48.07,38.33,38.8,90.37,26.572,2
mokwa,TMS18F1320P0101,26,2,7,57,31.64,16.55,30.57,16.4,22.07,6.75,42.19,0.34,0.82,0.51,0.65,0,147,35.4,2,160,38,3,164,35,4,46.43,45.6,44.93,37.37,81.68,23.388,2
mokwa,TMS18F1179P0029,26,2,9,101,34.12,25.15,33.69,20.56,33.53,11.3,45.49,0.42,0.81,0.45,0.69,0,154,92,1,160,84,2,171,94,2,45.73,47.93,45.5,41.07,78.72,21.1,3
mokwa,TMS18F1291P0026,26,2,8,62,32.49,20.5,34.66,21.85,27.33,9.47,43.32,0.39,0.83,0.43,0.61,0,159,23,3,162,18,3,169,15,4,48.87,45.37,45.67,42.87,65.33,20.092,1
mokwa,TMS18F1319P0159,26,2,9,48,39.23,18.4,31.21,17.25,24.53,7.66,52.31,0.32,0.8,0.52,0.55,1,165,46,2,162,47,2,176,47,3,49.17,46.37,43.4,38.63,91.1,21.872,2
mokwa,IITA-TMS-IBA982101,26,2,9,68,59.11,26.5,29.1,14.44,35.33,10.28,78.81,0.31,0.79,0.65,0.69,0,137,39.6,2,160,41.4,3,170,42,2,39.87,45.5,35.33,32.53,80.93,21.352,2
mokwa,TMS18F1277P0045,26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
mokwa,TMS18F1305P0019,26,2,7,59,28.02,23.1,25.67,9.88,30.8,7.91,37.36,0.45,0.81,0.43,0.57,4,143.4,31.4,2,150,37,2,156,42,3,47.03,44.5,34.03,39.63,81.59,22.608,2
mokwa,TMS18F1389P0021,26,2,5,33,27.76,12.1,25.46,9.6,16.13,4.11,37.01,0.3,0.83,0.7,0.61,3,113,69.4,1,128,70.8,2,151,77,2,50.27,53.8,45.37,40.8,74,23.688,2
mokwa,TMS18F1295P0030,26,2,3,15,21.43,13.3,29.25,14.64,17.73,5.19,28.57,0.38,0.85,0.46,0.65,0,,,,,,,,,,,,,,,,1
mokwa,TMS18F1191P0002,26,2,2,10,11.78,3.7,,,4.93,,15.71,0.24,0.81,0.47,0.59,2,,,,,,,,,,39.7,43.77,21.9,,,,2
