trial,env,year_harvest,location,trial_type,accession_name,geno,plot_number,block_number,is_a_control,rep_number,row_number,col_number,dm,starch
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1336P0014,G294,2393,36,,2,36,8,36.2,28.62
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1018P0001,G24,2394,36,,2,36,7,31.9,25.65
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1324P0093,G270,2396,36,,2,36,5,37.6,27.28
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1076P0114,G74,2398,36,,2,36,3,30.5,25.69
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1447P0002,G426,2400,36,,2,36,1,26.5,19.6
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1365P0024,G387,2403,37,,2,37,3,36.9,29.96
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1310P0088,G226,2404,37,,2,37,4,35.9,29.72
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1344P0014,G320,2406,37,,2,37,6,33.9,27.13
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1361P0018,G379,2409,37,,2,37,9,34.7,27.05
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1284P0003,G189,2410,37,,2,37,10,35.6,29.5
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1314P0042,G237,2411,37,,2,37,11,27.4,22.78
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1138P0030,G101,2413,37,,2,37,13,38.9,27.68
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1371P0001,G396,2414,37,,2,37,14,29.6,23.25
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1310P0148,G227,2416,37,,2,37,16,38.6,17.18
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1447P0062,G428,2417,37,,2,37,17,43.6,36.57
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1261P0005,G160,2425,37,,2,37,25,33.7,
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1320P0032,G253,2431,38,,2,38,20,32.7,19.34
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1272P0037,G168,2433,38,,2,38,18,25.2,19.77
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1372P0024,G399,2436,38,,2,38,15,27.6,24.23
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,IITA-TMS-IBA30572,G2,2437,38,1,2,38,14,24.9,
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,IITA-TMS-IBA000070,G1,2438,38,1,2,38,13,31.8,25.16
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMEB419,G6,2440,38,1,2,38,11,40.7,
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1329P0011,G280,2442,38,,2,38,9,30.4,24.16
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1346P0023,G332,2445,38,,2,38,6,31.2,24.07
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1211P0035,G134,2446,38,,2,38,5,33.6,21.96
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0088,G338,2447,38,,2,38,4,27.2,21.88
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,IITA-TMS-IBA980581,G3,2450,38,1,2,38,1,28.4,24.89
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1313P0001,G232,2454,39,,2,39,4,23.1,16.6
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1343P0171,G318,2456,39,,2,39,6,23.5,18.06
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1349P0126,G354,2457,39,,2,39,7,29,24.2
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1047P0045,G43,2459,39,,2,39,9,24.5,19.55
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1298P0044,G203,2460,39,,2,39,10,27.6,23.57
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1003P0003,G14,2461,39,,2,39,11,32.7,23.5
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1163P0044,G114,2463,39,,2,39,13,30.4,27.41
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1096P0013,G83,2464,39,,2,39,14,38.7,28.39
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1562P0026,G452,2465,39,,2,39,15,32.7,28.43
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1426P0001,G423,2472,39,,2,39,22,36.2,28.53
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1317P0048,G238,2474,39,,2,39,24,33.2,26.81
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1355p0025,G372,2476,40,,2,40,25,29.8,23.85
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1337P0044,G296,2477,40,,2,40,24,33.5,27.62
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1240P0026,G151,2480,40,,2,40,21,33.8,27.27
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1174P0011,G117,2482,40,,2,40,19,27.4,21.83
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1025P0041,G28,2486,40,,2,40,15,32.6,28.51
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1309P0074,G225,2487,40,,2,40,14,22.2,20.92
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1240P0024,G150,2488,40,,2,40,13,37.4,30.27
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1306P0114,G214,2490,40,,2,40,11,35.3,29.19
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1332P0002,G286,2495,40,,2,40,6,21.8,16.09
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1320P0086,G256,2499,40,,2,40,2,26.9,
