trial,env,year_harvest,location,trial_type,accession_name,geno,plot_number,block_number,is_a_control,rep_number,row_number,col_number,dm,starch
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1305P0138,,1002,1,,1,1,2,43.3,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1258P0153,,1007,1,,1,1,7,38.8,34
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1308P0077,,1011,1,,1,1,11,38.7,31.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1340P0030,,1017,1,,1,1,17,38,31.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1334P0023,,1022,1,,1,1,22,42.2,37.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1272P0037,,1023,1,,1,1,23,31.5,24
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1306P0129,,1025,1,,1,1,25,36.9,30.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0064,,1026,2,,1,2,25,32.7,28.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,IITA-TMS-IBA000070,,1027,2,1,1,2,24,36.1,32.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1343P0014,,1028,2,,1,2,23,27.9,24.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1076P0121,,1029,2,,1,2,22,41.8,36.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1064P0027,,1036,2,,1,2,15,27,
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1324P0171,,1037,2,,1,2,14,43.7,
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1286P0012,,1040,2,,1,2,11,41.1,34.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1366P0012,,1041,2,,1,2,10,28.1,27.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1396P0053,,1043,2,,1,2,8,35.6,31
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,IITA-TMS-IBA980581,,1044,2,1,1,2,7,37.3,33.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1354P0027,,1046,2,,1,2,5,41.8,
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1163P0042,,1049,2,,1,2,2,,36
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1365P0018,,1050,2,,1,2,1,32.2,34.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1319P0033,,1051,3,,1,3,1,40.9,35.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1336P0015,,1053,3,,1,3,3,37.9,40.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0156,,1054,3,,1,3,4,40.3,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,IITA-TMS-IBA000070,,1056,3,1,1,3,6,35.4,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0051,,1057,3,,1,3,7,31.8,27.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0151,,1058,3,,1,3,8,39.2,34.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1127P0011,,1064,3,,1,3,14,31.6,27.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1345P0043,,1066,3,,1,3,16,41.3,33.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1472P0042,,1067,3,,1,3,17,38.2,34.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1113P0038,,1069,3,,1,3,19,37.4,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1344P0014,,1076,4,,1,4,25,31.2,31.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1305P0007,,1077,4,,1,4,24,41.4,35.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1153P0053,,1084,4,,1,4,17,39.6,35.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1317P0059,,1086,4,,1,4,15,35.4,31.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1324P0107,,1087,4,,1,4,14,35.2,30.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1120P0004,,1088,4,,1,4,13,40.5,33.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1278P0183,,1089,4,,1,4,12,31,29.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1353P0022,,1090,4,,1,4,11,39.7,34.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1003P0010,,1096,4,,1,4,5,37.8,31.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1505P0057,,1098,4,,1,4,3,27.6,24.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMEB419,,1099,4,1,1,4,2,35.1,31.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1287P0039,,1102,5,,1,5,2,35.4,31.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0156,,1104,5,,1,5,4,39.8,33.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1485P0022,,1105,5,,1,5,5,37.6,32.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0065,,1107,5,,1,5,7,28.1,28.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1295P0030,,1111,5,,1,5,11,39.7,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1007P0004,,1114,5,,1,5,14,39.8,37.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1344P0100,,1120,5,,1,5,20,33.8,31.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1364P0018,,1122,5,,1,5,22,36,26.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1320P0087,,1124,5,,1,5,24,36.3,36.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1372P0024,,1125,5,,1,5,25,28.9,26.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1142P0017,,1129,6,,1,6,22,47.1,41.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1051P0059,,1130,6,,1,6,21,34.3,31.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1369P0015,,1131,6,,1,6,20,34.5,37.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1076P0114,,1146,6,,1,6,5,33.3,29.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1328P0027,,1147,6,,1,6,4,32.5,29.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1278P0098,,1149,6,,1,6,2,30,28
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1134P0010,,1150,6,,1,6,1,36.7,30.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1409P0008,,1151,7,,1,7,1,38.3,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1278P0068,,1152,7,,1,7,2,42,35
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1345P0056,,1154,7,,1,7,4,33,30.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1028P0003,,1159,7,,1,7,9,33.3,30.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0157,,1161,7,,1,7,11,41.6,
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1335P0035,,1164,7,,1,7,14,33.4,32.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1317P0123,,1167,7,,1,7,17,33.9,29.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1291P0014,,1174,7,,1,7,24,30,26.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1308P0082,,1176,8,,1,8,25,39,29.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0101,,1177,8,,1,8,24,30.3,33.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1179P0008,,1178,8,,1,8,23,40,30.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1295P0035,,1179,8,,1,8,22,35.3,31.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1299P0005,,1181,8,,1,8,20,38.6,38.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1217P0121,,1182,8,,1,8,19,29.6,29.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1258P0147,,1186,8,,1,8,15,36.9,30.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1284P0003,,1190,8,,1,8,11,39.3,34.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1408P0006,,1192,8,,1,8,9,36.3,32.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1264P0058,,1194,8,,1,8,7,38.6,34.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1309P0062,,1197,8,,1,8,4,37.7,34.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1350P0065,,1199,8,,1,8,2,27.1,23.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1047P0045,,1213,9,,1,9,13,38.5,35.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0053,,1214,9,,1,9,14,33.1,30.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,IITA-TMS-IBA30572,,1215,9,1,1,9,15,39.8,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1330P0009,,1223,9,,1,9,23,36.8,31.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1003P0014,,1224,9,,1,9,24,36.2,32.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1489P0044,,1225,9,,1,9,25,38.5,33
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1163P0044,,1226,10,,1,10,25,45,38.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1163P0035,,1227,10,,1,10,24,39.5,32.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0116,,1231,10,,1,10,20,40.7,35.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1361P0041,,1240,10,,1,10,11,40.4,33.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1007P0005,,1241,10,,1,10,10,35.2,30.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1096P0024,,1242,10,,1,10,9,43.7,34
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0112,,1246,10,,1,10,5,43.9,35
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1414P0014,,1259,11,,1,11,9,38,33.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1310P0148,,1265,11,,1,11,15,39.2,32.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1331P0016,,1271,11,,1,11,21,40.3,33.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1371P0011,,1273,11,,1,11,23,32,31.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0086,,1274,11,,1,11,24,42,34.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1001P0014,,1277,12,,1,12,24,40.5,33
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1020P0027,,1279,12,,1,12,22,38.7,31.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1344P0159,,1284,12,,1,12,17,38.5,33.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1480P0023,,1285,12,,1,12,16,37.6,29.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1060P0067,,1294,12,,1,12,7,32.8,29.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1289P0014,,1300,12,,1,12,1,44.4,36
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1369P0023,,1303,13,,1,13,3,36.8,21.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1010P0011,,1304,13,,1,13,4,33.7,27.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1414P0017,,1307,13,,1,13,7,41.2,35.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1310P0088,,1315,13,,1,13,15,40.7,34.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1305P0039,,1316,13,,1,13,16,40.7,30.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1312P0033,,1317,13,,1,13,17,39.8,32.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1191P0002,,1318,13,,1,13,18,35.3,28.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1076P0110,,1320,13,,1,13,20,29.6,23.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1312P0039,,1325,13,,1,13,25,39.2,33.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1367P0030,,1329,14,,1,14,22,38,
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1319P0041,,1331,14,,1,14,20,42.1,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1345P0012,,1332,14,,1,14,19,38.1,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1139P0076,,1345,14,,1,14,6,43.7,36.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1313P0053,,1355,15,,1,15,5,42,34.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1306P0127,,1358,15,,1,15,8,40,34.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0140,,1364,15,,1,15,14,30.5,20.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1025P0041,,1369,15,,1,15,19,39.6,34
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1355p0025,,1370,15,,1,15,20,32.8,26.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1355P0089,,1372,15,,1,15,22,45,35.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1310P0151,,1373,15,,1,15,23,42.8,36.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1447P0002,,1376,16,,1,16,25,34.7,26.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1320P0032,,1377,16,,1,16,24,35.1,34
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1296P0071,,1380,16,,1,16,21,40.5,31.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0126,,1384,16,,1,16,17,41.9,34.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1361P0018,,1385,16,,1,16,16,44.1,35.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1320P0086,,1388,16,,1,16,13,40.5,33
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1396P0017,,1394,16,,1,16,7,38.6,31
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1353P0038,,1395,16,,1,16,6,40.2,33.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0067,,1399,16,,1,16,2,33.8,26.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1258P0156,,1400,16,,1,16,1,37.3,31
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1047P0046,,1401,17,,1,17,1,39.1,33.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1165P0018,,1406,17,,1,17,6,34.3,28.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0149,,1409,17,,1,17,9,37.4,28.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1369P0010,,1412,17,,1,17,12,42.3,33.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1127P0010,,1416,17,,1,17,16,39.7,32.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1469P0062,,1426,18,,1,18,25,38.9,32.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1395P0055,,1430,18,,1,18,21,42.8,33.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1447P0045,,1431,18,,1,18,20,39.2,32.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1302P0018,,1437,18,,1,18,14,43.1,37.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1391P0004,,1441,18,,1,18,10,37.3,29.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1395P0038,,1444,18,,1,18,7,37.5,30.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1395P0010,,1445,18,,1,18,6,35.9,26.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1160P0004,,1449,18,,1,18,2,43.4,35.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,NR130124,,1450,18,1,1,18,1,33.1,29.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1307P0016,,1451,19,,1,19,1,42,34.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1020P0001,,1452,19,,1,19,2,40.6,32.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1343P0022,,1453,19,,1,19,3,37.6,30.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,IITA-TMS-IBA000070,,1454,19,1,1,19,4,38.4,30.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1343P0044,,1455,19,,1,19,5,37.5,30.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1334P0003,,1456,19,,1,19,6,38.9,33
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1318P0054,,1457,19,,1,19,7,41.8,33.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1329P0011,,1459,19,,1,19,9,37.7,28.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1152P0003,,1462,19,,1,19,12,40.1,31.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0092,,1468,19,,1,19,18,41.4,32.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1327P0006,,1469,19,,1,19,19,38.1,30.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1365P0022,,1470,19,,1,19,20,40.6,32.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1150P0011,,1472,19,,1,19,22,40.2,31.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0113,,1476,20,,1,20,25,37.7,29.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1063P0008,,1479,20,,1,20,22,36.1,31
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1314P0042,,1481,20,,1,20,20,39.3,32.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1024P0020,,1483,20,,1,20,18,34.6,30.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1262P0015,,1486,20,,1,20,15,43.5,36.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1319P0159,,1488,20,,1,20,13,41.7,32.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1424P0020,,1489,20,,1,20,12,28.7,18.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1144P0010,,1493,20,,1,20,8,36.6,28.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1310P0168,,2007,21,,2,21,7,44.5,38.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0053,,2008,21,,2,21,8,37,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1028P0003,,2016,21,,2,21,16,39.3,32.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0091,,2018,21,,2,21,18,39.8,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0092,,2020,21,,2,21,20,40.9,36.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1134P0010,,2022,21,,2,21,22,40.7,31.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0051,,2026,22,,2,22,25,43.2,35.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0149,,2030,22,,2,22,21,38.3,29.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1076P0121,,2034,22,,2,22,17,42.9,34.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1299P0005,,2035,22,,2,22,16,42.8,34.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1324P0171,,2036,22,,2,22,15,44.5,36.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1309P0062,,2038,22,,2,22,13,41.8,34
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1324P0089,,2042,22,,2,22,9,37.3,28.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1160P0004,,2043,22,,2,22,8,46.4,35.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1007P0004,,2044,22,,2,22,7,40.2,33.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1306P0129,,2045,22,,2,22,6,35.7,28.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1217P0121,,2046,22,,2,22,5,35.9,27.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,IITA-TMS-IBA000070,,2047,22,1,2,22,4,40.3,32
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1144P0010,,2048,22,,2,22,3,36.3,28.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1150P0011,,2049,22,,2,22,2,34.4,28.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1485P0022,,2057,23,,2,23,7,41,31.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1318P0054,,2062,23,,2,23,12,42.5,35.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1007P0005,,2066,23,,2,23,16,39.7,31.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1320P0087,,2068,23,,2,23,18,39,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1364P0018,,2069,23,,2,23,19,41,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0099,,2071,23,,2,23,21,39,34.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1287P0039,,2078,24,,2,24,23,41.3,32.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1344P0153,,2080,24,,2,24,21,40.2,32.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0157,,2082,24,,2,24,19,41.1,31
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1344P0100,,2084,24,,2,24,17,40.6,33.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1469P0062,,2085,24,,2,24,16,37.7,30
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1350P0065,,2087,24,,2,24,14,31.5,21.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1319P0033,,2093,24,,2,24,8,43.9,34.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1262P0015,,2104,25,,2,25,4,44.2,29.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0116,,2108,25,,2,25,8,40,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1179P0008,,2112,25,,2,25,12,43.5,33.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1308P0077,,2117,25,,2,25,17,37.9,30.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1278P0068,,2119,25,,2,25,19,42.2,35.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1302P0018,,2123,25,,2,25,23,43,35.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1127P0011,,2125,25,,2,25,25,37.7,29.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1319P0159,,2133,26,,2,26,18,37,28.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1191P0002,,2139,26,,2,26,12,39,31.3
