Genotypes,Replication,ANGBR9,BRNHB9,BRNHT9,BRNHT6,BRNLEV9,DM,DYLD,FYLD,HI,LODG,NOHAV,PLTHT9,PLTHT6,PPSTD9,PT,RTNO,RTWT,SHTWT,STARCH,STMDI9,TYLD,VR
G1,1,79.38922588,2.743211315,85.17020037,81.22483477,1.780914632,32.8498746,10.30557152,31.74801401,0.499840212,1.579697382,9.08359206,197.2531397,187.6601653,1.683969951,2.730772942,46.87721871,24.91628406,22.28787548,24.75258837,25.8361266,28.98362634,2.730772942
G2,1,84.79952067,3.029672593,104.4637931,88.02449027,2.213812195,31.9278392,4.912593577,14.22073465,0.36778688,2.179548745,7.371927865,192.0803193,192.8664101,1.602288695,2.730772942,26.04890561,10.25805372,17.92572976,24.45351043,27.93487175,24.09807699,2.730772942
G3,1,69.73871291,2.485493504,123.951774,125.9375529,1.166059163,31.02629881,6.807732079,22.19054269,0.423882756,1.700987237,8.899943383,192.5149406,195.4999791,1.768300729,2.730772942,43.42157182,16.67235524,22.87258343,22.27084941,27.78958463,30.42044368,2.730772942
G4,1,84.87583282,2.851484813,69.46313847,69.17708421,2.112763742,32.6049629,7.065645508,21.49524266,0.413506978,1.079553659,8.049728439,185.0226755,177.6009917,1.404898609,2.730772942,37.34647278,16.28068502,22.79670005,24.5558868,28.7652626,30.05606078,2.730772942
G5,1,79.79827825,2.687828224,105.4117008,93.06788251,1.869324857,30.5093516,6.966406526,22.68567565,0.444581897,2.002987194,8.405748501,175.9122105,169.2062791,1.463705441,2.730772942,30.90644497,17.51097861,22.66438357,20.94933764,27.01532692,30.03303936,2.730772942
G6,1,59.51393846,1.576970346,152.5794579,153.4705366,0.725389117,34.01188941,5.521454697,15.72941126,0.38822299,2.609235853,7.639049722,224.1331846,220.2101402,1.526118576,2.730772942,20.15676113,11.38620601,17.43734183,25.45955877,25.609725,23.59095323,2.730772942
G7,1,72.46423206,2.656890344,52.19944846,51.46024106,2.334932765,33.84832972,6.518318735,17.45670278,0.471702134,3.147006452,7.843032497,152.1920478,148.7035085,1.411235239,2.730772942,28.50475103,13.79037362,12.60120771,24.3262864,25.27794916,17.41327232,2.730772942
G8,1,78.0370433,2.93226913,77.51604789,76.55867251,2.516438334,36.18641125,8.181458157,21.88735976,0.423349442,3.042652553,8.39928406,183.1051579,177.6704079,1.500773774,2.730772942,30.27629657,17.06959718,20.34429096,27.31934979,26.41193456,26.55120305,2.730772942
G9,1,87.88558431,2.979930829,75.69223224,72.724676,2.389868742,34.45965183,7.412083546,21.12234172,0.492989413,1.642944096,7.843032497,171.6930286,170.4066686,1.179656637,2.730772942,33.45079496,16.15583085,15.98803835,26.30032553,25.31215682,21.26947885,2.730772942
G10,1,79.89140411,3.00466495,74.65213244,71.79665148,2.249222268,35.51529749,9.683445536,27.2548781,0.528026944,1.420683865,9.04374905,161.0136866,162.8968054,1.719183144,2.730772942,51.81815462,21.04492975,17.50565687,27.80623576,22.9803335,23.46602216,2.730772942
G11,1,72.79291376,2.333849858,90.2395844,88.91659809,1.455518925,33.08347145,7.368740291,22.14893013,0.496073987,1.124356203,8.442784331,153.0320202,153.5015404,2.232286646,2.730772942,40.04552021,16.75607117,16.57999377,25.64251423,22.02420543,22.30645076,2.730772942
G12,1,81.68449674,2.917486834,75.15190337,83.1121152,2.268727173,32.8062786,6.663578527,19.79245637,0.514856865,1.820753891,6.847854349,160.2203151,161.7729613,1.184560733,2.730772942,23.73213453,15.173616,14.45095791,25.63172411,26.10057058,19.55822871,2.730772942
G13,1,89.55587607,3.123940299,82.76888553,89.91915639,2.067388446,32.2313458,5.877203112,15.75506983,0.380710266,2.117611362,7.427121791,181.4820164,187.8473987,1.960107829,2.730772942,27.13272894,12.06580302,16.76809991,24.37515665,26.5375096,21.78968183,2.730772942
G14,1,68.88272164,2.995110947,127.6565065,125.8997779,1.48257005,35.17232207,8.190287496,23.08610768,0.495759058,1.284835502,8.332185645,188.6582155,183.0226927,1.76137216,2.730772942,42.81794124,17.30232895,17.21930632,27.12410811,25.39989475,22.99270749,2.730772942
G15,1,77.49869414,3.082361454,69.26140173,67.6186227,2.68152987,34.7676582,7.181501429,20.42062894,0.440125445,1.549478886,8.565601117,176.9496075,189.3493649,1.586925103,2.730772942,36.52237232,15.27563032,18.83219749,27.05882082,25.33341301,25.16482778,2.730772942
G16,1,71.92847892,3.398699398,95.64058148,97.48325548,2.297362872,34.33077591,7.720249469,21.93164236,0.449324607,1.571852433,7.723447184,191.0325707,186.9741406,1.714375993,2.730772942,31.96561342,16.62079804,18.68462114,25.63792389,26.7202744,24.33627621,2.730772942
G17,1,76.47168746,3.082985909,76.39697734,67.14157447,2.952368328,32.09049852,5.007723419,14.56089614,0.499242748,2.15144418,6.770268686,196.9398263,186.4227381,1.754570106,2.730772942,17.5463369,10.39539796,11.67008937,23.84381759,24.46505943,16.57790835,2.730772942
G18,1,62.84953858,2.372218809,101.9962889,99.65318891,2.056321981,36.65752621,7.544162394,20.31120605,0.50615456,2.160675522,8.201000038,180.6672719,173.3224568,1.646156793,2.730772942,27.67289376,15.18443742,15.5129186,27.85060148,22.60920785,21.14349435,2.730772942
G19,1,78.43432707,3.294783793,95.33993641,89.51605522,2.21724416,33.06864891,5.73415014,15.42214632,0.402825784,2.293168581,7.4514066,173.2107306,165.8052549,1.869303264,2.730772942,34.54222579,11.03905825,16.07266999,23.30783861,24.8083138,21.76300642,2.730772942
G20,1,82.4040922,3.118141893,88.49809864,91.34282904,2.258739517,34.67000579,8.270359497,23.62194262,0.443728113,1.434241909,8.066085657,193.0953226,190.4147368,1.266399099,2.730772942,35.35941228,18.53309659,20.68283375,26.52943354,27.25730147,27.025441,2.730772942
G21,1,83.17951399,2.978437734,95.72830308,94.88691908,2.140592155,35.26158042,7.585350105,21.01791087,0.453923292,1.998503677,8.289460813,186.567833,183.7168604,1.766435355,2.730772942,39.1704101,15.60088201,18.65280013,28.23291604,25.6957821,24.98011023,2.730772942
G22,1,84.4627101,3.249855209,94.05915802,108.3778858,2.208164165,33.75371636,7.333087602,20.9479261,0.452100847,1.629712965,7.342266968,190.6739377,187.8121441,1.488408441,2.730772942,34.25708663,16.35546557,18.38547249,25.28919201,28.20051144,23.44168481,2.730772942
G23,1,83.37160264,2.998507707,94.2711519,86.48628121,2.615039781,31.70407583,5.407937377,15.29323958,0.42903894,3.432065092,7.68872486,223.5981699,216.7870695,1.304285748,2.730772942,31.28242006,10.6469678,20.33365187,23.69522377,29.10868812,28.20564928,2.730772942
G24,1,82.71781053,3.051936534,65.23158915,68.36820407,2.878013049,32.8061674,8.458494239,26.00262603,0.494024436,1.099532386,8.644213782,167.8011214,171.302352,1.475615512,2.730772942,46.77036567,19.60072701,18.7447428,24.83752323,24.06318064,25.02766884,2.730772942
G25,1,90.10655251,2.738164068,103.0046023,97.09140059,1.92751343,28.75170648,3.664574411,11.06335149,0.385067605,4.318780494,7.211407184,177.4024779,176.2942719,1.591843015,2.730772942,19.62464394,7.648505439,13.36291346,21.39338327,26.01710515,18.50091327,2.730772942
G26,1,81.72922874,3.202862158,67.47083478,81.25472416,2.88308934,33.54560505,5.889416216,16.99085245,0.383167842,1.557850763,7.4830684,188.1123367,185.5766237,1.284700256,2.730772942,29.64768888,12.40769807,20.02666362,24.07147866,29.62692384,26.11841069,2.730772942
G27,1,81.80712991,2.740401213,72.14518733,73.10520682,2.223116838,29.74027787,7.871422884,26.05113077,0.543252184,1.230647741,8.044031814,162.8399254,159.0524108,1.467533076,2.730772942,32.9354823,20.770048,14.93148889,20.11300796,25.65164094,20.20684413,2.730772942
G28,1,80.75275942,2.982858943,83.75558035,75.73605634,1.966640219,35.06986044,6.703388246,18.81560258,0.462449451,2.301913958,8.606333023,178.1610389,176.8357627,1.655456744,2.730772942,33.10763778,13.68050931,15.6999625,28.06946088,24.15532473,21.18615595,2.730772942
G29,1,79.93975961,3.010455257,70.50774725,73.82991401,2.55407864,35.28419043,8.176689827,22.97283217,0.410948009,1.873985481,8.146130448,191.6167692,178.9671024,1.503249791,2.730772942,32.57548068,17.76599113,23.41063921,26.50836053,27.24719038,30.00570103,2.730772942
G30,1,82.66210139,2.817753149,120.4861799,101.3240141,1.819075352,34.44752362,9.985733527,23.0629597,0.364448172,2.255232546,8.070566065,204.33023,205.3935906,1.695704228,2.730772942,33.38850401,18.0816287,22.56166704,26.45424769,27.75842654,29.03533888,2.730772942
G31,1,86.06904559,3.08724925,73.08900982,77.97793179,3.07320158,35.29779755,5.245352971,11.02849985,0.31274699,4.321283748,8.09679702,199.8987238,215.3991125,1.320049768,2.730772942,26.45806232,7.664570112,17.96637058,25.89839338,26.05666612,24.58944669,2.730772942
G32,1,82.44821512,2.827438968,61.96550053,64.15417774,2.14029938,32.72547988,8.522539239,26.2832489,0.541978363,2.109999521,8.31826359,152.50977,151.6305876,1.389615586,2.730772942,44.25389588,20.49511943,15.39144004,24.19549787,22.28915683,20.54753232,2.730772942
G33,1,74.51339052,3.06526129,75.4522617,74.19055459,1.885685231,32.96413433,5.889768321,17.44362871,0.434969571,1.422376162,8.851113552,146.6740405,145.5655686,2.156083556,2.730772942,36.36629741,13.09923816,16.46993079,24.92039479,24.15023037,22.09782279,2.730772942
G34,1,81.92835062,2.870242491,49.123884,56.38977842,2.697588039,35.10549406,5.309374388,15.15211128,0.405128477,1.604061369,7.289806232,181.8582787,170.9760473,1.363616663,2.730772942,23.62079348,10.86007007,14.85424114,25.54833267,26.0402499,20.24102553,2.730772942
G35,1,88.84539672,2.8824188,65.34695186,69.14611723,2.312478565,33.52113287,8.221899639,24.58061488,0.496222223,2.11902902,7.770059749,181.6171063,189.3268249,1.754660727,2.730772942,33.02132576,18.35970437,18.3507222,25.5796088,26.33486849,25.14034719,2.730772942
G36,1,73.38211931,2.777255925,56.05605738,53.10151593,2.796239278,31.78671849,5.103737245,15.01076188,0.436281166,3.417969559,8.328208214,166.5938377,177.4872798,1.113575815,2.730772942,24.63555479,10.88705509,14.30744795,24.1906923,24.60508471,19.7117856,2.730772942
G37,1,85.97571292,3.323616598,73.23313233,81.30751006,2.157124975,32.21207706,6.962994997,21.64185111,0.450550082,1.283625833,7.614768796,174.0099329,160.0788999,1.599457987,2.730772942,34.17550885,15.94363203,18.90700916,23.92579094,27.16344444,24.84519094,2.730772942
G38,1,78.60375828,2.819769666,74.1821898,70.76025409,2.558148178,32.7708527,4.914508755,12.84756969,0.388102608,2.380249983,6.774807503,186.7442439,193.1836688,1.349660174,2.730772942,19.58610847,9.128567196,14.60064302,25.58948736,26.10402698,19.93489492,2.730772942
G39,1,84.76259046,3.081565481,75.50471005,78.49268598,2.229613204,35.38754922,6.524982891,17.84914573,0.473535225,1.869465395,7.469696805,173.0463322,177.8151993,1.740197282,2.730772942,34.74608939,13.23018994,15.86950198,27.38901315,26.800745,21.82569121,2.730772942
G40,1,85.48676815,3.098543296,82.41834627,68.06812299,2.655634492,33.9991369,5.235252558,14.21240379,0.367059948,1.807585946,6.343084896,184.70383,198.1804503,1.194091046,2.730772942,22.34013617,10.43189399,17.0515716,25.22414746,28.99569797,22.51478602,2.730772942
G41,1,76.01529336,3.465271517,75.642132,76.42329359,2.663673828,33.79678932,7.584330848,22.06750751,0.439354407,2.671678323,8.209674417,180.0238562,190.9287618,1.204526155,2.730772942,30.97205081,16.86579898,19.90085291,25.3006286,26.80999516,26.13613181,2.730772942
G42,1,86.60647783,3.077215048,107.7107474,92.88435726,2.307014846,33.88191628,8.482816374,24.89472763,0.512392221,1.260724259,8.486988252,190.5783695,174.934123,1.435801662,2.730772942,38.6960088,18.9983652,16.86716308,25.23030134,25.16904495,22.13608169,2.730772942
G43,1,78.81426762,3.115624325,66.73986485,71.37255714,2.223137836,32.6224528,6.782244963,20.1853574,0.507647902,1.138509495,7.667349923,155.883763,155.6058955,1.241616943,2.730772942,36.53260109,15.78143575,13.33455138,25.44246695,25.36241128,18.05121212,2.730772942
G44,1,82.93686788,2.634600486,82.26497805,87.37904979,1.731494125,33.78766815,6.028517181,17.4108431,0.474553451,1.608805218,7.858321557,176.8202399,174.140549,1.255922327,2.730772942,27.92125895,12.64560726,14.44465962,26.54538698,24.40718947,20.00868639,2.730772942
G45,1,78.51402602,2.073334999,105.0901419,108.8304057,1.726563951,33.08620698,6.384303367,19.08131643,0.478101694,1.311135335,8.628587861,155.6338658,160.6212026,1.861441099,2.730772942,38.48298838,14.09789376,15.79600088,25.7502717,21.96950428,21.55876094,2.730772942
G46,1,72.99063901,2.490419949,73.88605482,88.35666624,1.634723034,35.37280416,4.628221882,12.25612113,0.367063032,2.44348857,7.018445736,184.2824989,187.2611599,1.478167837,2.730772942,24.65131174,8.91209937,14.99865051,26.34664492,26.60722125,20.30838008,2.730772942
G47,1,82.38228178,2.777738314,115.6642938,115.6516507,1.345515691,33.18121451,7.794498223,23.60709577,0.506595213,1.418545208,8.757962258,190.4058507,188.8073225,1.788533694,2.730772942,50.98253005,17.89042346,16.35186122,24.96331319,25.49135183,21.96662575,2.730772942
G48,1,77.07536432,3.112199623,66.22469633,76.24300567,2.353720317,33.64173422,5.188834822,15.10442283,0.30353792,2.815267996,8.502250376,174.5258089,180.8962386,1.741894805,2.730772942,26.24651872,11.47450407,21.3189219,24.13753313,25.07389995,27.71908013,2.730772942
G49,1,87.09191062,3.101649781,71.99758664,73.96704797,2.706419149,32.24910106,5.422117676,14.1363434,0.34847207,3.721620489,7.60256988,193.1870853,192.2631911,1.525234404,2.730772942,24.38847883,9.845115832,18.76378001,24.79785403,25.6371265,25.3944527,2.730772942
G50,1,78.19088745,3.13103322,73.0184085,71.97764687,3.133270037,35.09899505,5.787684105,15.79209441,0.292810407,5.082355594,8.652828469,226.7547998,226.158941,1.69344187,2.730772942,29.58223085,11.43544946,29.1134552,25.78897154,29.12795059,37.33960763,2.730772942
G51,1,80.62619946,3.003217206,83.99211218,86.79172667,2.374753239,33.37725248,5.323656926,15.04372862,0.408915871,3.288210382,7.436951608,189.3403071,193.475562,1.858342225,2.730772942,23.52038986,10.94394268,15.21168918,24.89250754,24.88269272,20.61357191,2.730772942
G52,1,78.12945576,2.582512297,80.35929364,76.48928651,2.366042516,36.08073719,5.998786146,15.7830634,0.411407252,2.24972843,7.360131837,187.8803325,185.865025,1.482619069,2.730772942,23.69775005,11.56061324,16.27499813,26.58252007,23.00899193,21.8524398,2.730772942
G53,1,70.82490562,3.116885908,99.46792862,101.5096275,2.222324067,32.8277144,6.261424068,17.17508639,0.361497798,2.29319806,7.625293108,215.5514152,210.328787,1.824681209,2.730772942,31.58500873,12.80005182,21.3377651,25.88649121,27.70429448,28.28179548,2.730772942
G54,1,82.35255833,2.994333942,53.93931446,64.50643091,2.667417179,32.90681966,5.212689019,14.79338818,0.346145223,2.395187508,7.849220876,166.5367406,167.5284959,1.321573141,2.730772942,32.74666136,10.70985972,18.95279963,23.5552957,28.34351432,25.16328791,2.730772942
G55,1,76.28337259,2.59281208,105.5484252,111.6316157,1.767488203,34.83270113,5.092690602,9.189809773,0.479856789,3.387589633,6.718285657,177.3352517,180.4457962,1.4264454,2.730772942,17.30584094,6.031991277,8.852693518,NA,24.83830292,12.68137209,2.730772942
G56,1,87.88624629,3.027594898,85.55575574,73.49495244,2.30039805,35.38373071,7.313468728,20.56772617,0.403986422,3.963420885,8.483112319,196.4243256,195.4802544,1.409392104,2.730772942,37.82472397,15.26753727,22.26486739,26.58389504,26.17053119,29.64951407,2.730772942
G57,1,73.07673592,2.757694654,90.57620679,92.75110952,1.24210289,33.88927916,8.126512925,23.77063221,0.533925486,1.408161712,8.472128626,143.0745476,148.739792,1.840299834,2.730772942,39.90143614,17.69141363,14.75493676,25.51371722,22.99956749,20.21455837,2.730772942
G58,1,82.77670313,3.000899338,107.6606296,108.0567219,1.913696867,32.77568494,10.88461359,34.17362084,0.514676531,1.590478897,9.013638882,200.6467726,200.1239091,1.730526662,2.730772942,58.59838981,26.56874952,22.31047377,24.96855411,25.09106655,29.20436293,2.730772942
G59,1,72.85437475,2.765184334,74.06468833,73.76569328,2.337232928,30.49442821,8.244015118,28.78946221,0.581168854,1.277351413,7.825357894,158.1541365,147.0813868,1.654291239,2.730772942,34.65449976,22.09888358,15.1249067,20.74686825,24.55840982,20.35619756,2.730772942
G60,1,66.78940112,2.63418038,118.4950404,117.7327528,1.24660706,34.192213,8.644063097,25.43883047,0.521349028,1.118527337,8.388762513,180.2422752,175.5622446,1.525185154,2.730772942,42.37105683,18.91532953,16.6662259,26.70983378,23.47499931,22.75055441,2.730772942
G61,1,74.24739322,2.428718989,58.41267685,63.56638624,2.456822141,29.8877206,4.288419403,10.9767478,0.339509951,2.715461608,6.634854451,175.2117627,175.8372335,1.666770918,2.730772942,19.60007752,7.442448681,15.18989083,21.82406419,25.95780105,20.98885576,2.730772942
G62,1,84.40144162,2.903750911,91.66840687,90.33835291,2.363407675,36.50875998,6.095591543,14.3582741,0.34636561,3.790249405,7.258225144,224.4654288,218.0465134,1.123804243,2.730772942,27.32143032,10.3593521,19.65157477,27.40942184,26.64070918,26.48529076,2.730772942
G63,1,71.95827282,2.441607601,93.5022155,96.91278593,1.517997461,34.7932606,6.564713,18.77940834,0.396470209,1.899873414,8.5370346,188.7753026,178.8204939,1.64104116,2.730772942,32.48672548,14.45087026,18.79970265,26.12744586,25.08847602,24.74476144,2.730772942
G64,1,77.20604072,3.201911535,103.1474883,95.88310157,2.192455514,36.65789592,6.51644141,15.93134876,0.397836223,2.91535752,8.339688047,177.9548381,175.0486717,2.040411594,2.730772942,30.71029061,12.11246238,16.54382299,27.69563535,24.41506515,21.94567784,2.730772942
G65,1,74.78142621,2.665613847,37.10834415,50.96461113,2.622074058,29.75000173,8.551178282,30.28632727,0.559502816,1.63939539,8.180584897,174.0752473,173.4963357,1.317601103,2.730772942,44.82193338,23.52530279,15.74091045,21.32407239,23.62946951,20.96179738,2.730772942
G66,1,80.62929973,2.791049395,105.147218,106.9129216,2.059985993,35.31894238,4.884870679,9.962869374,0.27774782,2.73680174,6.716985207,222.5344283,213.5092868,1.46973126,2.730772942,13.42117578,6.766841847,18.15162646,26.57711678,28.07073681,24.54253325,2.730772942
G67,1,87.31216257,2.742404342,64.95193472,63.89668748,2.325590204,35.45433346,5.618485076,12.67548426,0.30715271,3.035887918,7.068256761,198.1705735,192.8874728,1.480921793,2.730772942,24.03221848,9.507699109,19.49820476,26.19453053,28.79789274,24.60507613,2.730772942
G68,1,81.94829823,2.918604892,59.93428881,66.69372618,2.536283434,32.3033317,6.812571934,20.96950356,0.491420799,1.105685585,7.73270699,166.7860316,166.1829774,1.653160421,2.730772942,34.01698272,15.98364273,15.77806519,24.58998731,23.73119902,21.13126076,2.730772942
G69,1,73.64342054,2.740166011,93.34889647,94.71912749,1.86879243,35.34762975,6.209891861,17.09323378,0.456704148,1.099575632,8.058540767,172.9378292,172.8220887,2.081768498,2.730772942,39.94673593,13.04359411,14.03628192,26.73809708,23.05683088,19.15316626,2.730772942
G70,1,83.46989512,2.816281738,88.62595829,73.16115801,2.749464117,34.23946,6.344374084,18.21189003,0.409780087,1.690927127,7.306451151,199.6464523,198.7558995,1.461383285,2.730772942,28.35170993,13.80797695,19.08980336,24.7503951,30.1113078,25.16299301,2.730772942
G71,1,83.92978777,2.462150144,99.48463941,106.4355813,1.530287562,32.55871735,6.080256827,16.79933775,0.523136114,1.255811369,8.089247873,157.7755708,172.1628477,1.407272281,2.730772942,30.8057901,11.70523585,11.66847284,23.25574593,22.21702262,16.65349116,2.730772942
G72,1,80.11686256,2.877211739,121.9102528,117.5913541,1.768492406,31.5997275,10.58953908,34.51474131,0.507638458,1.243155354,8.81166894,207.0675314,201.8878564,2.308350374,2.730772942,53.81480315,26.37749596,22.82378368,24.01974293,25.89944242,30.00453461,2.730772942
G73,1,81.44129998,2.683746394,47.98391078,46.01370071,3.105802049,35.41700377,7.353435025,20.05071536,0.421501006,3.388837419,8.909864969,168.9102143,170.3374798,1.71449447,2.730772942,41.45273629,15.34755181,20.3102325,28.11182458,22.77185908,26.70338842,2.730772942
G74,1,72.15321116,3.156649887,99.18207648,102.8907334,2.051002579,32.31163417,7.566685317,16.74900301,0.430668868,2.456926309,7.363667302,190.5682475,189.1118355,1.483895593,2.730772942,25.19269383,12.59001667,13.73450405,24.80101511,25.57195912,18.36112768,2.730772942
G75,1,NA,1.94305484,NA,NA,0.823801163,36.12563816,6.137592655,10.17470382,0.43114267,2.617437821,6.713340607,164.2711694,157.8152919,1.618877847,2.730772942,15.65440823,6.884588107,10.08816233,NA,20.44045785,14.38982629,2.730772942
G76,1,70.24073668,3.127376883,109.8711358,99.62437682,1.748185915,35.58711052,5.740493311,16.30871233,0.404490153,1.899873414,7.594567432,181.0711639,178.606916,1.70419896,2.730772942,30.17857165,11.97335337,17.27858864,27.68884577,24.87322514,23.25103225,2.730772942
G77,1,NA,1.640275126,NA,NA,0.827391403,34.77379773,5.842862705,16.4444459,0.362409322,2.572434161,8.282350354,217.5052179,225.6139776,1.703166779,2.730772942,30.81718287,11.89750909,20.14916227,26.80421449,27.11418956,26.69379459,2.730772942
G78,1,82.51669591,2.861915467,69.46462135,62.89706358,2.711365132,36.31201131,6.999393025,19.27554918,0.389908594,2.710701448,7.562329027,186.9203724,183.489102,1.499479774,2.730772942,30.7961625,14.7414968,20.10212496,27.87227165,26.10829254,26.83785999,2.730772942
G79,1,78.02724841,2.68027796,84.06823598,75.39503188,2.029957528,33.37438423,7.940991637,20.96066889,0.454683058,1.381540546,8.04550566,184.1283636,185.3955771,1.797422961,2.730772942,40.7856932,16.18512202,16.38136771,25.9510482,23.70805957,21.97731456,2.730772942
G80,1,77.86511449,2.78843499,42.95174909,51.53127327,2.765517703,33.64609998,6.650377743,18.89705428,0.380075005,1.69249453,8.126238273,183.0670173,184.4527038,1.339930765,2.730772942,33.37115488,14.6289844,22.35021934,23.66244501,26.61014467,28.25444777,2.730772942
G81,1,79.34280415,2.769665328,97.74739941,82.50641121,2.540643968,34.05212581,4.512181905,12.31201537,0.265369646,3.549613703,7.442361094,200.2092004,208.5820227,1.269682278,2.730772942,27.38349055,9.175408398,22.58099716,26.04586378,27.17728373,29.02407285,2.730772942
G82,1,91.36823447,2.978092146,59.87576331,64.64980832,2.690786586,33.7849339,4.746400569,11.52290595,0.315581237,4.984730194,7.920014962,156.7376715,175.6709351,1.410506081,2.730772942,21.26848001,7.965516204,17.60447129,24.09992665,29.21387898,23.69554643,2.730772942
G83,1,85.0575828,3.04975745,76.71303835,76.41116642,2.674152507,36.69509397,10.43403378,28.54232524,0.464976126,1.248403775,9.1006961,196.8734244,194.1800847,1.62933017,2.730772942,39.94639583,22.98088799,22.90039122,28.82410354,25.30594136,29.54794714,2.730772942
G84,1,82.16173484,3.25435308,66.87885481,60.80943825,2.803999816,36.70169167,7.288305533,19.08025982,0.419953624,1.88250452,7.650790105,180.4554927,181.4317864,1.390932186,2.730772942,30.96674592,14.18663369,18.30710656,27.51212941,30.09148665,24.14715311,2.730772942
G85,1,76.62131367,3.345754528,116.0813626,117.880243,1.775314476,30.29980283,5.29687916,16.7655207,0.353251569,2.430726884,8.245213876,219.3747137,219.7598481,1.910315606,2.730772942,40.75491427,12.52409251,21.93518977,23.2438064,26.89258018,28.73087094,2.730772942
G86,1,75.76898025,3.344158972,117.6774139,117.475157,1.819103569,34.52989963,5.004655936,13.57622132,0.389999142,1.840196707,7.303304133,182.5174199,183.7445596,1.827621262,2.730772942,27.09780129,9.435234474,15.57620528,25.58320206,24.31877261,21.52675172,2.730772942
G87,1,85.70830898,3.029944455,103.5270727,90.99465346,2.339306852,34.91972227,8.084088062,22.70731617,0.426248615,1.516482408,8.691146452,197.4221063,191.5393374,1.747602876,2.730772942,43.01135214,17.37803476,22.15170936,27.13886024,26.76106448,28.62712446,2.730772942
G88,1,80.99931963,3.001464484,57.93857638,56.76382087,2.664535875,34.74767976,5.686423506,16.14979914,0.405395029,3.04472252,7.795832048,174.8741903,173.120713,1.380835932,2.730772942,21.07284679,12.02626919,16.93421554,25.73601633,25.98532937,23.0400645,2.730772942
G89,1,72.06108375,3.214399758,82.7653257,88.52281302,2.084829774,34.63533316,7.006693195,19.97087346,0.425923942,1.856604806,8.237520184,202.1633001,200.7822149,1.588060392,2.730772942,40.8684925,14.69914142,20.11059946,26.44738144,26.07945877,26.98099177,2.730772942
G90,1,80.80661536,3.121295646,109.888401,NA,2.500324832,34.01201315,7.049401967,20.37759021,0.438684975,NA,6.632189511,197.957101,171.4189244,1.977998865,2.730772942,39.53128292,15.34919294,19.12628697,25.88361904,22.09379379,25.319718,2.730772942
G91,1,84.45580452,3.079373347,83.70732226,74.78657382,2.662832472,32.89931506,6.284226631,18.63211042,0.456025193,2.146136892,7.101798651,200.8842736,203.9852249,1.333893037,2.730772942,23.3647256,13.47740271,15.73718342,24.97981673,28.21818875,21.54845067,2.730772942
G92,1,78.8537638,3.133755789,69.66618379,71.84308658,2.702658045,34.83715669,10.0955127,28.66243719,0.426334048,1.675146295,8.906717956,197.1275866,195.223837,1.569657085,2.730772942,51.80680124,22.82259842,27.47674888,26.22086051,27.76884512,34.66796149,2.730772942
G93,1,78.44281824,3.09838526,63.72013577,64.96581729,2.469052946,33.04740334,7.203675853,21.79762695,0.477002989,1.11264308,8.431552127,161.2640001,162.747101,1.361755653,2.730772942,37.52665123,16.17716794,17.69828524,24.22117899,24.4875126,23.91043507,2.730772942
G94,1,78.23480916,3.025277629,98.67675948,91.73201349,2.022065331,35.0165015,7.545579551,21.07145043,0.439348315,2.255380907,8.860114981,187.7601152,180.9830423,1.841051603,2.730772942,44.70745606,16.0807496,19.17587689,27.64206348,24.75656334,24.84774559,2.730772942
G95,1,77.16537425,2.917656394,76.47990039,68.32468871,2.33319237,33.28667877,4.933951841,13.66749485,0.350062661,2.35537297,7.284341686,184.027373,180.376019,1.234769819,2.730772942,23.92123797,10.03370047,17.25561156,26.73573482,27.88960311,23.05120117,2.730772942
G96,1,78.19672032,2.914635635,93.66077137,68.63379997,2.501396529,35.32236261,5.793701626,15.76079678,0.413841117,1.686044557,7.859789197,187.0590387,182.2914808,1.761386247,2.730772942,33.26503534,11.54921857,16.52136667,27.0071727,24.47531992,22.42284463,2.730772942
G97,1,75.45680047,2.527679801,80.93388411,80.86965018,1.478394338,33.36733702,6.038939404,11.0052941,0.420998144,2.207628696,7.837405057,142.7676471,143.6183368,2.257631046,2.730772942,22.73264986,7.289917074,10.39300985,24.12264531,20.59694871,14.94518807,2.730772942
G98,1,74.68736447,2.938823207,59.21546586,68.28292182,2.657831824,33.93782415,9.814597691,28.77047112,0.450175953,1.326801336,8.832196726,172.7710509,175.8695835,1.925654409,2.730772942,56.95155269,22.5484419,25.70050159,26.10981612,25.57426769,33.29115309,2.730772942
G99,1,78.76816419,2.906559219,111.1035313,91.09278743,2.04773078,30.71345501,3.9973934,10.93910036,0.440820497,2.799230203,6.30350317,205.6898101,185.9099914,1.141498516,2.730772942,16.97348897,7.458908397,10.57779048,20.34469651,27.14326665,14.82593609,2.730772942
G100,1,80.65297205,2.755848101,77.85134531,76.86887592,1.979540888,32.59415965,6.855668033,20.93276112,0.511751618,1.99741205,8.258614521,161.2638496,173.2858922,1.68970787,2.730772942,33.21420606,15.90989577,15.17056994,24.6766221,23.90730441,20.6196592,2.730772942
G101,1,81.55558812,3.05262605,80.67320241,84.85717911,2.95339767,34.2161846,6.900855781,19.89820005,0.41773874,1.237748588,8.813062786,192.7278877,194.1266898,1.393731677,2.730772942,45.83392237,14.72268953,22.64030179,25.48043809,26.7637238,29.70731589,2.730772942
