Genotypes,Replication,ANGBR9,BRNHB9,BRNHT9,BRNHT6,BRNLEV9,DM,DYLD,FYLD,HI,LODG,NOHAV,PLTHT9,PLTHT6,PPSTD9,PT,RTNO,RTWT,SHTWT,STARCH,STMDI9,TYLD,VR
G429,1,77.24491728,3.310983607,79.69991266,72.72623355,2.447488727,34.12997969,8.316280769,24.44587421,0.486859249,1.486713967,8.608131742,183.3344358,184.004888,1.615613608,2.730772942,46.85186488,18.8081164,17.52195879,26.46055089,24.59796587,23.17957001,2.730772942
G430,1,69.76271241,2.686410724,110.0604453,100.8398786,1.517862237,31.8184314,6.610321927,21.01042713,0.502700175,1.317776663,7.498580829,168.8173637,176.6228131,1.529596729,2.730772942,36.19770696,15.31586381,15.07302294,24.30654608,24.5075699,20.79781811,2.730772942
G431,1,80.23100731,2.739144205,95.69025538,95.96937001,1.720161719,31.66340989,7.279875207,22.79125042,0.535638196,1.257059524,7.996317224,172.521393,168.3761095,1.261820341,2.730772942,37.07013095,17.17050652,14.11359131,23.78291032,23.90408985,19.11526474,2.730772942
G432,1,76.61912016,2.425924379,96.77271717,101.958561,1.262380637,33.07938325,5.975531802,17.31551975,0.525078925,1.241367984,8.196614086,151.4173788,159.6116003,1.781289541,2.730772942,38.1669373,12.49202175,11.22605538,24.06764924,22.90756796,15.82951799,2.730772942
G433,1,71.49604179,3.098190408,82.33029115,93.96282958,1.94908381,34.88053851,4.14401791,10.0779792,0.321141047,4.48752639,7.454853467,150.5017542,142.8020038,1.41065257,2.730772942,17.6205681,6.449511895,14.84585886,24.10225867,23.25159302,20.83861963,2.730772942
G434,1,75.41872206,3.056213193,56.11735247,65.26084893,2.521321694,35.10384327,7.519036494,20.64148172,0.515662183,1.130682899,8.279599763,151.8635346,163.03089,1.753832666,2.730772942,40.94752149,15.5959045,13.58233261,26.83220251,22.55665705,18.47565146,2.730772942
G435,1,89.58170215,2.723788435,61.80982971,63.11838037,2.353975739,34.45996912,6.515816743,18.22872505,0.438392725,1.581002559,8.560325739,162.9352471,160.1566653,1.698787673,2.730772942,32.60358084,13.95906103,15.3178942,26.82214465,24.84957564,20.59538558,2.730772942
G436,1,81.18431373,3.075318221,78.34728053,76.21781178,2.728026565,33.21769611,7.192694687,21.61150788,0.381826169,4.792393088,8.020219559,191.518402,198.3705959,1.639619087,2.730772942,28.74786831,16.65611988,25.30035922,24.62923436,27.17921683,32.46035829,2.730772942
G437,1,82.03147183,2.848042283,54.99187376,56.42360465,2.770858064,33.00079545,5.714085787,16.8300096,0.447263453,1.339851389,7.798489518,168.7585445,167.3740939,1.457272874,2.730772942,33.53622787,12.29275489,15.71551227,23.74027084,26.66007778,21.02054499,2.730772942
G438,1,79.40697961,2.869849349,57.46501705,54.80745441,2.833046303,32.05245667,6.301030744,19.26630783,0.373564001,2.307145221,7.297910194,196.5201787,178.755549,1.170877106,2.730772942,26.27094907,14.41230823,24.54227485,23.95542466,28.13798445,32.56281275,2.730772942
G439,1,79.68678014,3.08135392,70.47618367,68.6029854,2.919080483,31.0664259,6.71563936,21.53400156,0.467186617,1.126326074,8.323283424,181.7676326,180.6698318,1.509006821,2.730772942,38.18429633,16.4103926,18.02346099,22.37415138,24.83093263,24.15783979,2.730772942
G440,1,82.44431887,2.647543784,94.96099188,93.80194786,1.973129268,32.7900981,5.395982556,15.78085611,0.392689918,1.793537236,8.281257721,197.7761155,203.0830056,1.422668188,2.730772942,26.73474871,11.31207894,17.33156152,24.95763957,25.8061818,23.19630477,2.730772942
G441,1,NA,1.63229502,NA,NA,0.821632593,30.40503181,7.326697087,24.52257564,0.528537401,1.25723632,8.17475169,153.4682883,151.1598708,1.941570624,2.730772942,34.36616183,18.21529271,16.07792211,21.73176525,23.49064587,21.9323871,2.730772942
G442,1,83.88130808,3.035877536,106.8258266,105.6100185,2.140620508,33.04231151,8.171891572,24.8651489,0.445817556,1.222371719,8.594445928,201.1777639,193.9172512,1.604212667,2.730772942,46.76851583,18.60706374,22.15741269,25.22983195,27.000391,29.45609376,2.730772942
G443,1,81.78554342,2.466733054,83.22407412,67.82632522,3.262093361,35.42801435,5.86333992,16.22212331,0.408271093,2.193869153,7.759451725,179.7288158,183.6233069,1.833176907,2.730772942,29.71558777,11.942029,17.19340239,25.65574236,24.8018246,23.58344484,2.730772942
G444,1,89.67900087,2.900145741,70.65262704,72.97670126,2.742340943,32.26919097,7.858080622,24.51322387,0.456509878,1.566853797,8.29608454,198.8784017,196.2372928,1.768888194,2.730772942,37.88500521,18.32939321,21.47985743,24.33108434,25.6783095,28.58898624,2.730772942
G445,1,78.80739005,3.134346111,89.43827261,89.61644877,2.086968636,31.16795365,6.682789809,20.90766269,0.459730577,1.267090058,8.019241936,191.1137559,186.5942562,1.681741264,2.730772942,31.24888692,15.11685057,17.40007311,22.73045691,25.0097748,23.81533822,2.730772942
G446,1,NA,1.71322785,NA,NA,0.839991173,33.26393496,4.640798969,12.88476999,0.459842802,1.103866056,7.531033284,130.1669401,128.4873953,1.879231827,2.730772942,26.1925341,9.759618218,10.85714921,25.9854302,20.19523741,14.57241677,2.730772942
G447,1,81.85521255,3.110278586,77.46075161,74.14951795,2.411008323,33.78575129,4.967545358,10.32369088,0.261146688,3.630450405,7.021316852,173.0375051,173.8448192,1.760013886,2.730772942,23.12413181,7.190312597,21.487481,21.87655612,24.25125468,27.14015964,2.730772942
G448,1,76.77831818,3.03961922,60.02701904,56.19939373,2.830904727,33.21049974,5.29873025,9.21277761,0.244784482,5.346031547,8.115228591,180.6765823,178.1506267,1.910877006,2.730772942,17.67890372,6.370506282,18.34708194,25.60937594,25.00134545,23.82549791,2.730772942
G449,1,79.39401659,2.532800146,37.2107205,39.12022094,2.920627045,34.71901566,7.170626279,18.24807315,0.410382488,1.267182815,8.166671737,173.1605717,184.4952476,1.255638023,2.730772942,30.66737232,13.96126482,17.46790878,27.30458076,27.27947676,23.29202512,2.730772942
G450,1,73.95797637,2.950023568,82.73078604,89.0776314,2.371845877,36.0188316,7.730379558,20.87594596,0.452982987,2.014905606,8.376106268,197.5291997,191.9090405,1.70587961,2.730772942,45.46993012,15.92131126,18.20291718,29.2112604,25.74135425,24.35713882,2.730772942
G451,1,74.97187182,2.922590087,77.4813199,89.95341959,2.276434273,30.99745266,5.67528296,18.04590331,0.4255951,2.878015839,8.226883685,172.4816653,174.4684602,2.067798279,2.730772942,37.16332676,13.28575875,17.36453093,23.14297181,23.5166059,23.09938515,2.730772942
G452,1,79.16557421,2.413856355,134.6656264,129.3980021,1.615292275,31.47261617,7.088161206,22.32972308,0.380840649,1.392272217,8.646181971,213.0218085,217.5242492,2.262151201,2.730772942,41.95365213,16.87232871,26.09182048,23.98054706,27.37118946,33.08624505,2.730772942
G453,1,63.84773555,2.029944357,155.5049333,146.2660342,1.520664254,31.38150495,6.862856048,21.52386827,0.347408448,2.302120218,8.757081376,233.6959788,220.6192121,1.866928905,2.730772942,42.02204697,16.8217993,28.99980026,21.53876496,26.7657008,36.07334714,2.730772942
