trial,location,genotype,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1355P0081,0,3,114.1666667,9,31,23.3,3,73.83,17.73,2,9.8,23.55,49.16666667,100,31.4,11.6,13.1,0.71,37.1,46.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1305P0138,2,3,254.1666667,9,33,31.92,3,69.86,29.51,2,31.45,18.2,104.1666667,253.3333333,24.3,10.5,41.9,0.37,43.4,85
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0097,4,2,158.3333333,6,20,,3,61.97,19.42,2,13.75,5.5,97,163.3333333,7.3,2.5,18.3,0.29,33.7,71.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1352P0049,0,3,213.3333333,9,25,22.63,2,83.7,25.45,1,23.2,22.9,100.8333333,195,30.5,8.9,30.9,0.50,29.3,71.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1485P0020,2,3,136.6666667,8,13,27.59,2,92.79,18.8,2,8.6,5.05,43.33333333,141.6666667,6.7,2.5,11.5,0.37,36.7,48
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1340P0001,0,2,149.1666667,9,50,24.98,3,70.08,20.66,2,16.4,16.75,27.5,136.6666667,22.3,8.2,21.9,0.51,36.7,41.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1258P0153,3,3,157.5,6,16,,3,88.3,25.2,2,10.3,7.8,63.33333333,150,10.4,3.4,13.7,0.43,32.9,68.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1562P0023,7,2,166.6666667,8,17,,3,78.15,20.5,3,14.2,7,92,170,9.3,3.5,18.9,0.33,37.5,80
20.GS.C4B.PYT.500.IK,Ikenne,TMEB419,4,0,196.6666667,9,12,,1,,21.03,2,9.15,4,115,226.6666667,5.3,1.8,12.2,0.30,33.5,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1338P0115,2,2,63.33333333,9,,,2,,16.38,3,,2.25,27,75,3.0,,,,,30
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1308P0077,0,3,123.3333333,9,31,24.69,3,73.69,17.08,3,11.95,17.95,33.33333333,143.3333333,23.9,8.6,15.9,0.60,35.9,31.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1337P0049,5,2,225.8333333,9,55,,3,86.23,22.59,3,18.1,17.7,117,231.3333333,23.6,7.8,24.1,0.49,33.1,110
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1005P0023,4,2,186.6666667,8,16,,4,73.97,25.12,2,12.4,4.35,90,185,5.8,2.1,16.5,0.26,36.4,96.66666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,0,3,227.5,8,19,25.4,3,80.14,28.89,1,19.75,7.15,92.5,206.6666667,9.5,3.0,26.3,0.27,31.7,95
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1287P0029,0,2,156.6666667,9,58,33.27,4,64.02,19.27,3,11.8,20.2,98.33333333,171.6666667,26.9,11.3,15.7,0.63,42.1,105
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1489P0040,6,3,179.1666667,5,10,,3,64.59,21.37,1,15.55,6.45,51.66666667,156.6666667,8.6,2.6,20.7,0.29,30.3,31.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1340P0030,0,1,163.3333333,9,34,,2,78.14,17.89,2,8.35,11.95,74.16666667,145,15.9,5.8,11.1,0.59,36.7,77.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1389P0021,4,1,142.5,4,11,,2,82.79,24.3,1,9.35,4.8,63.33333333,200,6.4,2.2,12.5,0.34,34.3,150.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1019P0018,4,2,142.5,4,8,,,,,,5.05,2.25,68.33333333,176.6666667,3.0,0.7,6.7,0.31,23.3,108.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1318P0036,0,3,119.1666667,9,46,19.02,3,76.85,15.95,3,7.75,13.35,31.66666667,128.3333333,17.8,5.5,10.3,0.63,30.9,23.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1562P0030,0,2,170.8333333,9,36,27.53,3,71.71,17.65,2,15.51,7.8,71.66666667,171.6666667,10.4,3.4,20.7,0.33,32.9,100
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1334P0023,2,2,172.5,9,51,30,2,68.74,20.87,2,13.8,16.45,97,158.3333333,21.9,7.9,18.4,0.54,35.8,93
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1272P0037,0,3,156.6666667,9,37,22.61,3,83.11,20.59,2,15.7,11.9,45,141.6666667,15.9,4.1,20.9,0.43,25.7,35
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1132P0144,0,1,114.1666667,8,19,21.54,2,,15.3,2,6.7,6.7,75,135,8.9,3.1,8.9,0.50,34.2,82.5
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1306P0129,9,3,226.6666667,9,15,,3,82.83,21.82,3,37.45,6.8,132.5,201.6666667,9.1,3.0,49.9,0.15,33.5,111.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1349P0064,0,1,142.5,9,61,17.36,3,70.99,19.9,2,9.45,24.6,82.5,148.3333333,32.8,8.8,12.6,0.72,26.7,100.6666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,1,2,219.1666667,9,37,24,2,77.38,26.94,2,22.75,20.35,75,223.3333333,27.1,8.5,30.3,0.47,31.4,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1343P0014,6,2,214.1666667,6,13,,2,83.03,24.13,2,14.2,3.5,110,215,4.7,0.9,18.9,0.20,19.1,118.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0121,5,1,171.6666667,8,38,,4,63.97,24.37,2,20.55,15.45,123.3333333,181.6666667,20.6,,27.4,0.43,,133.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1260P0060,0,3,148.3333333,9,65,29.59,3,81.35,18.57,2,12.58,24.65,56.66666667,133.3333333,32.9,11.8,16.8,0.66,35.8,58.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1250P0050,0,2,155.8333333,9,45,19.37,2,86.27,22.32,2,10.8,19.65,68.33333333,140.6666667,26.2,8.5,14.4,0.65,32.5,66.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1026P0009,2,3,155,7,22,29.33,3,82.96,23.57,1,15.45,14.95,61.66666667,163.3333333,19.9,8.0,20.6,0.49,40.2,59
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1338P0013,0,4,173.3333333,9,63,,3,68.81,19,2,13.1,25.8,50.83333333,158.3333333,34.4,10.5,17.5,0.66,30.4,45
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1421P0025,3,3,117.5,7,12,,2,60.77,17.62,1,3.5,3.9,25,133.3333333,5.2,1.8,4.7,0.53,34.3,33.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1174P0011,3,3,185.8333333,9,31,,3,89.68,23.58,2,18.5,13.45,49.16666667,171.6666667,17.9,4.5,24.7,0.42,24.9,73
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1064P0027,0,2,140,9,58,12.12,3,71.25,20.7,2,16.75,32.78,64.16666667,113,43.7,11.7,22.3,0.66,26.8,63.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1324P0171,0,2,181.6666667,8,57,,3,69.75,21.86,2,12.45,13.3,99.5,188.3333333,17.7,5.8,16.6,0.52,32.9,133.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1277P0045,2,2,154.1666667,9,28,17.04,3,78.28,21.49,1,21.98,7.35,62.5,153.3333333,9.8,2.3,29.3,0.25,23.1,68.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,0,2,180,6,26,,2,87.79,28.96,1,18.55,14.75,77.5,165,19.7,5.8,24.7,0.44,29.5,60
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1286P0012,0,2,214.1666667,9,63,,3,66.84,26.12,3,32.55,26.95,127.5,206.6666667,35.9,13.8,43.4,0.45,38.3,125
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1366P0012,0,4,203.3333333,9,25,17.1,3,87.86,24.58,1,25.3,15.1,60,200,20.1,6.2,33.7,0.37,30.9,43.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1280P0091,0,4,199.1666667,9,101,28.54,3,90.22,26.64,2,25.4,36.45,87.5,195,48.6,16.8,33.9,0.59,34.5,78
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1396P0053,0,3,150.8333333,9,82,26.31,3,80.62,24.21,2,22.4,27.601,64.16666667,155,36.8,13.5,29.9,0.55,36.7,70
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,1,1,197.5,9,55,23.1,2,,26.9,2,27.05,21.55,123.75,186.6666667,28.7,9.3,36.1,0.44,32.3,125
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1520P0039,4,4,200,5,12,,,,,,20.25,3.65,70,185,4.9,2.0,27.0,0.15,40.4,77.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1354P0027,0,3,206.6666667,9,110,25.82,3,80.88,28.65,3,27.6,36.651,90,185,48.9,19.8,36.8,0.57,40.6,82.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1355p0038,0,3,199.1666667,8,40,,3,76.72,28.97,2,27.3,18.15,75,201.6666667,24.2,8.3,36.4,0.40,34.2,68.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1069P0023,1,2,145.8333333,9,13,,2,68.77,22.94,2,22.95,5,79.16666667,154,6.7,2.6,30.6,0.18,39.4,89
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1163P0042,0,3,142.5,9,50,31.12,3,76.83,22.45,2,13.25,14.39,51.66666667,121.6666667,19.2,8.1,17.7,0.52,42.4,45
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1365P0018,7,0,200.8333333,9,8,,1,,25.24,2,11.55,3,137.5,181.6666667,4.0,,15.4,0.21,,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1319P0033,2,3,182.5,9,22,32.51,3,89.16,27.02,1,21.05,9.28,58.33333333,165,12.4,5.2,28.1,0.31,41.9,62.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1004P0008,3,2,159.1666667,9,31,24.92,2,,21.96,1,14.06,17.6,113.75,183.3333333,23.5,10.0,18.7,0.56,42.8,105
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1336P0015,0,2,171.6666667,9,80,29.43,3,88.4,24.21,2,17.3,27.04,112.5,157.3333333,36.1,14.0,23.1,0.61,38.9,105
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0156,0,2,195.8333333,9,80,,3,92.31,23.92,2,24.4,26.05,100.8333333,198.3333333,34.7,13.3,32.5,0.52,38.2,101.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1068P0063,4,3,175,6,28,,2,79.58,24.1,2,11.55,3.4,77,165,4.5,,15.4,0.23,,53.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,1,2,210.8333333,9,42,,2,86.11,28.13,2,20.25,15.5,104.1666667,185,20.7,6.5,27.0,0.43,31.5,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0051,0,2,146.6666667,9,38,23.87,3,80.67,22.34,1,13.89,11.15,55.83333333,155,14.9,4.9,18.5,0.45,32.7,70
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1280P0151,0,2,166.6666667,9,31,21.41,3,65.48,23.69,2,12.45,19.25,100,177.6666667,25.7,8.9,16.6,0.61,34.8,88.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1215P0027,7,1,196.6666667,8,13,,2,,27.39,2,24.45,3.35,121.6666667,202.3333333,4.5,,32.6,0.12,,121.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1041P0005,1,2,136.6666667,9,23,28.52,3,77.58,21.53,2,7,7.15,68.33333333,151.6666667,9.5,3.3,9.3,0.51,34.8,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1073P0038,7,2,247.5,8,6,,3,78.78,27.61,2,25.55,2,113.3333333,233.3333333,2.7,,34.1,0.07,,120
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,1,2,159.1666667,9,32,,3,,22.37,1,16.25,8.55,118.3333333,178,11.4,2.9,21.7,0.34,25.5,103.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1058P0019,0,3,178.3333333,9,69,,3,77.36,29.15,2,29.35,19.1,53.33333333,186.6666667,25.5,8.4,39.1,0.39,33.1,70
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1127P0011,0,3,165.8333333,9,42,21.52,3,78.7,21.42,2,16.43,16.19,65.83333333,158.3333333,21.6,7.2,21.9,0.50,33.2,69
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1132P0042,0,2,194.1666667,9,49,29.83,3,89.85,21.7,2,21.23,21,105,195,28.0,9.7,28.3,0.50,34.7,96.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1345P0043,0,2,163.3333333,9,33,27.92,3,74.58,20.21,3,19.5,17.05,105,166.6666667,22.7,8.4,26.0,0.47,37.1,109.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1472P0042,2,2,153.3333333,7,42,,3,81.5,25.07,1,15.25,12.75,55,148,17.0,5.8,20.3,0.46,34.4,95
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1481P0009,0,1,130,9,37,,2,,19.29,2,7.25,13.4,93.75,150,17.9,,9.7,0.65,,100
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1113P0038,2,2,180.8333333,9,44,26.31,3,85.54,26.94,2,21.55,21.25,104.1666667,176.6666667,28.3,9.3,28.7,0.50,32.9,106.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1209P0015,6,2,196.6666667,9,45,,4,71.52,24.55,2,27.35,14.6,126,194.6666667,19.5,7.1,36.5,0.35,36.3,148.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1424P0021,3,3,192.5,9,45,31.28,3,72.96,27.36,2,22.05,17.09,68.33333333,201.6666667,22.8,9.0,29.4,0.44,39.6,26.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1317P0119,4,1,172.5,4,10,,3,65.06,22.27,2,8.2,3.7,82.5,175,4.9,,10.9,0.31,,103.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1344P0003,0,2,188.3333333,9,36,26.42,3,79.05,23.89,1,12.49,16.8,78.75,191.6666667,22.4,8.3,16.7,0.57,37.2,61
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1339P0012,0,3,173.3333333,9,48,,3,78.65,22.05,1,18.5,18.2,45.83333333,183.3333333,24.3,9.7,24.7,0.50,40.1,50
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,0,1,200.8333333,9,59,,3,,26.64,2,27.85,17.9,126.6666667,190,23.9,7.4,37.1,0.39,30.8,129.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1344P0014,1,1,207.5,9,45,26.16,1,,27.72,1,13.7,21.45,112.5,213.3333333,28.6,10.2,18.3,0.61,35.7,195
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1305P0007,2,4,206.6666667,9,16,32.56,3,82.88,27.81,1,18.92,30.2,78.33333333,196.6666667,40.3,16.7,25.2,0.61,41.4,83.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1305P0019,1,3,214.1666667,9,48,24,3,71.93,28.23,1,21.05,5.4,88.33333333,205,7.2,1.6,28.1,0.20,22.4,66.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1135P0025,7,2,227,6,21,,3,81.65,32.07,1,11.7,8.55,130,211.6666667,11.4,3.4,15.6,0.42,29.6,121.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1217P0091,1,2,220.8333333,9,87,,3,87.74,31.14,2,30,19.15,110.8333333,236.6666667,25.5,8.3,40.0,0.39,32.4,116.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1016P0010,4,3,229.1666667,9,42,,3,88.87,29.49,1,26.45,13.9,113.3333333,230,18.5,5.8,35.3,0.34,31.3,93.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,1,2,181.6666667,9,49,,3,79.02,25.67,2,31.25,21.85,80.83333333,180,29.1,8.9,41.7,0.41,30.4,75
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1318P0018,0,2,200,9,42,,4,73.29,27.36,2,26.35,10,126.25,206.6666667,13.3,4.7,35.1,0.28,35,130
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1153P0053,8,3,190.8333333,9,29,,3,85.38,24.12,3,23.25,12.4,102.5,193.3333333,16.5,6.3,31.0,0.35,38.3,81.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1320P0082,0,3,180.8333333,9,39,26.91,3,77.53,21.05,2,17.6,20.58,66.66666667,160,27.4,10.0,23.5,0.54,36.3,53.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1317P0059,0,2,162.5,9,76,27.72,3,75.89,24.75,2,21.7,40.85,93.33333333,172.3333333,54.5,18.9,28.9,0.65,34.7,103.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1324P0107,0,1,194.1666667,9,56,24.26,2,,25.84,2,27.2,27.45,117.5,183.3333333,36.6,11.6,36.3,0.50,31.7,97.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1120P0004,0,2,214.1666667,9,60,25.47,3,69.95,25.31,2,29.47,21.4,104.5,211.6666667,28.5,11.0,39.3,0.42,38.7,105
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1278P0183,2,1,182.5,5,10,,3,,25.56,1,12.25,2.95,94,170,3.9,1.1,16.3,0.19,27.7,102.5
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1353P0022,0,2,235.8333333,9,46,28.89,3,70.32,30.52,2,26.35,26.37,143.3333333,220,35.2,13.1,35.1,0.50,37.2,125
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1047P0049,0,2,145.8333333,9,61,,3,77.81,21.79,2,18.45,15.75,97.5,161.6666667,21.0,6.7,24.6,0.46,31.7,104
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1059P0015,8,3,209.1666667,9,50,,3,86.49,25.67,1,34.45,19.3,99.16666667,208.3333333,25.7,10.0,45.9,0.36,39,85
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1268P0019,0,4,185,9,28,,,,,,15.1,10.6,48.33333333,190.6666667,14.1,5.1,20.1,0.41,35.8,36.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1342P0003,3,1,159.1666667,9,58,,3,72.36,27.1,1,17.75,26.9,101.6666667,163.3333333,35.9,14.0,23.7,0.60,39,96.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1426P0001,3,3,196.6666667,9,15,19.28,3,86.24,31.99,1,22.35,9,70.83333333,203.3333333,12.0,4.6,29.8,0.29,38.2,39
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1003P0010,0,2,198.6666667,9,31,26,4,57.83,28.65,1,19.15,20.65,115,205,27.5,10.1,25.5,0.52,36.7,101.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1120P0006,,,,0,,,,,,,,,,,,,,,,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1505P0057,0,0,166.6666667,9,47,18.67,1,,25.65,2,14.7,32.28,,177.3333333,43.0,13.3,19.6,0.69,30.8,
20.GS.C4B.PYT.500.IK,Ikenne,TMEB419,3,0,256.6666667,9,18,,1,,28.58,1,19.1,7.1,,253.3333333,9.5,3.5,25.5,0.27,37.3,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1436P0049,0,2,177.5,9,77,,3,75.17,24.35,2,13.6,23.7,101.6666667,181.6666667,31.6,12.2,18.1,0.64,38.5,92.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1330P0008,1,2,183.3333333,9,41,,3,82.7,23.08,2,17.75,12.45,104.1666667,190,16.6,6.4,23.7,0.41,38.3,99.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1287P0039,2,2,217.5,7,20,,3,83.87,33.64,1,32.35,14.85,109.1666667,217.3333333,19.8,7.1,43.1,0.31,35.7,112.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1262P0008,3,2,217.5,7,47,,4,78.83,31.85,1,28.1,10.05,100,203.3333333,13.4,4.8,37.5,0.26,36.1,100
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0156,0,2,188.3333333,9,55,,3,86.68,24.47,2,20.45,21.85,87.5,198.3333333,29.1,11.2,27.3,0.52,38.6,93.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1485P0022,6,3,194.1666667,9,31,,3,86.92,23.39,2,25.45,14.05,73.33333333,210,18.7,6.0,33.9,0.36,31.9,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1343P0171,0,3,162.5,9,26,16.42,3,75.62,23.16,2,13.6,4.9,62.5,175,6.5,1.4,18.1,0.26,21.4,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1349P0065,0,1,160,9,56,,2,80.63,22.89,1,9.45,22.85,89.16666667,181.6666667,30.5,10.9,12.6,0.71,35.8,111.6666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,0,2,180,7,20,,3,86.56,26.94,2,24.05,10.85,78.33333333,165,14.5,,32.1,0.31,,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1333P0012,0,1,164.1666667,9,37,21.9,2,,26.14,2,16.5,20.25,113.75,170,27.0,7.9,22.0,0.55,29.2,115
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1056P0066,2,2,229.1666667,9,33,,3,69.86,26.93,3,20.55,5.15,109.1666667,230,6.9,,27.4,0.20,,116.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1295P0030,3,3,229.1666667,9,44,21.09,3,80.29,26.75,1,17.01,17.05,120,210,22.7,6.7,22.7,0.50,29.4,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1313P0013,0,3,225.8333333,9,51,28.42,3,84.94,30.46,1,18.4,22.05,123.3333333,208.3333333,29.4,9.9,24.5,0.55,33.6,98.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,2,1,190,9,41,,2,,32.3,2,25.45,12.15,114,215,16.2,4.7,33.9,0.32,29,132.5
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1007P0004,0,2,188.3333333,6,11,28.58,3,86.14,24.93,1,17.3,8.78,80,178.3333333,11.7,4.1,23.1,0.34,35.2,86
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1138P0028,1,2,164.1666667,9,23,26.59,4,71.11,24.96,2,13.1,14.5,80.5,203.3333333,19.3,6.5,17.5,0.53,33.4,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1121P0029,0,3,192.5,9,15,32.24,3,82.51,28.58,1,19.3,9.98,90,211.6666667,13.3,5.1,25.7,0.34,38,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1345P0001,0,0,210,9,51,,1,,26.26,2,15.25,20.05,153.3333333,173.3333333,26.7,9.1,20.3,0.57,34,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1096P0013,0,3,209.1666667,9,26,32.71,3,82.7,24.64,2,18.2,18.1,74.16666667,205,24.1,9.6,24.3,0.50,39.6,76.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1343P0064,0,,214.1666667,9,72,29.31,3,80.29,25.15,2,26.1,27.83,113,191.6666667,37.1,13.6,34.8,0.52,36.7,108.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1344P0100,0,2,153.3333333,9,45,24.53,3,76.87,24.11,1,12.38,13,53.33333333,148.3333333,17.3,5.3,16.5,0.51,30.7,66.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1040P0054,0,2,174.1666667,9,48,25.84,4,81.38,25.92,2,17.3,25.55,68.33333333,160,34.1,10.7,23.1,0.60,31.5,83.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1364P0018,0,3,229.1666667,9,77,19.22,3,65.48,31.99,1,28.7,32.26,86.66666667,230.3333333,43.0,11.0,38.3,0.53,25.5,56.66666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,3,3,193.3333333,9,21,,3,78.91,29.29,2,17.45,5.6,100,201.6666667,7.5,,23.3,0.24,,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1320P0087,0,2,179.1666667,9,89,29.6,4,69.2,25.55,2,32.1,26.15,100,198.3333333,34.9,12.8,42.8,0.45,36.6,103.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1372P0024,1,2,168.3333333,9,22,23.38,3,,23.42,2,15.9,13.75,94,178.3333333,18.3,4.9,21.2,0.46,26.9,101.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1207P0008,3,2,145.8333333,8,17,,3,72.01,28.65,1,,6.45,65.83333333,153.3333333,8.6,,,,,51.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1065P0037,0,1,164.1666667,9,32,25.26,3,,24.72,2,17.06,21.35,124,160,28.5,8.7,22.7,0.56,30.6,106.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1259P0131,4,2,168.75,4,8,,,,,,13.35,2.55,42.5,160,3.4,1.4,17.8,0.16,42.4,50
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1142P0017,0,3,180,6,31,37.67,3,75.25,28.58,1,12.34,18.75,55.83333333,193.3333333,25.0,11.2,16.5,0.60,44.8,50
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1051P0059,0,1,193.3333333,9,53,24.32,3,96.69,24.11,2,14.68,20.1,114.1666667,190,26.8,8.3,19.6,0.58,30.9,112.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1369P0015,0,3,207.5,9,37,28.01,3,87,28.47,2,13.5,16.75,89.16666667,206.6666667,22.3,7.7,18.0,0.55,34.6,91.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1205P0010,5,3,245,9,60,,3,85.82,27.98,1,12.75,14.38,92.5,216.6666667,19.2,6.6,17.0,0.53,34.2,76.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1520P0050,2,3,209.1666667,9,32,26.52,3,91.22,26.88,2,29.3,25.75,72.5,185,34.3,10.4,39.1,0.47,30.4,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1258P0062,5,3,173.3333333,8,13,,3,75.17,26.03,1,19.65,5.9,38.33333333,151.6666667,7.9,,26.2,0.23,,40
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1353P0023,4,3,198.3333333,9,52,,3,103.66,29.25,1,18.25,22.45,80.83333333,186.6666667,29.9,9.5,24.3,0.55,31.9,66.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1208P0005,6,0,263.3333333,9,15,,2,,25.46,1,14.9,4.5,137.5,246.6666667,6.0,,19.9,0.23,,
