Genotypes,Replication,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
IITA-TMS-IBA30572,2,1,3,248,4,47,24.65,3,76.84,23.76,3,19.2,21.25,175,172,21.25,7.81,19.2,0.53,36.76,
TMS18F1065P0037,2,,,198,3,20,22.96,3,51.55,20.89,1,7.3,14.7,,141,14.7,5.22,7.3,0.67,35.49,
TMS18F1302P0018,2,,,236,7,56,20.80,1,,22.23,2,12.85,31.6,,175,31.6,10.70,12.85,0.71,33.87,
TMS18F1280P0136,2,3,,,2,9,17.61,3,,,,2.4,6.55,,147,6.55,2.06,2.4,0.73,31.48,100
TMS18F1127P0011,2,,3,166,6,33,15.44,3,83.35,,1,9.3,17.5,90,139,17.5,5.22,9.3,0.65,29.85,
TMS18F1076P0106,2,1,,173,4,15,,1,,20.81,2,4.02,5.9,,171,5.9,,4.02,0.59,,
TMS18F1003P0009,2,,3,174,7,55,23.08,3,85.18,30.54,2,18.2,24.45,95,161,24.45,8.70,18.2,0.57,35.59,84
TMS18F1323p0025,2,,3,208,7,75,25.32,3,86.63,31.08,2,20.16,25.25,87,167,25.25,9.41,20.16,0.56,37.27,97
TMS18F1353P0023,2,4,,,3,16,18.92,2,78.78,25.76,1,5.08,6.2,,103,6.2,2.01,5.08,0.55,32.46,
TMS18F1320P0101,2,,,,4,38,23.96,2,,,,20.36,22.45,,144,22.45,8.14,20.36,0.52,36.24,62
TMS18F1179P0029,2,1,,175,8,37,20.81,1,,18.74,4,15.5,20.9,,153,20.9,7.08,15.5,0.57,33.88,
TMS18F1291P0026,2,,,263,11,98,16.08,1,,27.53,2,22.35,23.3,,230,23.3,7.07,22.35,0.51,30.33,
TMS18F1319P0159,2,1,3,250,10,96,20.69,3,101.746,23.61,3,30.48,40.55,162,199,40.55,13.70,30.48,0.57,33.79,
IITA-TMS-IBA982101,2,1,,,3,35,21.74,3,,,,13.25,20.08,,,20.08,6.94,13.25,0.60,34.58,
TMS18F1277P0045,2,,,,5,32,17.86,3,,,,40.15,26.4,,194,26.4,8.36,40.15,0.40,31.66,104
TMS18F1305P0019,2,,3,303,9,74,20.08,3,79.75,34.86,2,35.7,33.2,151,219,33.2,11.07,35.7,0.48,33.33,127
TMS18F1389P0021,2,1,,,4,34,26.01,3,,,,31.3,23.05,,,23.05,8.71,31.3,0.42,37.79,
TMS18F1295P0030,2,1,3,225,3,31,23.87,3,94.93,31.12,1,11.3,17.4,119,176,17.4,6.29,11.3,0.61,36.18,
TMS18F1191P0002,2,,3,208,8,67,19.36,3,,31.28,,26.8,30.27,121,159,30.27,9.93,26.8,0.53,32.79,
TMS18F1217P0091,2,,,,2,24,15.35,2,,,,34.55,18.75,,,18.75,5.58,34.55,0.35,29.78,
TMS18F1058P0019,2,,,,,,,,,,,,,,,,,,,,
TMS18F1305P0031,2,2,2,194,4,45,22.69,3,88.39,26.94,2,14.2,25.3,120,154,25.3,8.93,14.2,0.64,35.29,
TMS18F1327P0006,2,,,190,9,22,18.92,1,,19.65,2,15.3,11.12,,152,11.12,3.61,15.3,0.42,32.46,
TMS18F1395P0038,2,,,,4,39,20.11,1,,,,11.02,20,,,20,6.67,11.02,0.64,33.36,
TMS18F1344P0147,2,2,3,222,5,31,25.40,3,93.154,29.39,3,21.6,12.15,192,167,12.15,4.53,21.6,0.36,37.32,
IITA-TMS-IBA000070,2,,2,239,11,93,23.81,2,93.09,22.70,3,29.85,46.58,146.6,165,46.58,16.83,29.85,0.61,36.13,
TMS18F1365P0018,2,,,246,6,38,23.61,1,,26.56,2,11.35,19,,185,19,6.84,11.35,0.63,35.98,
TMS18F1335P0021,2,1,,,4,36,18.57,2,,,,12.25,22.65,,,22.65,7.29,12.25,0.65,32.20,
TMS18F1260P0060,2,,,159.6,9,67,21.32,3,90.71,17.52,3,10.55,24.9,,138,24.9,8.53,10.55,0.70,34.26,
TMS18F1327P0013,2,,2,118,10,62,24.24,2,85.312,18.57,2,10.7,29.08,49,109,29.08,10.60,10.7,0.73,36.45,
TMS18F1178P0046,2,,,170,5,48,23.55,1,,17.33,3,8.04,17.8,,122,17.8,6.40,8.04,0.69,35.94,
TMS18F1217P0114,2,1,3,195,5,22,15.79,3,88.2,31.20,2,16.1,17.6,104,154,17.6,5.30,16.1,0.52,30.11,119
TMS18F1355p0030,2,,,267.4,8,53,20.74,1,,25.37,2,24.5,23.8,,197,23.8,8.05,24.5,0.49,33.83,
TMS18F1489P0040,2,3,2,213,6,50,18.17,2,86.016,35.62,1,22.6,25.3,83,137.4,25.3,8.07,22.6,0.53,31.90,
TMS18F1132P0042,2,,3,232,8,72,25.29,3,91.28,28.94,2,23.25,25.6,162,175,25.6,9.53,23.25,0.52,37.24,
TMS18F1132P0083,2,,3,262,8,54,20.92,3,90.22,24.54,2,14.2,19.8,221,192,19.8,6.72,14.2,0.58,33.96,
IITA-TMS-IBA000070,2,2,,270,10,67,23.11,2,85.76,26.77,2,66.2,43.5,,201,43.5,15.49,66.2,0.40,35.61,
TMS18F1319P0041,2,4,3,189,9,68,25.25,3,90.3,27.84,2,51.02,29.27,87,138,29.27,10.89,51.02,0.36,37.21,78
TMS18F1090P0031,2,,,,,,,,,,,,,,,,,,,,
TMS18F1520P0039,2,,,170,6,39,20.89,1,,22.16,3,8.5,17.75,,144,17.75,6.02,8.5,0.68,33.94,
TMS18F1353p0017,2,,,184,5,42,21.00,1,,21.26,2,8.4,16.45,,136,16.45,5.60,8.4,0.66,34.03,
TMS18F1082P0024,2,2,3,216,8,57,24.72,3,89.49,30.75,2,23.6,38.9,113,182,38.9,14.32,23.6,0.62,36.82,96
TMS18F1149P0024,2,2,3,206,8,56,16.18,3,87.93,25.80,3,10.15,24.05,98,164,24.05,7.31,10.15,0.70,30.40,84
TMS18F1344P0159,2,,3,218,9,84,30.27,3,102.982,29.07,1,29.1,40.68,106,179,40.68,16.67,29.1,0.58,40.98,102
TMS18F1331P0013,2,1,3,291,6,35,13.31,3,86.836,27.73,2,17.4,21.45,198,208,21.45,6.06,17.4,0.55,28.25,
TMS18F1341P0044,2,,,,2,16,18.98,3,,,,15.4,18.63,,,18.63,6.06,15.4,0.55,32.50,
TMS18F1020P0027,2,2,4,228,4,32,17.51,3,88.25,34.93,2,36.55,14.45,111,172,14.45,4.54,36.55,0.28,31.40,124
TMS18F1364P0022,2,2,3,250,9,64,24.49,3,90.92,34.26,2,43.56,41.53,72,177,41.53,15.22,43.56,0.49,36.64,95
TMS18F1280P0151,2,3,,203,7,52,17.17,3,76.39,23.71,2,9.53,19.2,,164,19.2,5.98,9.53,0.67,31.15,
TMS18F1348P0156,2,,,260,5,35,21.06,3,96.404,32.84,2,13.9,19.5,,210,19.5,6.64,13.9,0.58,34.06,
TMS18F1307P0001,2,,3,178,5,33,19.23,3,104.91,30.18,1,14.56,16.4,68,153,16.4,5.36,14.56,0.53,32.69,69
TMEB419,2,,,,2,25,22.15,1,,,,9.3,13,,,13,4.54,9.3,0.58,34.89,
TMS18F1114P0039,2,3,3,168,4,19,23.82,3,84.68,31.41,1,14.55,20.85,84,159,20.85,7.54,14.55,0.59,36.14,80
TMS18F1350P0026,2,,,158,9,75,19.50,1,,19.87,4,13.55,23.2,,143,23.2,7.63,13.55,0.63,32.90,
TMS18F1372P0041,2,,,,,,,,,,,,,,,,,,,,
TMS18F1520P0050,2,,,,,,,,,,,,,,,,,,,,
TMS18F1344P0176,2,,3,216,9,72,22.30,3,74.68,25.79,1,31.75,40.7,86,162,40.7,14.25,31.75,0.56,35.00,
TMS18F1338P0115,2,,,,,,,,,,,,,,,,,,,,
TMS18F1295P0034,2,,,,,,,,,,,,,,,,,,,,
TMS18F1388P0012,2,1,3,224,8,74,21.32,3,80.62,29.94,3,29.5,31.15,122,170,31.15,10.67,29.5,0.51,34.26,117
IITA-TMS-IBA980581,2,1,,212,7,57,18.07,1,,28.25,2,13.45,20.15,,183,20.15,6.41,13.45,0.60,31.82,
TMS18F1156P0016,2,3,3,195,6,54,17.02,2,92.71,31.23,2,35.4,28.25,57,158,28.25,8.77,35.4,0.44,31.04,
TMS18F1081P0014,2,2,,276,5,27,16.69,1,,33.91,2,20.8,15.45,,246,15.45,4.76,20.8,0.43,30.79,
TMS18F1350P0056,2,,,,2,17,18.33,3,,,,2,9.5,,,9.5,3.04,2,0.83,32.02,
TMS18F1348P0095,2,,3,174,8,60,20.74,3,92.898,25.10,3,14.55,33.15,114,147,33.15,11.21,14.55,0.69,33.83,96
TMS18F1436P0053,2,4,3,219,7,55,22.86,3,102.24,27.66,2,27.35,24.68,152,153.2,24.68,8.74,27.35,0.47,35.42,
TMS18F1354P0027,2,2,2,230,9,59,26.99,2,80.15,25.48,3,25.7,38.29,132,165,38.29,14.75,25.7,0.60,38.52,
IITA-TMS-IBA982101,2,,3,211,6,97,20.69,3,96.372,31.13,2,38.25,42.5,98,162,42.5,14.36,38.25,0.53,33.79,89
TMS18F1372P0001,2,1,3,137,7,42,20.52,2,69.67,23.40,2,10.5,25.48,86,117,25.48,8.58,10.5,0.71,33.66,84
TMS18F1019P0018,2,6,,132,4,23,12.63,2,119.916,23.78,2,14.05,12,,,12,3.33,14.05,0.46,27.74,
TMS18F1001P0014,2,2,3,213,3,19,18.72,3,87.046,,1,17.25,27.5,120,174,27.5,8.89,17.25,0.61,32.31,123
TMS18F1064P0027,2,,,185,8,55,18.54,1,,23.27,2,10.96,31.52,,127,31.52,10.14,10.96,0.74,32.17,
TMS18F1024P0020,2,,,205,7,76,16.00,2,96.55,26.31,2,13.55,45.15,,140,45.15,13.67,13.55,0.77,30.27,
IITA-TMS-IBA30572,2,4,,186,6,43,25.76,2,86.81,30.65,3,5.65,7.02,,200,7.02,2.64,5.65,0.55,37.60,
TMS18F1280P0086,2,1,3,325,7,35,25.36,3,87.35,38.65,1,30.25,30.15,300,261,30.15,11.25,30.25,0.50,37.30,
TMS18F1280P0057,2,1,,202,4,35,23.62,2,84.9,30.64,2,11.45,19.5,,141.4,19.5,7.02,11.45,0.63,35.99,122
TMS18F1480P0023,2,,,173,7,74,23.90,2,81.19,19.68,2,14.3,29.3,,134,29.3,10.61,14.3,0.67,36.20,
TMS18F1330P0008,2,,3,194,8,54,13.20,2,96.69,20.12,3,8.55,16.74,146,158,16.74,4.71,8.55,0.66,28.16,
TMS18F1408P0006,2,,3,241,6,39,15.72,2,74.99,25.12,2,12.65,20.18,193,151,20.18,6.07,12.65,0.61,30.06,
TMS18F1317P0119,2,1,,,1,7,,,,,,2,3.14,,,3.14,,2,0.61,,
TMEB419,2,,,,4,23,21.00,1,,,,13.95,23.45,,,23.45,7.98,13.95,0.63,34.03,
TMS18F1135P0025,2,2,,,4,27,14.22,2,,23.07,,9.25,12.05,,,12.05,3.49,9.25,0.57,28.93,
TMS18F1421P0005,2,,3,198,9,78,11.22,3,89.68,27.51,2,22.2,37.23,140,152,37.23,9.93,22.2,0.63,26.68,100
TMS18F1278P0118,2,,3,222,8,76,16.36,3,91.128,26.37,2,19.3,29.55,141,167,29.55,9.02,19.3,0.60,30.54,109
TMS18F1350P0082,2,,2,247,6,42,18.03,2,91,27.29,2,28.2,27.1,53,168,27.1,8.62,28.2,0.49,31.79,62
TMS18F1317P0123,2,,3,218,5,50,21.16,3,91.25,21.69,3,11.7,16.23,142,157,16.23,5.54,11.7,0.58,34.14,113
TMS18F1369P0015,2,3,,244,9,56,22.03,3,85.986,34.19,2,40.6,41.2,,205,41.2,14.34,40.6,0.50,34.80,
TMS18F1058P0020,2,,,,,,,2,,,,,,,,,,,,,
TMS18F1085P0012,2,,,230,8,53,,3,87.75,26.72,2,44.25,25.15,,156,25.15,,44.25,0.36,,
TMS18F1476P0047,2,2,3,237,6,46,18.71,3,79.56,20.30,2,15.3,14.3,153,157,14.3,4.62,15.3,0.48,32.30,
IITA-TMS-IBA982101,2,1,,222,7,54,19.24,3,90.86,32.20,2,24.05,20.3,,158,20.3,6.64,24.05,0.46,32.70,
TMS18F1076P0110,2,,,271,10,88,15.37,3,94.676,21.83,4,26,37.8,,179,37.8,11.26,26,0.59,29.80,
TMS18F1421P0025,2,,,,,,,,,,,,,,,,,,,,
TMS18F1414P0014,2,1,3,227.8,8,60,25.25,3,85.712,30.30,2,23.2,38.3,137,187,38.3,14.25,23.2,0.62,37.21,147
TMS18F1318P0016,2,,,170,7,41,15.82,3,88.432,23.85,2,13.7,22.5,,136,22.5,6.78,13.7,0.62,30.13,93
TMS18F1305P0007,2,,,202,9,63,21.01,3,87.79,33.54,2,47.58,41.6,,145,41.6,14.16,47.58,0.47,34.03,77
TMS18F1350P0038,2,,,181,9,50,13.54,1,,16.58,3,12.55,16.2,,154,16.2,4.60,12.55,0.56,28.42,
TMS18F1317P0059,2,,,211,9,74,22.58,3,78.288,23.86,2,20.57,31.4,,171,31.4,11.06,20.57,0.60,35.21,
TMS18F1278P0183,2,2,,,3,22,16.41,3,,,,3.02,10.55,,,10.55,3.23,3.02,0.78,30.58,
TMS18F1485P0020,2,,2,164,10,68,25.21,2,96.666,26.72,2,17.4,32.25,99,116,32.25,11.99,17.4,0.65,37.18,92
TMS18F1026P0009,2,,3,231,9,68,18.54,3,80.18,27.91,2,32.55,42.3,104,139,42.3,13.61,32.55,0.57,32.18,94
TMS18F1338P0067,2,,,203,10,53,18.36,2,80.586,23.13,2,20.25,20.4,,165,20.4,6.54,20.25,0.50,32.04,
TMS18F1175P0016,2,,,,,,,,,,,,,,,,,,,,
TMS18F1233p0013,2,1,3,189,7,45,19.63,3,83.722,26.90,2,14.3,21.23,100,119,21.23,7.00,14.3,0.60,32.99,62
TMS18F1371P0011,2,1,3,227,9,67,19.62,2,93.94,28.41,2,26.98,45.6,126,137,45.6,15.04,26.98,0.63,32.99,121
TMS18F1189P0013,2,3,3,224,7,49,14.97,3,88.89,22.10,2,21.6,25.55,137,154,25.55,7.53,21.6,0.54,29.49,105
TMS18F1278P0098,2,1,,,3,23,17.11,3,,,,8.05,18.5,,,18.5,5.75,8.05,0.70,31.10,
TMS18F1319P0121,2,5,,224,8,35,25.95,3,84.376,26.63,1,26.35,17.4,,171,17.4,6.57,26.35,0.40,37.74,
TMS18F1076P0077,2,,,168,6,57,21.94,2,72.096,17.55,4,12.3,21.16,,134,21.16,7.35,12.3,0.63,34.73,
TMS18F1409P0008,2,,,,6,36,20.37,2,84.63,21.96,3,10.05,10.85,,169,10.85,3.64,10.05,0.52,33.55,112
TMS18F1366P0012,2,1,2,194,5,20,17.33,2,91.204,31.95,2,17.9,17.26,112,162,17.26,5.40,17.9,0.49,31.26,103
TMS18F1163P0042,2,2,2,177,9,54,24.24,2,78.75,21.94,3,18.1,22.15,96,117,22.15,8.07,18.1,0.55,36.45,74
TMS18F1323P0024,2,,,197,9,49,24.74,1,,21.87,3,14.48,15.6,,159,15.6,5.75,14.48,0.52,36.83,
IITA-TMS-IBA000070,2,2,,279,11,76,18.95,3,90.372,23.24,2,34.7,53.6,,198,53.6,17.41,34.7,0.61,32.49,
TMS18F1028P0030,2,,,,2,11,,3,,,,2.05,2.05,,,2.05,,2.05,0.50,,
TMS18F1340P0030,2,,,,1,7,22.87,3,,,,10.89,6.08,,,6.08,2.15,10.89,0.36,35.43,
TMS18F1345P0012,2,1,2,217,7,38,29.16,2,86.99,29.22,2,23.45,17.3,122,131,17.3,6.95,23.45,0.42,40.15,69
TMS18F1005P0023,2,,,,1,10,,3,,,,5,4.5,,,4.5,,5,0.47,,
TMS18F1308P0082,2,1,,225,10,52,21.32,3,93.79,22.17,2,25,30.25,,155,30.25,10.37,25,0.55,34.26,
TMS18F1298P0017,2,2,3,233,6,55,22.60,3,80.85,26.53,2,15.6,16.5,133,198,16.5,5.81,15.6,0.51,35.22,134
TMS18F1312P0039,2,1,,283,9,49,22.95,3,86.01,22.43,3,25.45,21.3,,225,21.3,7.56,25.45,0.46,35.49,
TMS18F1352P0049,2,3,,214,6,42,17.42,3,94.266,24.11,2,9.55,29.14,,128,29.14,9.13,9.55,0.75,31.33,
TMS18F1345P0056,2,3,,250,9,74,15.47,3,94.27,28.73,2,28.25,45.6,,170,45.6,13.62,28.25,0.62,29.87,119
TMS18F1047P0046,2,,,233,5,27,24.54,1,,22.03,1,11.55,13.15,,179,13.15,4.82,11.55,0.53,36.68,
TMS18F1217P0075,2,,,203,6,59,20.02,2,68.15,26.12,2,9.6,18.45,,162,18.45,6.14,9.6,0.66,33.29,
IITA-TMS-IBA980581,2,,,196,7,40,15.41,1,,24.78,3,16.7,19.35,,177,19.35,5.77,16.7,0.54,29.83,
TMS18F1048P0023,2,1,,,3,22,26.40,3,,,,12.05,12.65,,,12.65,4.82,12.05,0.51,38.08,
TMS18F1353P0038,2,,,,,,,,,,,,,,,,,,,,
IITA-TMS-IBA30572,2,1,2,232,6,57,16.98,3,98.922,29.80,3,21.3,20.35,151,168,20.35,6.31,21.3,0.49,31.01,
TMS18F1447P0045,2,1,,241,5,29,21.20,3,91.762,33.65,2,21.35,17.5,,,17.5,5.98,21.35,0.45,34.17,
TMS18F1342P0017,2,,,129,9,50,16.11,1,,18.66,4,10.2,22.35,,103,22.35,6.78,10.2,0.69,30.35,
TMS18F1258P0062,2,1,3,174,3,38,13.89,2,,34.74,,9.45,17.45,64,125,17.45,5.00,9.45,0.65,28.68,65
TMS18F1318P0018,2,,,247,6,53,23.43,3,94.83,21.51,3,12.4,16.1,,179,16.1,5.77,12.4,0.56,35.85,
TMS18F1313P0053,2,,3,241,9,66,25.83,3,86.34,25.42,2,22.3,31.5,129,171,31.5,11.86,22.3,0.59,37.65,132
TMS18F1343P0064,2,,,215,8,56,24.02,2,82.172,20.61,3,14.04,19.55,,179,19.55,7.10,14.04,0.58,36.29,
TMS18F1291P0014,2,,,,4,47,19.00,3,69.29,27.77,2,14.45,17.5,,213,17.5,5.69,14.45,0.55,32.52,174
TMS18F1296P0071,2,,,,5,42,25.37,3,77.05,39.61,2,27.45,32.56,,202,32.56,12.15,27.45,0.54,37.31,137
TMS18F1217P0111,2,1,,203,5,42,21.37,1,,21.40,2,11.28,19.6,,140,19.6,6.72,11.28,0.63,34.30,
TMS13F1343P0044,2,,,181,8,72,22.79,1,,17.43,4,13.5,23.25,,128,23.25,8.22,13.5,0.63,35.37,
TMS18F1481P0015,2,4,,,2,12,,3,,,,2,3.05,,,3.05,,2,0.60,,
TMS18F1127P0010,2,2,3,242,9,73,25.84,3,86.35,28.88,2,50.25,45.2,115,181,45.2,17.02,50.25,0.47,37.65,110
TMS18F1068P0063,2,1,2,208,3,25,13.74,2,73.14,27.23,2,11.26,11.05,70,166.6,11.05,3.16,11.26,0.50,28.57,
UNKNOWN2,2,,,347,9,67,13.60,1,,28.82,2,59.25,36.4,,243,36.4,10.36,59.25,0.38,28.46,
TMS18F1040P0054,2,1,2,204,7,27,16.92,3,106.54,31.81,2,25.05,15.1,98,123,15.1,4.67,25.05,0.38,30.96,
IITA-TMS-IBA000070,2,,,295,9,71,21.64,2,78.02,27.33,2,37.85,51.42,,184,51.42,17.74,37.85,0.58,34.50,
TMS18F1505P0047,2,1,2,238,8,35,17.90,2,85.626,26.56,2,15.75,12,129,187,12,3.80,15.75,0.43,31.69,112
TMS18F1489P0044,2,,,246,7,42,12.18,3,81.342,26.33,2,16.3,25.05,,169,25.05,6.86,16.3,0.61,27.40,
TMS18F1348P0131,2,2,,,3,16,21.48,2,,,,15.55,7.45,,,7.45,2.56,15.55,0.32,34.38,
TMS13F1020P0001,2,,2,180,7,71,21.54,2,82.976,26.23,2,7.65,39.85,78,132,39.85,13.72,7.65,0.84,34.43,47
IITA-TMS-IBA980581,2,,,206,9,66,18.60,1,,28.12,3,23.7,30.55,,194,30.55,9.84,23.7,0.56,32.22,
TMS13F1307P0016,2,1,2,179,4,40,20.76,3,97.5,24.88,2,23.15,17.1,127,134,17.1,5.79,23.15,0.42,33.85,91
TMS18F1336P0015,2,,,209,9,78,20.42,1,,17.96,4,6.4,27.9,,170,27.9,9.37,6.4,0.81,33.59,
TMS18F1113P0038,2,1,3,233,10,65,24.70,3,93.266,25.14,2,19.3,25.3,152,157,25.3,9.31,19.3,0.57,36.80,108
TMS18F1258P0147,2,1,3,184,8,92,19.13,3,89.93,19.64,3,25.46,28.32,99,134,28.32,9.24,25.46,0.53,32.62,68
TMS18F1447P0078,2,12,2,153,7,16,,2,90.71,24.91,2,20.16,3.6,79,145,3.6,,20.16,0.15,,75
TMS18F1305P0039,2,2,,181,9,73,21.66,2,98.74,26.57,3,13.25,30.4,,129,30.4,10.49,13.25,0.70,34.52,
TMS18F1295P0023,2,,,208,9,72,20.16,1,,23.37,4,23.1,15.27,,155,15.27,5.10,23.1,0.40,33.39,
TMS18F1349P0064,2,,,155,6,40,,1,,19.11,2,17.28,11.9,,133,11.9,,17.28,0.41,,
TMS18F1414P0017,2,,2,170,9,72,15.22,3,76.438,24.89,2,2.03,31.95,120,135,31.95,9.48,2.03,0.94,29.68,
TMS18F1308P0114,2,3,,,3,18,17.15,3,,,,20.25,8.45,,,8.45,2.63,20.25,0.29,31.13,
TMS18F1296P0042,2,,,,2,16,9.12,2,,,,9.85,14.05,,,14.05,3.53,9.85,0.59,25.10,
IITA-TMS-IBA982101,2,,2,173,5,54,19.21,3,97.5,29.57,2,20.45,25.15,83,135,25.15,8.22,20.45,0.55,32.68,
TMS18F1335P0001,2,1,,,6,44,19.32,3,98.02,23.73,2,10.5,26.25,,152,26.25,8.60,10.5,0.71,32.76,94
TMS18F1478P0047,2,,,,1,15,17.56,2,,,,3.45,11.4,,,11.4,3.58,3.45,0.77,31.44,
TMS18F1319P0100,2,3,3,223,6,82,22.11,3,79.342,32.93,3,40.8,30.8,127,169,30.8,10.74,40.8,0.43,34.86,
TMS18F1506P0018,2,1,3,195,5,25,18.69,3,96.4,29.72,2,13,12.6,120,151,12.6,4.07,13,0.49,32.29,
IITA-TMS-IBA30572,2,,3,246,5,38,22.58,3,97.68,29.57,2,20.6,16.75,188,196,16.75,5.90,20.6,0.45,35.21,
TMS18F1355p0038,2,2,,194,5,36,20.68,3,86.094,35.51,3,20,16.1,,154,16.1,5.44,20,0.45,33.78,101
TMS18F1038P0010,2,,3,187,9,91,17.42,2,90.78,22.70,2,19.45,43.45,103,131,43.45,13.61,19.45,0.69,31.33,
TMS18F1324P0107,2,,,219,9,75,15.86,1,,19.53,4,19.45,22.1,,136,22.1,6.67,19.45,0.53,30.16,
TMS18F1539P0063,2,,,211,4,27,14.87,3,71.89,,2,9.2,13.2,,185,13.2,3.88,9.2,0.59,29.42,
TMS18F1348P0024,2,,3,216,8,60,21.75,3,86.76,21.16,3,14.53,17.25,169,171,17.25,5.97,14.53,0.54,34.59,
TMS18F1359P0001,2,,,172,6,45,17.88,1,,20.08,3,9.1,12.6,,139,12.6,3.99,9.1,0.58,31.68,
TMEB419,2,1,,235,5,31,18.75,1,,23.50,2,11.45,22.13,,194,22.13,7.15,11.45,0.66,32.33,
TMS18F1314P0026,2,,2,210,9,60,23.87,3,95.816,33.02,2,45.63,23.56,97,178,23.56,8.52,45.63,0.34,36.18,105
TMS18F1345P0043,2,,3,206,8,63,23.64,3,82.98,23.30,2,14,17.65,120,159,17.65,6.35,14,0.56,36.00,100
TMS18F1001P0020,2,1,2,236,6,59,18.93,3,106.132,27.47,4,28.5,25.53,149,162,25.53,8.29,28.5,0.47,32.47,112
TMS18F1312P0033,2,,2,224,10,95,20.34,2,92,25.04,3,34.6,34.5,113,158,34.5,11.57,34.6,0.50,33.53,108
TMS18F1348P0039,2,,,,4,22,17.00,2,,,,7.05,10.5,,121,10.5,3.26,7.05,0.60,31.02,
TMS18F1505P0057,2,,,140,8,63,15.46,1,,19.47,4,11.5,20.4,,111,20.4,6.09,11.5,0.64,29.86,
TMS18F1076P0117,2,,,,,,,3,,,,,,,,,,,,,
TMS18F1395P0055,2,,3,147,7,58,27.18,2,93.246,22.39,2,15.2,31.4,75,124,31.4,12.14,15.2,0.67,38.66,58
TMS18F1343P0014,2,,,,,,,,,,,,,,,,,,,,
TMS18F1277P0007,2,,2,227,7,25,18.23,2,85.396,25.49,2,19.55,15.45,140,170,15.45,4.93,19.55,0.44,31.94,
TMS18F1076P0001,2,,,,4,53,21.32,3,98.42,35.72,2,44.15,27.5,,172,27.5,9.42,44.15,0.38,34.26,69
TMS18F1334P0023,2,,,201,6,40,23.34,3,84.01,19.79,3,7.85,20.55,,138,20.55,7.35,7.85,0.72,35.78,
TMS13F1343P0022,2,,3,190,11,88,21.84,3,100.222,20.79,3,17.68,34.05,127,141,34.05,11.80,17.68,0.66,34.65,108
TMS18F1038P0056,2,,,166,9,63,19.40,3,92.32,28.63,3,17.35,25.47,,138,25.47,8.36,17.35,0.59,32.82,
TMS18F1424P0020,2,3,,193,10,59,11.22,1,,21.04,3,22.6,29.37,,161,29.37,7.84,22.6,0.57,26.68,
IITA-TMS-IBA30572,2,,,,2,31,24.62,3,,,,12.08,9.45,,,9.45,3.47,12.08,0.44,36.74,
TMS18F1377P0023,2,3,,,4,25,23.87,3,,,,14.3,12.15,,,12.15,4.40,14.3,0.46,36.18,
TMS18F1205P0010,2,,,,,,,,,,,,,,,,,,,,
TMS18F1295P0035,2,,,222,5,29,18.87,1,,23.56,2,12.9,13.58,,184,13.58,4.40,12.9,0.51,32.42,
TMS18F1165P0018,2,1,2,199,9,50,18.43,2,75.78,22.93,3,23.55,26.5,139,146,26.5,8.50,23.55,0.53,32.09,
TMS18F1436P0049,2,,3,165,9,85,28.55,3,87.93,17.63,4,18.9,27.5,123,144,27.5,10.92,18.9,0.59,39.70,
TMS18F1355P0120,2,11,2,181,9,45,16.00,2,88.416,24.90,3,34.2,14.1,92,161,14.1,4.27,34.2,0.29,30.27,85
TMS18F1222P0012,2,,,,3,30,18.26,3,,,,25.85,13.75,,179,13.75,4.40,25.85,0.35,31.96,
IITA-TMS-IBA982101,2,,2,215,9,60,21.57,2,89.52,28.18,3,31.58,29.3,95,155,29.3,10.09,31.58,0.48,34.45,
TMS18F1258P0156,2,1,,203,10,92,25.03,3,96.886,23.31,3,20.59,39.1,,165,39.1,14.49,20.59,0.66,37.05,
TMS18F1121P0029,2,3,,,3,15,15.64,3,,,,12.85,14.25,,,14.25,4.27,12.85,0.53,30.00,
TMS18F1260P0054,2,,2,159,7,43,15.86,2,102.7,21.01,2,10.5,29.25,93,141,29.25,8.82,10.5,0.74,30.16,90
TMS18F1369P0010,2,4,,,4,32,23.04,3,,34.98,,35.7,21.75,,135,21.75,7.73,35.7,0.38,35.56,
TMS18F1320P0051,2,,,,2,7,,1,,,,5,2,,,2,,5,0.29,,
TMS18F1345P0001,2,,,177,7,28,18.39,3,77.98,21.13,2,9.15,15.65,,152,15.65,5.02,9.15,0.63,32.06,
TMS18F1310P0151,2,2,,195,7,25,24.03,1,,18.29,3,11.95,11.3,,168,11.3,4.10,11.95,0.49,36.30,
IITA-TMS-IBA980581,2,,,215,9,86,15.01,1,,24.05,3,20.35,20.65,,194,20.65,6.10,20.35,0.50,29.52,
TMS18F1142P0017,2,6,2,159,9,71,29.36,3,78.136,25.87,2,18.55,32.3,59,136,32.3,13.02,18.55,0.64,40.30,59
TMEB419,2,,,,,,,,,,,,,,,,,,,,
TMS18F1073P0035,2,,2,210,9,92,12.27,2,75.05,25.07,1,21.45,45.6,50,151,45.6,12.53,21.45,0.68,27.47,84
TMS18F1306P0149,2,1,2,200,7,20,19.73,2,98.56,24.04,2,11.96,12.05,104,169,12.05,3.99,11.96,0.50,33.07,126
